Gene = SPATA31D4
index = 1303
Annotated 5SS: [ 186  988 1647]
Annotated 3SS: [ 941 1585 1940]
SMsplice 5SS: [ 186 1647 1841]
SMsplice 3SS: [1585 1731 1940]
top_k =  100
Partition function (log Z): -6.927034748881894

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9599328880240423
Position 1841: 0.8338620993855805
Position 1647: 0.7198855618882756
Position 2032: 0.5155321553604872
Position 988: 0.2626592746571186
Position 458: 0.22278187180758974
Position 1336: 0.05069130453622882
Position 1860: 0.025448201594194475
Position 440: 0.006682052906877966
Position 268: 0.006081243253065642
Position 903: 0.004346561824906267
Position 97: 0.004066560155259201
Position 196: 0.001576047936027797
Position 135: 0.0007733123415317285
Position 586: 0.0002537907251604113
Position 200: 0.0002199294015908565
Position 101: 0.00010634939946481966
Position 119: 9.554167544674571e-06
Position 107: 5.708195992624418e-06
Position 272: 3.885301136878975e-06
Position 263: 3.1344307993131485e-06
Position 64: 9.280146814269678e-08
Position 230: 3.31781490002877e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.7837225318454404
Position 1731: 0.7298116936057429
Position 1940: 0.715744031596761
Position 2125: 0.29206295646876257
Position 337: 0.21161847786718876
Position 941: 0.19413528407460062
Position 1964: 0.11030983257458751
Position 6009: 0.09640723345564055
Position 2861: 0.06716185200306213
Position 1519: 0.06598491934276086
Position 4948: 0.04210121360212703
Position 2364: 0.039131505316698234
Position 831: 0.03888055402900716
Position 1068: 0.027076598197877045
Position 6265: 0.02502655993858482
Position 5540: 0.02165210867870755
Position 5388: 0.016959503786995307
Position 2629: 0.014713166602619438
Position 1491: 0.014191132215959874
Position 2170: 0.012448917305117404
Position 4741: 0.010694393093795255
Position 384: 0.010612201331036571
Position 2017: 0.008833009785693673
Position 2042: 0.007050708403219824
Position 3461: 0.006425326412018381
Position 762: 0.005703592115568225
Position 1271: 0.005240059680667815
Position 662: 0.00486679779400681
Position 754: 0.004862276565095519
Position 1045: 0.004681096512074499
Position 737: 0.004494939758604009
Position 1507: 0.004395568681958805
Position 2701: 0.004298709702747509
Position 947: 0.003720460740889183
Position 1156: 0.0032874605889651066
Position 1899: 0.0019888771255297923
Position 890: 0.0019135049130890277
Position 263: 0.0011800696201982631
Position 272: 0.000654656986141896
Position 290: 0.0006064489741506801
Position 683: 7.81424334879886e-05
Position 457: 4.904704978014234e-05
Position 352: 4.0573874228102595e-05
Position 346: 3.0836389175048756e-05
Position 740: 2.548568277215931e-05
Position 277: 1.787387597345483e-05
Position 391: 1.755040735908956e-05
Position 653: 1.1872266021512147e-05
