Gene = RP11-80H18.3
index = 1181
Annotated 5SS: [  146  4320  9532 10320 10722]
Annotated 3SS: [ 4234  9449 10225 10642 11167]
SMsplice 5SS: [  380  4135  4320 10320 10722]
SMsplice 3SS: [ 4036  4234 10242 10642 11167]
top_k =  100
Partition function (log Z): -1.297840251896293

Sorted 5' Splice Sites (High to Low Probability):
Position 380: 0.9963400511476096
Position 4320: 0.9928182283730049
Position 4135: 0.9876217023203395
Position 10320: 0.7143454069979033
Position 10722: 0.5249471854575223
Position 6131: 0.38295291863004455
Position 10094: 0.3795605648370687
Position 1900: 0.1558903216194847
Position 146: 0.08341557237870763
Position 230: 0.030758290913670955
Position 1708: 0.012772748530233724
Position 4429: 0.0024169862469012758
Position 114: 0.0017987131616995437
Position 142: 0.0015793501841408165
Position 5785: 0.0008969794786946987
Position 943: 0.0004902207318040411
Position 24: 0.0003987989982252754
Position 5719: 0.00039743928250861
Position 90: 0.00031659994457039085
Position 1641: 0.0002893849535503089
Position 3471: 0.0002738622515153227
Position 241: 0.00021937811174258163
Position 150: 0.00021839581690590246
Position 1535: 0.00017424413611236947
Position 2647: 8.023583663360317e-05
Position 174: 3.5659386717949207e-05
Position 1493: 2.1735442843503595e-05
Position 1587: 1.3951324764334737e-05
Position 194: 1.3770524583156655e-05
Position 121: 1.1992714533406504e-05
Position 4361: 6.554417235004338e-06
Position 109: 6.079968340524448e-06
Position 4335: 4.776352907683662e-06
Position 130: 4.65937312461236e-06
Position 4477: 3.0410492583049593e-06
Position 177: 2.9007021995870528e-06
Position 39: 2.759767921079019e-06
Position 56: 3.958098895493244e-07
Position 188: 3.853844889926814e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4234: 0.9845393586207062
Position 4036: 0.9409525927936021
Position 10242: 0.685515807412879
Position 11167: 0.6768448292255119
Position 10642: 0.5416957103423344
Position 6014: 0.35809801951045833
Position 9999: 0.34329615992552726
Position 11671: 0.21090616955988103
Position 1766: 0.12909102897431107
Position 309: 0.07421457466083312
Position 4017: 0.046669318226013855
Position 9887: 0.037594107498781684
Position 295: 0.03508096126702872
Position 9800: 0.030544548025924344
Position 1862: 0.026233369605120634
Position 11010: 0.022451136418081025
Position 10519: 0.0170600171581184
Position 6034: 0.01586010149321873
Position 6010: 0.014519445209796254
Position 10680: 0.014336544221659541
Position 4236: 0.012735022705915163
Position 5621: 0.011741910151723649
Position 1556: 0.010265642292992273
Position 11361: 0.006039755120553795
Position 7087: 0.005995948952456389
Position 272: 0.0045171231395510734
Position 9449: 0.004258400838183911
Position 244: 0.0018012900222530135
Position 1648: 0.0014063194347573912
Position 6203: 0.0012132763736644953
Position 4903: 0.0009683934120961067
Position 4817: 0.0009153373562849506
Position 1534: 0.0008254448946030663
Position 4412: 0.0007687543117972343
Position 1770: 0.0005659230400529752
Position 1561: 0.0005578809391440078
Position 4927: 0.0004476567136005279
Position 3335: 0.0002738622515153228
Position 1382: 0.00011158351489289275
Position 2363: 8.023583663360309e-05
Position 1340: 7.724224896191391e-05
Position 1203: 1.4548398297417319e-05
Position 1512: 4.721547854458974e-06
Position 1402: 4.630980429752109e-06
Position 4274: 3.431645076906432e-06
Position 1645: 2.0389260790721985e-06
Position 1676: 2.0112094920025386e-06
Position 4283: 3.021954132984009e-08
Position 323: 2.59312089507373e-08
