Gene = RABL3
index = 1110
Annotated 5SS: [   76 11842 32758 36538 44115 48385 52089]
Annotated 3SS: [11749 32627 36422 43963 48312 52049 52648]
SMsplice 5SS: [   76 11126 11842 24006 29996 32758 36538 44115 48385 48812 49046]
SMsplice 3SS: [11021 11749 23907 29819 32627 36422 43963 48312 48676 48903 52648]
top_k =  100
Partition function (log Z): -27.392063853239343

Sorted 5' Splice Sites (High to Low Probability):
Position 11842: 0.9866466328554695
Position 76: 0.8384362968778386
Position 8106: 0.17367822141872272
Position 54: 0.16055051960784386
Position 12496: 0.08528097084941647
Position 779: 0.0802744294127008
Position 4011: 0.07316510481720609
Position 3633: 0.07266076840021549
Position 8408: 0.047034282670999954
Position 1771: 0.044561383006406156
Position 13236: 0.015638089391948138
Position 12403: 0.014341113858831616
Position 267: 0.0004914796708597075
Position 48: 0.00013483136913813659
Position 316: 6.561959649707843e-05
Position 126: 4.445121685590572e-05
Position 1802: 3.3357728930193745e-05
Position 343: 3.176774197049136e-05
Position 1297: 3.0976916896522096e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11749: 0.9521503555075621
Position 15019: 0.3366597858154326
Position 8054: 0.22152122311278544
Position 12675: 0.19389336068021082
Position 15249: 0.12037028439125821
Position 12610: 0.09839823784862399
Position 16746: 0.08620571246081087
Position 575: 0.08021827208061268
Position 3467: 0.07278297937628565
Position 12303: 0.06176907782251585
Position 12903: 0.050473222814988
Position 3914: 0.045915453652070344
Position 11701: 0.04485678041728773
Position 12263: 0.0378752028796176
Position 14070: 0.032919336349555954
Position 1542: 0.030909915292529292
Position 3869: 0.027249651165135738
Position 12446: 0.021791266360412093
Position 15796: 0.020087047746851563
Position 13169: 0.01875398754537661
Position 1685: 0.014481610271060489
Position 12811: 0.01333768699593825
Position 13125: 0.009372597244069978
Position 2382: 0.000432188844262369
Position 867: 0.0002866670746691401
Position 1208: 6.708027939339963e-05
Position 3103: 6.585739197391462e-05
Position 2596: 6.117336899209069e-05
Position 1801: 4.0235080235991506e-05
Position 1296: 3.233949316524203e-05
Position 1026: 2.99205241487016e-05
Position 417: 2.6543413626320494e-05
Position 466: 2.1925171968310734e-05
Position 217: 1.8742632580126316e-05
Position 184: 1.3821570017914392e-05
Position 756: 3.6778051610422095e-06
Position 1596: 2.520958815265349e-06
Position 1234: 1.7306073670616053e-06
Position 554: 1.610214304523141e-06
Position 650: 2.096987689164659e-07
Position 424: 1.9437180320509798e-07
Position 664: 1.676057876697217e-07
Position 629: 1.670918071737842e-07
Position 449: 1.5767691071006145e-07
Position 550: 1.167617002402787e-07
Position 470: 1.1553386461749855e-07
Position 610: 8.640643321693797e-08
