Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  100
Partition function (log Z): 10.553907111197471

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9930952529325539
Position 5699: 0.9706019436235158
Position 4008: 0.9428576460393447
Position 4517: 0.9424938019278069
Position 4207: 0.8036783937889129
Position 108: 0.5212440937282597
Position 5168: 0.4603122242137688
Position 27: 0.4150563889220016
Position 1570: 0.25359097589378105
Position 1870: 0.23298774838859845
Position 4325: 0.16356951328142588
Position 7044: 0.14576442737884407
Position 5901: 0.10793205476820641
Position 5905: 0.0664065568517694
Position 1915: 0.05885094686864886
Position 7211: 0.04951664177623067
Position 5133: 0.046592278909664234
Position 1020: 0.04044749051095209
Position 2647: 0.03589003601962791
Position 3785: 0.03405019164688366
Position 370: 0.027608337829858144
Position 5679: 0.02594862708909266
Position 7034: 0.022608172719435247
Position 5443: 0.020171098162785058
Position 4132: 0.019064646906297614
Position 8062: 0.01771505070979387
Position 2006: 0.01617181840945756
Position 6174: 0.014682454192565052
Position 5997: 0.01396900558968469
Position 4223: 0.011058021502583209
Position 77: 0.010981163550669285
Position 5434: 0.010816803903969526
Position 5921: 0.010802721143787622
Position 833: 0.008598205830253702
Position 961: 0.007700665455223771
Position 7911: 0.007522510561690807
Position 8021: 0.0073366216248888765
Position 2930: 0.007050096567519039
Position 4035: 0.006861694932185507
Position 4045: 0.006775727859717226
Position 7671: 0.006315463158390895
Position 530: 0.0058410647265473145
Position 5070: 0.004449940169360428
Position 1193: 0.0030496876517908016
Position 6060: 0.0025827436033474837
Position 759: 0.0025380341104381805
Position 1575: 0.0012116260912463832
Position 1404: 0.0009850772866871291
Position 3837: 0.00018861155770931448
Position 118: 4.102023539964215e-06
Position 303: 3.738096869045229e-06
Position 356: 2.8965448611794843e-06
Position 397: 2.7887862464540365e-06
Position 158: 2.0159645321547846e-06
Position 92: 1.9052296209149238e-06
Position 212: 1.1363777797224342e-06
Position 278: 7.992579719854904e-07
Position 19: 3.9351776037485413e-07
Position 49: 9.9579757583215e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3567: 0.9997159964804044
Position 5608: 0.9963946336099434
Position 4417: 0.9288374194414715
Position 4106: 0.9249927814052008
Position 7870: 0.8995202349447369
Position 3922: 0.557481914251156
Position 5038: 0.4335058135139163
Position 3919: 0.3654831691508021
Position 1751: 0.30801051366670495
Position 5845: 0.2884349270315358
Position 1460: 0.17189028112750393
Position 6940: 0.1381529439063704
Position 1441: 0.06704662814886825
Position 4206: 0.058433336404594485
Position 8490: 0.056876477953771286
Position 4948: 0.050107373537492395
Position 2459: 0.03589003601962791
Position 7117: 0.031954668445167436
Position 6878: 0.030219656191908917
Position 3868: 0.028506893329577766
Position 5364: 0.02729643271274687
Position 3748: 0.026750200686811276
Position 7120: 0.017561973331063234
Position 691: 0.015359008213568637
Position 269: 0.014692543385249448
Position 4441: 0.012837501775907766
Position 5069: 0.012746695813781628
Position 5155: 0.010391902540396446
Position 4118: 0.00803842245623805
Position 1371: 0.006323569288559634
Position 7597: 0.006315463158390895
Position 5968: 0.004116601469863846
Position 5278: 0.003848884102497902
Position 2837: 0.0037533177423952372
Position 460: 0.003484502532076191
Position 3753: 0.0034841981672510723
Position 4840: 0.0034031852159891658
Position 868: 0.003376721201166349
Position 2894: 0.003296778825123802
Position 1332: 0.0032276013391738306
Position 3812: 0.0031079585727110414
Position 851: 0.0028742251719537665
Position 107: 0.00257722774948361
Position 883: 0.0024965552219459444
Position 1108: 0.0023065884848699355
Position 3732: 0.002277841254785899
Position 4121: 0.0015006151579121825
Position 1320: 0.001417973027121692
Position 3784: 0.0012946764039182788
Position 5129: 0.0011994726712169258
Position 514: 0.0006418522804693922
Position 1264: 0.0006122211265832418
Position 4503: 0.0005066172938468751
Position 3709: 0.00028400351959588846
Position 810: 0.0002779199082002957
Position 1081: 0.0002672687598520421
Position 4353: 0.0001599566232368816
