Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  100
Partition function (log Z): -1.885714646954271

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9608382090995822
Position 443: 0.8436671641586595
Position 1347: 0.8057807636769054
Position 2223: 0.7689679768172333
Position 3164: 0.23216275460118385
Position 1305: 0.12296350741095277
Position 84: 0.024531262159085732
Position 1182: 0.018387235607707032
Position 2172: 0.01074100190908691
Position 662: 0.009713734891849483
Position 3932: 0.00747310231021134
Position 3929: 0.005117643002459683
Position 1521: 0.0045576526474969715
Position 611: 0.003274805165445443
Position 511: 0.0027547095211868946
Position 1414: 0.0025279607169941213
Position 4: 0.002394480838396556
Position 1155: 0.0018073562247318982
Position 1029: 0.001049105054369638
Position 960: 0.0009323918260876242
Position 1288: 0.0005448905957470361
Position 225: 0.0005096188269000857
Position 494: 0.00044646329274595885
Position 1734: 0.0004101533674092076
Position 819: 0.0003442621089561176
Position 523: 0.0003428133058918027
Position 978: 0.0002581446594128586
Position 705: 0.0002304731034753279
Position 315: 0.0002166447556764554
Position 1793: 0.00019606163313100767
Position 1664: 0.00016640230360755827
Position 106: 0.00012235015795776494
Position 998: 0.00011924820888522374
Position 2499: 8.311175374529242e-05
Position 1008: 7.218518551418029e-05
Position 498: 5.3968050205904323e-05
Position 2193: 2.2429165200330495e-05
Position 62: 9.05879596515029e-07
Position 285: 1.1817155643251614e-07
Position 17: 5.0630031250615844e-08
Position 324: 4.22318388263457e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2098: 0.9722708992281757
Position 1098: 0.9436774118665622
Position 3764: 0.5535868952116336
Position 558: 0.4582673646101817
Position 561: 0.3618557593166747
Position 3058: 0.13207536267937742
Position 2924: 0.06296356739810711
Position 3028: 0.0473242106819583
Position 3786: 0.038029855320595246
Position 3704: 0.03746134261298128
Position 2713: 0.03461330938469825
Position 4142: 0.020904993940563492
Position 2948: 0.018786121625480434
Position 626: 0.017346795882578727
Position 3011: 0.016674505973753237
Position 3817: 0.016196441625045934
Position 3579: 0.012640028087934806
Position 3396: 0.008944013093383624
Position 1057: 0.008229042948257407
Position 4572: 0.008113518394934509
Position 3683: 0.00803831825505842
Position 3417: 0.0069692552222855725
Position 3178: 0.006007665187184598
Position 4340: 0.0050811056526702345
Position 3064: 0.004622022327125316
Position 1456: 0.004163102073591238
Position 2601: 0.0033231637823047367
Position 2805: 0.002567406332283198
Position 523: 0.002393895488159643
Position 1174: 0.002356502054344159
Position 563: 0.0022610391657848033
Position 875: 0.00208507088404589
Position 590: 0.0017589167775741554
Position 2535: 0.0015895752213417635
Position 1564: 0.001349184443755497
Position 679: 0.001269673931919666
Position 1586: 0.0011912218939094201
Position 2969: 0.0010519735302315044
Position 661: 0.0008817875184180913
Position 273: 0.0007748800848786947
Position 676: 0.0005778228655199068
Position 1284: 0.000573350652093689
Position 641: 0.0005613780462113715
Position 572: 0.0004918659867155376
Position 314: 0.0004772442241935946
Position 936: 0.0002279395654274954
Position 599: 0.00021199075186851136
Position 1719: 0.0001960616331310076
Position 1281: 0.0001777249204858318
Position 2884: 0.00013212909665229246
Position 879: 8.241540899842367e-05
Position 566: 7.946168036976888e-05
Position 386: 7.713044397931641e-05
Position 429: 5.6434524394046566e-05
Position 817: 3.6615093295531654e-05
Position 179: 3.40969036794277e-05
Position 343: 2.3264833048962494e-05
Position 1995: 1.2101815692967853e-05
Position 2171: 1.1558561327695905e-05
Position 182: 8.536402126104118e-06
Position 156: 6.972362645062594e-06
Position 389: 6.103169847962129e-06
Position 283: 4.284461004162687e-06
Position 176: 3.5881907435961767e-06
Position 204: 2.6871242191395325e-06
Position 238: 2.561489151685669e-06
Position 1036: 2.3875580075306683e-06
Position 133: 1.830463610377834e-06
Position 76: 1.2494469351492702e-06
Position 2404: 1.1534102979672193e-06
Position 431: 9.024570341877145e-07
Position 434: 5.568085255251668e-07
Position 2307: 5.540290903322833e-07
Position 200: 5.366165915331409e-07
Position 396: 4.541932510165693e-07
Position 722: 4.483237254417655e-07
Position 494: 3.615780688316734e-07
Position 250: 1.6221675262251006e-07
