Gene = RP11-511P7.5
index = 1174
Annotated 5SS: [ 172 3343]
Annotated 3SS: [2437 5013]
SMsplice 5SS: [172]
SMsplice 3SS: [2437]
top_k =  100
Partition function (log Z): -4.911261879323337

Sorted 5' Splice Sites (High to Low Probability):
Position 172: 0.9879752577391537
Position 759: 0.28820712984314084
Position 2341: 0.1866618944614097
Position 1949: 0.14105140481634856
Position 2622: 0.10455733540499905
Position 1588: 0.03690027982259632
Position 1022: 0.03345985529506886
Position 1108: 0.019717488760659298
Position 998: 0.016760497442356477
Position 2718: 0.016529481637057017
Position 1646: 0.00924630001954349
Position 176: 0.008584420882299017
Position 1421: 0.008033692606843243
Position 2188: 0.0053631540011545575
Position 1298: 0.004922004026273317
Position 1616: 0.003659852623096369
Position 2681: 0.003205671608436941
Position 974: 0.002045953890928905
Position 434: 0.0006574516239932477
Position 385: 0.0003755038999156892
Position 1143: 0.0003663936051095706
Position 1782: 0.00023303548636209015
Position 555: 0.00018431874429729198
Position 1040: 0.00015874653844363153
Position 1086: 0.0001505999608743643
Position 837: 0.00013017469153740407
Position 296: 0.00011285161278739104
Position 1197: 0.00010106890688264248
Position 550: 8.418647685084047e-05
Position 958: 4.7363610128475697e-05
Position 211: 4.613348504007296e-05
Position 543: 3.448983758759331e-05
Position 925: 2.7618646120567082e-05
Position 560: 6.551823091389602e-07
Position 217: 1.9913111685411837e-09
Position 254: 1.0602584701328533e-09
Position 103: 9.361496030370017e-10
Position 285: 8.35378978154911e-10
Position 74: 7.546614463791694e-10
Position 6: 1.2726126986120148e-10
Position 274: 2.6282918771044268e-11
Position 266: 2.2515794640978307e-12
Position 333: 6.326348116603004e-14
Position 346: 3.0551560437279455e-14
Position 309: 7.350288901063855e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2437: 0.7607162035115644
Position 592: 0.21339651799884904
Position 2081: 0.1920250484625643
Position 1497: 0.17494620715414994
Position 5013: 0.16526371878772728
Position 1826: 0.08996852555267888
Position 996: 0.0693915108990263
Position 922: 0.04729072065395732
Position 697: 0.03939158624769993
Position 4684: 0.03337632416961142
Position 514: 0.02809924337675004
Position 1876: 0.02435096232913684
Position 3426: 0.009249963004249628
Position 4735: 0.0072966633892655895
Position 3495: 0.005876284155270138
Position 295: 0.0032548200094957886
Position 2562: 0.002979462890011305
Position 3454: 0.002929312387669591
Position 650: 0.0024446213844920997
Position 2597: 0.0022011111371006958
Position 531: 0.001728330012387565
Position 1064: 0.0016098023820267913
Position 1315: 0.0005975268267194949
Position 604: 0.0004840222193851586
Position 344: 0.00019557263386999583
Position 574: 0.0001639106021712518
Position 702: 0.00014871616402556566
Position 694: 4.4925304350347246e-05
Position 534: 2.9112190828008775e-05
Position 647: 2.699450530529282e-05
Position 450: 2.210623936803635e-05
Position 673: 1.969205470140664e-05
Position 606: 1.938855327537077e-05
Position 424: 1.8704670970495916e-05
Position 447: 1.3643257881901553e-05
Position 675: 1.2665452779659247e-05
Position 494: 4.16290487675373e-06
Position 554: 4.1600276895018864e-06
Position 411: 2.801266879953172e-08
Position 235: 9.173260029563514e-10
Position 309: 2.9507591916253335e-10
Position 315: 1.9431512192970973e-10
