Gene = LZIC
index = 809
Annotated 5SS: [   81   706  6811  7838  8568 10527 11439]
Annotated 3SS: [  546  6701  7701  8468 10430 11356 12871]
SMsplice 5SS: [  412   706  6811  7838  8568 11439]
SMsplice 3SS: [  617  6701  7701  8468 11356 12871]
top_k =  100
Partition function (log Z): -4.0201191847380215

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 1.0
Position 11439: 0.9350798942345387
Position 412: 0.8374428747172533
Position 7838: 0.7772400560043208
Position 6811: 0.6019937026355321
Position 8568: 0.6007513382006813
Position 10527: 0.4266981639223944
Position 8558: 0.3452742312307682
Position 81: 0.15226442854123448
Position 13469: 0.10884404510970772
Position 200: 0.07009027405523206
Position 8542: 0.05356179516819158
Position 9066: 0.022341483680390278
Position 195: 0.011315982908511203
Position 23: 0.006271763097653942
Position 245: 0.005358613966578347
Position 11727: 0.00470295307816585
Position 4796: 0.0029576185435795355
Position 61: 0.0011062938266955648
Position 187: 0.00034629281605181157
Position 215: 0.00021395601524065128
Position 249: 0.00014106291771955179
Position 129: 3.1739073354632734e-05
Position 96: 2.8683641393390388e-05
Position 173: 1.827419405938011e-05
Position 240: 9.386643385793902e-06
Position 321: 4.593210370318217e-06
Position 145: 3.4717289869642696e-06
Position 112: 2.721967034733124e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8468: 0.9999684367613142
Position 11356: 0.9292803979833192
Position 7701: 0.7679773133633386
Position 617: 0.6444474129621501
Position 6701: 0.6019937026355321
Position 12871: 0.5719837824241621
Position 10430: 0.4266981639223944
Position 546: 0.3056625665381516
Position 13000: 0.09876917574566525
Position 13839: 0.09072386822969446
Position 13243: 0.0750857939267627
Position 14070: 0.07494876167945824
Position 278: 0.07431975318933301
Position 13409: 0.07022916418787992
Position 11652: 0.042494984024628986
Position 13581: 0.039506353123671574
Position 313: 0.02455787146283212
Position 561: 0.019630599066850163
Position 12815: 0.017451311583034427
Position 11304: 0.014791659701943136
Position 8880: 0.011158461979800385
Position 7616: 0.009262742640982436
Position 13227: 0.009221105006155063
Position 8930: 0.007862952031245315
Position 12682: 0.007794991205390183
Position 340: 0.007207675218132374
Position 4686: 0.0029576185435795355
Position 640: 0.002878967148183304
Position 8944: 0.0028766969730116554
Position 12316: 0.0026766473467440505
Position 12287: 0.0026410750612195005
Position 588: 0.0022647745399211523
Position 389: 0.0012421195503872218
Position 282: 0.0011316306298133805
Position 491: 0.0008839472700192413
Position 13151: 0.0005909676177464655
Position 8756: 0.00024236258615315223
Position 370: 0.0002362922110264149
Position 8658: 0.00020101011017977655
Position 240: 8.471222722281704e-05
Position 284: 6.372357001186662e-05
Position 187: 3.836773672155389e-05
Position 8330: 3.156323868510511e-05
Position 11061: 2.4218174577949547e-05
