Gene = KISS1
index = 747
Annotated 5SS: [ 111 3713]
Annotated 3SS: [3571 5688]
SMsplice 5SS: [111]
SMsplice 3SS: [5688]
top_k =  100
Partition function (log Z): -7.413768166516938

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9910072622484972
Position 1852: 0.6802542731613568
Position 2118: 0.595164629263057
Position 3713: 0.31900158792793626
Position 4201: 0.04946034251231356
Position 4277: 0.02508199596461566
Position 652: 0.01382427483379248
Position 5069: 0.012639400649942272
Position 2659: 0.01112743407263278
Position 2383: 0.010237737525501934
Position 855: 0.0013851740499802511
Position 1802: 0.0009630443839830623
Position 52: 1.1119454453185236e-05
Position 146: 1.652044572115893e-06
Position 318: 1.181312264681993e-07
Position 55: 9.956624149551383e-08
Position 125: 2.6436873062346108e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5688: 0.6072500320784818
Position 1964: 0.5551938535301527
Position 3571: 0.31727354504432836
Position 1695: 0.3081138962664469
Position 5857: 0.2670716407814486
Position 1738: 0.22974020935192097
Position 3995: 0.1099435996890034
Position 1801: 0.06524453327997805
Position 1945: 0.03950381943233493
Position 1646: 0.03433735013300114
Position 1677: 0.02338221712576729
Position 3791: 0.021195874305824286
Position 4792: 0.020996825761828094
Position 3334: 0.014753751369821521
Position 2497: 0.012104857007478584
Position 2338: 0.010725435001832036
Position 3516: 0.010347030060270357
Position 2237: 0.008292521992027783
Position 495: 0.007824748688076753
Position 2024: 0.00700544208555737
Position 1514: 0.005430519139207588
Position 1628: 0.005330894776429218
Position 2286: 0.004790619944333524
Position 1971: 0.004197744326258997
Position 1703: 0.0040659666268475815
Position 1650: 0.0034096939229434856
Position 2571: 0.0029552327005851293
Position 1931: 0.002254231661386592
Position 2867: 0.001480126439904303
Position 2989: 0.0013689569109152846
Position 1557: 0.0013628227018566347
Position 262: 0.0011475268984990883
Position 1610: 0.0005457565506761602
Position 1471: 0.0002649588918076851
Position 1598: 0.00019653812834614405
Position 366: 0.00018608431178099524
Position 1363: 0.0001668015654070891
Position 3429: 0.0001615507604465304
Position 540: 0.0001586745094828968
Position 478: 0.00012916616324546508
Position 563: 8.995895297150877e-05
Position 2103: 6.828496467827491e-05
Position 433: 4.4193975319501704e-05
Position 404: 2.609042246913856e-05
Position 1866: 1.4849055250862941e-05
Position 1911: 1.1461660186101736e-05
Position 566: 1.102109490633445e-07
Position 618: 9.862054714282217e-08
Position 546: 7.444866285939734e-08
