Gene = OSCP1
index = 987
Annotated 5SS: [  194 11696 18030 18650 27089 27684 28302 29976 31461]
Annotated 3SS: [11540 17861 18568 26984 27554 28231 29835 31396 32195]
SMsplice 5SS: [  194 11696 18030 18650 25711 27684 28302]
SMsplice 3SS: [11540 17921 18568 25649 27554 28231 32195]
top_k =  100
Partition function (log Z): -1.6087941722472434

Sorted 5' Splice Sites (High to Low Probability):
Position 11696: 1.0
Position 18650: 0.9973600838670207
Position 18030: 0.992018689626427
Position 25711: 0.8220006417295799
Position 194: 0.8017815757139864
Position 28302: 0.7998338199740207
Position 27684: 0.6224573227658636
Position 9633: 0.47239154935322963
Position 2639: 0.37612780672043217
Position 88: 0.19821842428601352
Position 17614: 0.17074431778910187
Position 29976: 0.16532232504923944
Position 6554: 0.1323600103409202
Position 18965: 0.07328169607061627
Position 28370: 0.058661802150795445
Position 18186: 0.05219838198791733
Position 19040: 0.047647578860418635
Position 13393: 0.03993230745360843
Position 18510: 0.039659367092115164
Position 19363: 0.01919896174195626
Position 21259: 0.013183138972440426
Position 18338: 0.0036466447528315017
Position 18379: 0.003406061487035163
Position 18748: 0.000755885675482247
Position 18710: 0.0004167700370922914

Sorted 3' Splice Sites (High to Low Probability):
Position 11540: 1.0000000000000002
Position 32195: 0.9375037611421166
Position 28231: 0.8606314048544355
Position 18568: 0.8493220791335905
Position 25649: 0.8319532858859287
Position 17921: 0.7186003471692712
Position 27554: 0.6238989535309853
Position 2563: 0.3761278067204322
Position 9323: 0.27949500318904974
Position 17861: 0.26257620624460964
Position 9320: 0.19289654616418003
Position 29835: 0.1766184605793629
Position 17540: 0.17074431778910187
Position 18590: 0.14818027242696305
Position 6417: 0.13236001034092026
Position 18906: 0.12163492336386916
Position 18096: 0.04453546543126751
Position 13291: 0.03993230745360843
Position 32081: 0.027365422193340982
Position 19266: 0.019352180851196707
Position 18449: 0.016150163074398937
Position 18452: 0.015906545983415166
Position 21072: 0.013755179473537493
Position 18153: 0.012232406749722929
Position 17996: 0.010842136212546162
Position 18288: 0.008287767369052526
Position 31531: 0.006592788957909855
Position 18328: 0.002795250945225056
Position 25848: 0.0015108306162544753
Position 24479: 0.0004002371090824742
Position 21975: 0.00015063747884031634
Position 20955: 9.238404861353925e-05
Position 19039: 6.389779197863358e-05
Position 18635: 6.0982807312051635e-05
Position 18986: 3.5108924743765195e-05
Position 18885: 9.149128077839484e-08
