Gene = GCC1
index = 579
Annotated 5SS: [1457]
Annotated 3SS: [2297]
SMsplice 5SS: [ 759 2133]
SMsplice 3SS: [2000 2297]
top_k =  100
Partition function (log Z): -6.867433464066691

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.7583827379463911
Position 2133: 0.6164079332289508
Position 759: 0.5955892376252659
Position 1760: 0.32633094984841493
Position 2619: 0.28464665110311205
Position 1457: 0.22955984400380347
Position 2510: 0.2261630071471012
Position 2337: 0.17031618691184455
Position 2747: 0.12931319778537517
Position 2598: 0.10896223003972602
Position 1895: 0.0966346290363149
Position 2797: 0.08629485330580079
Position 596: 0.07069833311005548
Position 1778: 0.052714956123261617
Position 4130: 0.0448823603459781
Position 303: 0.04037806317851014
Position 876: 0.03740763797662385
Position 605: 0.029800515013219408
Position 2085: 0.01876009711795295
Position 539: 0.018117079247645725
Position 307: 0.0085813467136321
Position 283: 0.008391411095126314
Position 128: 0.0055866884459065905
Position 636: 0.005165003875892764
Position 169: 0.004839778006214708
Position 182: 0.0035393602409516463
Position 1225: 0.0020147257441932836
Position 207: 0.0015797415932501892
Position 1661: 0.0011724199825855154
Position 62: 0.0008126203628901114
Position 3841: 0.000808259867692677
Position 298: 0.0005865525041158318
Position 601: 0.00014996597124970558

Sorted 3' Splice Sites (High to Low Probability):
Position 2297: 0.9523944002785694
Position 3774: 0.8402320473897782
Position 2000: 0.5579377076205987
Position 4013: 0.30426088735107276
Position 4508: 0.25203790869137327
Position 1639: 0.2436909804996863
Position 4380: 0.21414519072202684
Position 2714: 0.20439713254460345
Position 1535: 0.15050115572047462
Position 1791: 0.0774368900723591
Position 2121: 0.03331489619950383
Position 696: 0.021759572123622256
Position 2052: 0.018104463333604076
Position 4283: 0.016758048179523602
Position 1894: 0.014168223927442346
Position 1120: 0.014035487889892607
Position 1297: 0.011738964565609746
Position 4828: 0.01066827144040367
Position 2243: 0.00867254608000829
Position 4910: 0.006203051775662008
Position 1957: 0.006151525754606115
Position 1324: 0.005881399564799994
Position 635: 0.005199896949084998
Position 1123: 0.005110669837805085
Position 1224: 0.004009943963588349
Position 1876: 0.0031356151026606304
Position 1539: 0.002297093875232795
Position 947: 0.000325328461225525
Position 616: 1.9074584231011897e-05
