Gene = DPH3
index = 463
Annotated 5SS: [204 818]
Annotated 3SS: [ 742 4142]
SMsplice 5SS: [204]
SMsplice 3SS: [4142]
top_k =  100
Partition function (log Z): -8.88776183126329

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9790991538995631
Position 818: 0.21129157124784936
Position 4318: 0.08527231309756803
Position 3819: 0.07866482726818684
Position 1689: 0.029770118667695876
Position 378: 0.02583264204634942
Position 1808: 0.019329645847501336
Position 1381: 0.014474986707883863
Position 1653: 0.014290567133932744
Position 854: 0.011809710830646107
Position 3603: 0.009707044621219544
Position 923: 0.006138860632096097
Position 724: 0.0060806571563259935
Position 1849: 0.0046150737527815375
Position 775: 0.003940257191860187
Position 671: 0.0022786143903653585
Position 680: 0.001296756250104851
Position 158: 0.0004634815545018967
Position 553: 0.00043079512802825085
Position 1636: 0.00041961831316973317
Position 933: 0.00040308607508761276
Position 407: 0.0002775897513626356
Position 278: 0.00020047203887293928
Position 21: 0.00014523859009151825
Position 590: 8.714380147049157e-05
Position 618: 8.276931084836752e-05
Position 117: 5.2716221150441406e-05
Position 32: 2.1028734253186432e-05
Position 178: 1.1541601011749954e-06
Position 215: 8.229359935468514e-07
Position 228: 4.3521706746436035e-07
Position 252: 3.993319645338864e-08
Position 247: 2.175574655210012e-08
Position 104: 5.317802322431742e-09
Position 389: 1.389621204423719e-09
Position 102: 1.1042714288657713e-09
Position 419: 9.358703664985598e-10
Position 68: 4.972060883856543e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4142: 0.5824234798537934
Position 514: 0.2397091236443219
Position 6141: 0.19783928148924873
Position 742: 0.14794929957742162
Position 3747: 0.07866482726818684
Position 1535: 0.06890456899800844
Position 460: 0.05228017030828794
Position 5105: 0.031051988961117778
Position 3299: 0.021520621723583207
Position 3378: 0.011871704326365942
Position 1758: 0.008991738762014385
Position 1267: 0.00871782324214368
Position 5161: 0.00802240382990066
Position 1145: 0.007401755864341467
Position 3423: 0.007361436161608616
Position 552: 0.007126989452829162
Position 281: 0.0067431241961206055
Position 1298: 0.003479161314871905
Position 3948: 0.0033492921308222495
Position 3343: 0.002966674137990459
Position 1350: 0.002387350144205109
Position 3323: 0.0023387973891946354
Position 3201: 0.002229268061196493
Position 578: 0.00174396439790186
Position 922: 0.0007969499068458254
Position 102: 0.0001494151286240828
Position 1206: 0.00012181689677349315
Position 746: 7.056330566273843e-05
Position 668: 7.023415613337141e-05
Position 679: 6.968488890096795e-05
Position 641: 6.847169203134041e-05
Position 609: 5.319964808184128e-05
Position 238: 1.3074171318542454e-06
Position 203: 9.932898962343972e-07
Position 381: 6.746490946243908e-07
Position 566: 4.348267265070557e-07
Position 401: 1.7628154741178932e-07
Position 242: 1.6133949614454206e-07
Position 128: 1.3513888936720887e-07
Position 183: 5.365517143234262e-08
Position 116: 4.346384801143413e-08
Position 155: 2.5794066365798676e-08
Position 369: 1.6378575511021192e-08
Position 213: 1.0821968188102247e-08
Position 247: 9.592702643024226e-09
