Gene = RAB29
index = 1107
Annotated 5SS: [ 174  614 2951 3975 4714]
Annotated 3SS: [ 359 2878 3792 4591 4992]
SMsplice 5SS: [ 614 2951 3975 4714]
SMsplice 3SS: [2878 3792 4591 4992]
top_k =  100
Partition function (log Z): 1.253876515185677

Sorted 5' Splice Sites (High to Low Probability):
Position 3975: 0.9924589427002843
Position 4714: 0.9632664591417508
Position 614: 0.9567944035981369
Position 2951: 0.805450236395789
Position 174: 0.3504641940768673
Position 5141: 0.13056099443729702
Position 178: 0.1075471710532796
Position 6273: 0.04570735186927092
Position 5104: 0.04400548697506912
Position 1334: 0.022819795751533936
Position 3690: 0.020926873666968063
Position 7233: 0.017165535689036795
Position 4838: 0.01414702122556873
Position 239: 0.013094213011382467
Position 372: 0.01026192959908949
Position 1249: 0.00889484002604961
Position 286: 0.008838345070076572
Position 4115: 0.008744086960958073
Position 4434: 0.008014046531944019
Position 118: 0.005355644199196443
Position 4745: 0.004113174595277922
Position 1013: 0.00403799520079213
Position 607: 0.0036135034927241333
Position 845: 0.003581054083231056
Position 2424: 0.0034586081785406963
Position 183: 0.00329315983878678
Position 1008: 0.0031420652669973707
Position 73: 0.002115171683874278
Position 5080: 0.0012487837680750231
Position 5092: 0.0005523716612574062
Position 45: 0.0004472009909050323
Position 4662: 0.00018469176888363727
Position 230: 6.524873934256598e-07
Position 168: 1.6069825589285836e-07
Position 198: 9.488770669807645e-08
Position 214: 5.110612543505659e-09
Position 93: 4.749030731247644e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3792: 0.9786755100183218
Position 4992: 0.7282740907568682
Position 4591: 0.4944836772631664
Position 2878: 0.47677087281893615
Position 4613: 0.466661145734455
Position 6998: 0.2421806545123317
Position 2840: 0.24026786182854026
Position 487: 0.23514545433449824
Position 354: 0.11213946598050376
Position 7326: 0.09924363974094447
Position 6118: 0.09661568157474482
Position 2895: 0.08841150174831253
Position 517: 0.058344564881339
Position 6432: 0.030586595951834574
Position 285: 0.02188046418079263
Position 3566: 0.020926873666968063
Position 5531: 0.017959128159876905
Position 1248: 0.015574211312529096
Position 541: 0.013479742415493934
Position 915: 0.012532576134670606
Position 359: 0.01220915422761846
Position 4551: 0.011306748075377822
Position 6187: 0.009286452547513039
Position 4074: 0.008483069339620118
Position 3886: 0.00819495426331737
Position 7141: 0.007151902678601137
Position 1190: 0.006192827696823316
Position 5054: 0.005380331283772256
Position 3797: 0.005232077203707223
Position 1082: 0.004578795414795882
Position 4150: 0.004170224194098272
Position 4545: 0.003799132211200037
Position 395: 0.003703098731036138
Position 2221: 0.0034586081785406967
Position 4617: 0.003344365925399463
Position 497: 0.003235054443161428
Position 810: 0.001909992879376509
Position 4521: 0.0018299149197528982
Position 419: 0.0016945837571740463
Position 734: 0.0015952597048838157
Position 4313: 0.0015833329819148537
Position 3736: 0.001419200848137033
Position 5544: 0.0013875374042925223
Position 6202: 0.001174509789228176
Position 4316: 0.0008892998124848661
Position 4383: 0.0002785961290830056
Position 4224: 0.000230597328263774
Position 4794: 0.00022963634089565908
Position 4104: 0.00011694033547209139
Position 756: 3.2751917600417435e-05
Position 356: 1.6890761680245696e-05
Position 576: 1.257033974730071e-05
Position 402: 8.424311837265246e-06
Position 1012: 7.1636997797713995e-06
Position 837: 2.9384754943249622e-06
Position 203: 1.7856831047989808e-06
Position 799: 1.6449167667700992e-06
Position 688: 1.6429257346050123e-06
Position 214: 5.457494789441495e-07
