Gene = SELENBP1
index = 1242
Annotated 5SS: [  96 3021 3292 3730 4535 6012 6459 6966 7171 7545 7808]
Annotated 3SS: [2963 3178 3543 4413 5828 6279 6886 7048 7451 7688 8027]
SMsplice 5SS: [  96 3021 3292 4535 6012 6459 6966 7171 7545 7808]
SMsplice 3SS: [2897 3178 4413 5828 6279 6886 7048 7451 7688 8027]
top_k =  100
Partition function (log Z): 8.624507946557959

Sorted 5' Splice Sites (High to Low Probability):
Position 4535: 1.000000000000002
Position 96: 0.9999976661502841
Position 7808: 0.9669786667557103
Position 6966: 0.9609360102160142
Position 7545: 0.913890823980264
Position 3021: 0.8786288314368593
Position 6459: 0.6774421179589342
Position 3292: 0.6738877061822294
Position 7171: 0.642567097843132
Position 6012: 0.5754410037222557
Position 3623: 0.2053113729712646
Position 3652: 0.1923338537330075
Position 7128: 0.17768239321494084
Position 7271: 0.1218225137816953
Position 3784: 0.061180181028722136
Position 6797: 0.05469236063336816
Position 3865: 0.04782558063618716
Position 3636: 0.03296581327520781
Position 3921: 0.02893317607888536
Position 494: 0.01763823715469078
Position 3694: 0.016425885642993555
Position 4996: 0.01594843606567736
Position 5920: 0.013122966657491804
Position 5718: 0.00968871765197506
Position 4186: 0.008248223178825696
Position 4868: 0.006360720911315815
Position 2901: 0.005141447149449644
Position 3273: 0.004099749033079328
Position 6284: 0.004024555103640365
Position 2632: 0.0014706041250815898
Position 370: 0.0010105215251206032
Position 3282: 0.00025698683341348564
Position 108: 1.4532833180216952e-06
Position 77: 4.774118795081522e-07
Position 185: 1.4180809987885694e-07
Position 75: 9.998246150277712e-08
Position 204: 9.264349778631004e-08
Position 134: 5.8360131433159044e-08
Position 83: 1.035696032081283e-08
Position 207: 3.369155015283916e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4413: 0.9932930255320981
Position 7688: 0.9803532861003936
Position 7048: 0.9433833924324742
Position 7451: 0.8966474146152981
Position 6886: 0.8719396119249369
Position 8027: 0.8535952226080432
Position 3178: 0.6203163311863268
Position 6279: 0.5934193207860645
Position 5828: 0.5885639703797476
Position 3543: 0.5086073384914921
Position 2897: 0.36880105009337455
Position 2754: 0.2775170960658068
Position 2799: 0.12095928641792072
Position 2963: 0.08916872414689932
Position 8049: 0.08596598253658855
Position 6796: 0.07989212121438385
Position 6393: 0.07251425312514082
Position 3751: 0.061328659814809214
Position 3118: 0.05656960191723693
Position 6595: 0.050330364047669725
Position 2926: 0.025829687457226014
Position 4800: 0.02146720073123782
Position 7912: 0.017836444147594954
Position 6110: 0.015533099151369172
Position 3783: 0.014884996759108322
Position 6704: 0.013466273662391823
Position 5557: 0.00968871765197506
Position 7100: 0.00959574690322487
Position 231: 0.00926592116467236
Position 7972: 0.0084977702352009
Position 4056: 0.008248223178825696
Position 272: 0.007817057297667362
Position 4284: 0.006668031129242507
Position 7877: 0.004758724345484725
Position 7149: 0.004167557058262158
Position 8032: 0.0039510095289914116
Position 7305: 0.003771289268575165
Position 7950: 0.002258578741749762
Position 2574: 0.0022020114450592094
Position 7715: 0.0018585594544384288
Position 7645: 0.001819816052343677
Position 8286: 0.0016078390366430178
Position 7854: 0.0012885745165575895
Position 7724: 0.0010998875021236117
Position 383: 0.000850752802833561
Position 4745: 0.0008419562457553545
Position 2447: 0.0007630270851036559
Position 3226: 0.0007113183861175811
Position 3185: 0.0006471905590404663
Position 352: 0.0003907929438295968
Position 8386: 0.0002989931282150666
Position 355: 0.0002865867893653244
Position 8171: 0.00018540736354033418
Position 3576: 9.683435572148416e-05
Position 3368: 5.8033945136927216e-05
Position 4309: 3.7939526936343094e-05
Position 277: 3.764768144317211e-05
Position 4248: 1.0038117246914559e-06
