Gene = PRUNE
index = 1083
Annotated 5SS: [  195  9428 10193 16319 17197 18851 20468]
Annotated 3SS: [ 9334  9989 16133 17037 18755 20308 25328]
SMsplice 5SS: [  195  9428 10193 16319 17197 18851 20468]
SMsplice 3SS: [ 9334 10079 16133 17037 18755 20308 27003]
top_k =  100
Partition function (log Z): 4.056109408932815

Sorted 5' Splice Sites (High to Low Probability):
Position 18851: 0.9996847514341934
Position 17197: 0.9837353328370588
Position 20468: 0.9788969336911519
Position 10193: 0.9581332748368546
Position 16319: 0.9516586606226524
Position 195: 0.9020753435098559
Position 9428: 0.7368001929945049
Position 5139: 0.31463410495468375
Position 9526: 0.2565399789017548
Position 19657: 0.1963014114985935
Position 1596: 0.16486035909258556
Position 280: 0.09573811524010324
Position 13469: 0.08013344507660938
Position 5038: 0.06828697742270418
Position 2054: 0.040029409529443415
Position 18545: 0.026651757465268554
Position 2639: 0.02048285844667333
Position 16805: 0.018097401686824263
Position 5111: 0.01738734182831394
Position 26552: 0.016799648742105214
Position 5143: 0.015098083479872895
Position 2750: 0.01085023884151393
Position 19248: 0.010416197592738017
Position 23194: 0.009779835684719757
Position 17500: 0.007013946037181374
Position 18308: 0.004630183938714351
Position 19752: 0.003283779953714454
Position 17767: 0.002606071310678102
Position 17749: 0.002445420770437694
Position 17190: 0.0024162919622132016
Position 218: 0.002186541250045822
Position 18818: 0.00029615651943708254
Position 18861: 6.27513477443418e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9334: 0.9933401718962596
Position 17037: 0.9847167207322371
Position 18755: 0.8730679908470638
Position 20308: 0.8092311039764892
Position 16133: 0.6892179694640175
Position 10079: 0.4473515196829511
Position 9989: 0.39838568700318283
Position 5024: 0.3203378399052101
Position 16222: 0.2624406911586349
Position 27003: 0.25585440024094463
Position 25328: 0.22368011157396614
Position 26406: 0.19650568685287517
Position 19591: 0.14039493884373638
Position 18736: 0.1267584055847134
Position 10082: 0.11239606815072076
Position 1504: 0.10723048915460821
Position 20359: 0.10113184619533035
Position 25463: 0.079154934330724
Position 26013: 0.07762088641019016
Position 20339: 0.07751896064786028
Position 4914: 0.06691100279776196
Position 13372: 0.05737659391392055
Position 1466: 0.04981750005823708
Position 19536: 0.046492542509390104
Position 25859: 0.04167978073746244
Position 26358: 0.03536243988509793
Position 2594: 0.03133309728818725
Position 4958: 0.02815766498260269
Position 18395: 0.02681254412189678
Position 13375: 0.02275685116268884
Position 21950: 0.02101313646855046
Position 1869: 0.01919289941172742
Position 16733: 0.018097401686824263
Position 22355: 0.017951796446674603
Position 1927: 0.01683563258541986
Position 19128: 0.011062681362769262
Position 19555: 0.010310512332151814
Position 1438: 0.007324022427059799
Position 22734: 0.007264427189837376
Position 23519: 0.00717155871374333
Position 17288: 0.00701394603718137
Position 23272: 0.006396231576002837
Position 22034: 0.005170502566850149
Position 17665: 0.005051492081115795
Position 23064: 0.005026013999385133
Position 22614: 0.004870682385428175
Position 20538: 0.00484814556935357
Position 23108: 0.004753821685334625
Position 18172: 0.004630183938714351
Position 24481: 0.004542448739885263
Position 19484: 0.004373978005318218
Position 23986: 0.003998290709030343
Position 21365: 0.0037304273279505653
Position 1884: 0.003538132241535046
Position 21538: 0.0028696932029264903
Position 22894: 0.002087283087911668
Position 19966: 0.0014867693501083386
Position 16997: 0.0013535700399866294
Position 19991: 0.0009384212969156268
Position 20696: 0.0006201262886189431
Position 1448: 0.00036174845688040694
Position 2008: 0.00023244268106720908
Position 1791: 0.00023030260969387136
Position 19149: 0.0001868110780632324
Position 19061: 0.00017641557614732158
Position 16919: 6.844707124416759e-05
Position 1534: 2.2705858427715078e-05
Position 1380: 2.1311677290157443e-05
Position 1220: 1.641981856449893e-05
Position 1390: 1.5929935281852128e-05
Position 1562: 1.4709689314122049e-05
Position 1344: 1.4609212261761687e-05
Position 1139: 1.313193037753031e-05
Position 16966: 1.2886955804155227e-05
Position 1295: 7.780874282422304e-06
