Gene = PLPPR4
index = 1042
Annotated 5SS: [  719 24198 32915 35278 37014 37945]
Annotated 3SS: [24011 32784 35081 36955 37770 41731]
SMsplice 5SS: [  719   973 16065 24198 31858 32915 34027 35278 37014]
SMsplice 3SS: [  864 15953 24063 31743 32784 33963 35081 36955 37770]
top_k =  100
Partition function (log Z): -26.556558891727363

Sorted 5' Splice Sites (High to Low Probability):
Position 1089: 0.8872381219503226
Position 719: 0.5050826190843348
Position 16065: 0.49026679744589313
Position 91: 0.34088489930307725
Position 308: 0.1393446854081071
Position 973: 0.05471366813146728
Position 97: 0.026978348772286505
Position 969: 0.025949107201075444
Position 1884: 0.013497998936238605
Position 2470: 0.013277770371983046
Position 4456: 0.009931796099466877
Position 3217: 0.004402944461831485
Position 116: 0.0021365838548428715
Position 781: 0.0020636744869639437
Position 326: 0.0011944925302134455
Position 245: 0.000997980756358095
Position 1147: 0.0003314517365866187
Position 930: 0.0002945690954428989
Position 914: 0.00015132924348460264
Position 61: 0.00010876149622060496
Position 29: 5.3092706346055985e-05
Position 33: 1.3085402375031048e-05
Position 16: 7.284468970207274e-07
Position 101: 9.987163294649109e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15953: 0.8145314966374931
Position 864: 0.6264944502658685
Position 16143: 0.49026679744589313
Position 1007: 0.285748563847845
Position 6842: 0.10995140390665138
Position 953: 0.04949222686843106
Position 3036: 0.045239145885244525
Position 1748: 0.020286586241412077
Position 4277: 0.015804690432486078
Position 988: 0.014182382534312523
Position 516: 0.009918983357057676
Position 2394: 0.0075721767669425085
Position 5246: 0.004559898915983247
Position 502: 0.0043925556344137215
Position 2344: 0.0038849049119542515
Position 1940: 0.0032458887841845937
Position 2310: 0.0023675076232756572
Position 3810: 0.0022361395742091115
Position 568: 0.0013263491510714914
Position 1883: 0.0009396427752979257
Position 235: 0.0008816450822549936
Position 1032: 0.0008431895847588867
Position 2653: 0.0006482110029871381
Position 2572: 0.0006387334299481948
Position 1040: 0.0005738952146028546
Position 543: 0.0005304929757132485
Position 392: 0.0005136613185049078
Position 621: 0.0004891028403704896
Position 1977: 0.00044419483037149105
Position 242: 0.00012452518576221193
Position 470: 0.00011464713637410842
Position 445: 0.00010660754224543289
Position 162: 9.012735500163457e-05
Position 614: 8.577392931427651e-05
Position 571: 7.536811275076548e-05
Position 171: 7.217513224657161e-05
Position 718: 6.942368665772177e-05
Position 193: 5.990393666252889e-05
Position 750: 5.851030668302074e-05
Position 199: 1.0058938491234844e-05
Position 221: 9.976395581906432e-06
Position 483: 8.918423475857521e-06
Position 204: 8.798439301655653e-06
Position 213: 7.945056050194745e-06
Position 277: 6.9293773109113695e-06
