Gene = COX7C
index = 402
Annotated 5SS: [ 227 1593]
Annotated 3SS: [1448 2763]
SMsplice 5SS: [ 227  569 1593]
SMsplice 3SS: [ 484 1448 2763]
top_k =  100
Partition function (log Z): -3.786154308011556

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.676173651840152
Position 1593: 0.5808113080616929
Position 227: 0.5547797889007061
Position 150: 0.3642406482714778
Position 1539: 0.22629064321331868
Position 1975: 0.22610117034426644
Position 2449: 0.1147334986397991
Position 522: 0.05502686322479682
Position 191: 0.030666598503688178
Position 518: 0.02768433393999703
Position 1802: 0.021944041325056403
Position 604: 0.01746555451946015
Position 195: 0.011697748079357983
Position 235: 0.010101758744525846
Position 1596: 0.00900995001061026
Position 2929: 0.008517533337257672
Position 548: 0.0078008642462146635
Position 88: 0.0076012370393335055
Position 2894: 0.00400868041074104
Position 175: 0.003971005784606384
Position 809: 0.00298268661967353
Position 763: 0.0024726663235154146
Position 93: 0.002276124772474534
Position 67: 0.002150328716865597
Position 2384: 0.0021222978836755216
Position 427: 0.002086701860015622
Position 379: 0.0019292225580805056
Position 770: 0.0016092655269832814
Position 638: 0.0015463395562377523
Position 82: 0.001408792204528075
Position 664: 0.001366036831017377
Position 645: 0.0009976976248896544
Position 862: 0.0009964577619845103
Position 1282: 0.0005897558733793199
Position 1139: 0.000519790111829085
Position 1177: 0.0004963251315309496
Position 687: 0.0002959580533524445
Position 945: 0.0001942249692471891
Position 231: 5.454092905354163e-05
Position 44: 1.8729901472018086e-06
Position 404: 1.2604231216733293e-06
Position 154: 5.174393810171501e-07
Position 3: 3.400276941502685e-07
Position 188: 1.0866150594424797e-07
Position 70: 5.227941046413063e-10
Position 110: 3.82315071444756e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.8956681636209003
Position 2763: 0.8738558114123562
Position 484: 0.7884560236866252
Position 1834: 0.14579152461820238
Position 2276: 0.11823623532087184
Position 1801: 0.07001929281819677
Position 2081: 0.029596285356608205
Position 3009: 0.02170059429770483
Position 1661: 0.012672024861569198
Position 1400: 0.006111115869363921
Position 1690: 0.005726303262453758
Position 1397: 0.004104092914820721
Position 1464: 0.003457568164834795
Position 1955: 0.0018366401975892148
Position 1774: 0.0013918297251705352
Position 686: 0.001345782234407188
Position 135: 0.0012776277240968072
Position 1138: 0.0010860810049102693
Position 488: 0.0010395715924067725
Position 294: 0.0005659213814097443
Position 964: 0.0005197901118290847
Position 808: 0.00019422496924718902
Position 198: 6.485392795774871e-05
Position 521: 3.82673060723788e-06
Position 163: 2.3896813239541478e-06
Position 137: 1.3964366024365069e-06
Position 426: 8.477880886627786e-07
Position 454: 2.890304833222491e-07
Position 367: 8.310763100996709e-08
