Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  100
Partition function (log Z): 0.7933970680477644

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 0.9999999999999991
Position 830: 0.9673463952027835
Position 157: 0.9439019666522181
Position 2064: 0.6404891917038325
Position 2578: 0.6162580921537574
Position 8912: 0.5524949987425676
Position 2591: 0.3520650431187121
Position 2857: 0.313657939175116
Position 4817: 0.19345597811132925
Position 5637: 0.16660001986340026
Position 1933: 0.07529781107260408
Position 5980: 0.06828015004496954
Position 4741: 0.05022783819054306
Position 4170: 0.04848446967069446
Position 1610: 0.04820945282123763
Position 3057: 0.04116289245979809
Position 2136: 0.03482146314429961
Position 569: 0.02327283713686653
Position 124: 0.02141665295036281
Position 299: 0.01897809199210975
Position 9452: 0.015190274823477325
Position 105: 0.004168085165229099
Position 2072: 0.00411903111201438
Position 2036: 0.003504903650512442
Position 620: 0.002991723784383223
Position 2582: 0.0024405389489852154
Position 2285: 0.0023062703494119326
Position 13: 0.0019179604968206693
Position 5885: 0.0010216073928608694
Position 229: 0.0009957330061146064
Position 407: 0.0009824080950280503
Position 459: 0.0005852030676366052
Position 332: 0.00022846306738874008
Position 838: 6.808127690608128e-05
Position 4: 2.788443742909042e-05
Position 5835: 2.5162967769343047e-05
Position 268: 4.342025179290746e-06
Position 285: 3.1993987230744517e-09
Position 310: 2.8878601249251187e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2407: 0.9647148809631626
Position 5161: 0.9390983034048871
Position 683: 0.8283660041701814
Position 1869: 0.46511804496942427
Position 8852: 0.42428865082622313
Position 9660: 0.4132819735227876
Position 8701: 0.24585194738801414
Position 4637: 0.24368381630187236
Position 2754: 0.2348388774559702
Position 1793: 0.2130266287152034
Position 9011: 0.1460931273108393
Position 8106: 0.1178647626320693
Position 5573: 0.10878774919125879
Position 2799: 0.10442674830736515
Position 780: 0.07521555867480016
Position 5728: 0.07005164748471072
Position 9261: 0.06944316125012048
Position 5102: 0.06090169659511114
Position 5546: 0.04922851348633162
Position 3997: 0.04848446967069446
Position 726: 0.04650446544080833
Position 6227: 0.03333331691120573
Position 6616: 0.030834357399193997
Position 6591: 0.028171755930738566
Position 1716: 0.02486643406067434
Position 1551: 0.02281040323266405
Position 456: 0.02256282125912435
Position 1971: 0.01994756199579255
Position 9554: 0.016696185266006525
Position 1467: 0.01641485725597318
Position 2640: 0.015212507400032433
Position 1917: 0.014740542110326457
Position 5807: 0.014693419860834505
Position 1924: 0.014178986839624975
Position 5969: 0.012461228961571768
Position 8671: 0.008076232238454037
Position 6262: 0.005870426988874214
Position 5444: 0.005852970644009258
Position 1398: 0.005181616539101072
Position 2068: 0.003927562550957203
Position 530: 0.0029926879536515197
Position 2358: 0.0028702121879216587
Position 2554: 0.0028513480711528406
Position 5588: 0.002730786541800651
Position 1255: 0.0024416148079163444
Position 1667: 0.0024266394412596677
Position 2217: 0.0023062703494119326
Position 91: 0.0019394258606483907
Position 713: 0.0017644874781415096
Position 710: 0.0016997853036790874
Position 703: 0.0008355263670056131
Position 458: 0.00076667202971966
Position 749: 0.0007644169418050381
Position 740: 0.0007530223368838224
Position 732: 0.0007523766582084208
Position 619: 0.0006107367803109949
Position 1485: 0.0005471029126858504
Position 1296: 0.0005103420087862592
Position 699: 0.00040137776511406576
Position 343: 0.0003835561070969865
Position 426: 0.00036444844039039984
Position 2956: 0.00033935006301161067
Position 2322: 0.00032723299921772397
Position 1524: 0.00023656722753348777
Position 1426: 6.694883657737635e-05
Position 421: 6.292780628477093e-05
Position 479: 2.9850954536613627e-05
Position 434: 2.3949360106265405e-05
Position 557: 2.342323519171267e-05
Position 601: 1.646283550595652e-05
Position 494: 1.421225459576733e-05
Position 356: 1.3479145810143794e-05
Position 572: 1.3150218694511728e-05
Position 105: 4.7755825382061945e-06
Position 794: 4.3971172155908445e-06
Position 2645: 3.348408534675915e-06
Position 598: 1.8363656668022485e-06
