Gene = MGST3
index = 842
Annotated 5SS: [  433 19104 20227 21175 23491]
Annotated 3SS: [18979 20152 21116 23417 24506]
SMsplice 5SS: [  104  4962 15872 19104 20227 21175]
SMsplice 3SS: [ 4865 15707 18979 20152 21116 24506]
top_k =  100
Partition function (log Z): -16.472001892284094

Sorted 5' Splice Sites (High to Low Probability):
Position 4962: 0.84653024692356
Position 104: 0.6096013673605863
Position 433: 0.5259730546232636
Position 1282: 0.2434617416921099
Position 3813: 0.09338793190855074
Position 895: 0.013602385850827224
Position 1300: 0.006612697736356786
Position 2268: 0.0025100062284272966
Position 1549: 0.0020250340513578006
Position 939: 0.0018616949782281538
Position 916: 0.001782791133834877
Position 1473: 0.00137258645983933
Position 317: 0.00019055322052815893
Position 424: 0.0001311272679761225
Position 45: 9.47985806213327e-05
Position 123: 7.963213961524123e-05
Position 186: 3.915865821324647e-05
Position 157: 1.2394827868660364e-05
Position 81: 1.1160216727416438e-05
Position 572: 7.844443620561479e-06
Position 252: 7.23000445016803e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4865: 0.8332714594745053
Position 13922: 0.5946401642161632
Position 1098: 0.21914777658285153
Position 9506: 0.15541750563413084
Position 3640: 0.13117017046666857
Position 8203: 0.11723283768487473
Position 353: 0.05024466018071936
Position 4925: 0.03938082133176607
Position 413: 0.03530651748796581
Position 242: 0.027674867208499727
Position 7335: 0.02024305451467122
Position 988: 0.01812367771345368
Position 756: 0.01682234044270225
Position 2157: 0.01505983079019726
Position 1041: 0.012831260205823012
Position 364: 0.011441635368636696
Position 1413: 0.010919624979082374
Position 5159: 0.01086837057992509
Position 5071: 0.0066991515971312615
Position 397: 0.006047454293862649
Position 211: 0.0057857096619497545
Position 819: 0.004500066412131139
Position 1375: 0.0028314863239925106
Position 784: 0.0008545136629974322
Position 1433: 0.0008373235956337063
Position 1079: 0.0006471220976100229
Position 1909: 0.0005383639161137132
Position 1015: 0.00022834796480364477
Position 688: 0.00017321011868906154
Position 284: 0.0001192646133427291
Position 423: 9.974989594029867e-05
Position 264: 9.023777830769573e-05
Position 268: 2.7518735956875638e-05
Position 821: 8.571795247020328e-06
Position 175: 2.3546334714603406e-06
Position 252: 4.688332261918182e-07
Position 369: 3.418994254692951e-07
Position 208: 3.19143953898822e-07
Position 181: 2.121721559318875e-07
Position 183: 2.1165162873485132e-07
Position 223: 1.9065784109218658e-07
Position 287: 8.930722891744919e-08
Position 278: 7.567728385636538e-08
