Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  100
Partition function (log Z): 35.17575759525583

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9999994007363007
Position 14955: 0.9999753846745401
Position 4270: 0.9987178364735212
Position 372: 0.9966049191528864
Position 6944: 0.9949055160859221
Position 11424: 0.9874559157500772
Position 14586: 0.9800922514440317
Position 5076: 0.960509285282118
Position 5496: 0.8931932630540697
Position 11919: 0.8423931311542169
Position 14364: 0.7531369253540862
Position 12927: 0.7497380380724078
Position 10745: 0.7239788591115686
Position 5939: 0.6701750897861501
Position 11649: 0.5369181860021198
Position 144: 0.3446224907320877
Position 14391: 0.23469963646624445
Position 10: 0.1784763218171862
Position 2283: 0.0935577344766379
Position 14752: 0.08550207638043718
Position 1170: 0.07080502198715388
Position 12893: 0.06730432499413133
Position 15146: 0.061269140878436754
Position 5920: 0.05052323929508525
Position 6730: 0.03789671690588869
Position 16013: 0.034089395973940534
Position 9505: 0.03009488731396066
Position 6550: 0.019646807617564765
Position 5054: 0.018393686674365823
Position 5131: 0.015955173067316017
Position 15249: 0.01261295136025072
Position 6243: 0.011850162451869725
Position 799: 0.011254182683300808
Position 14746: 0.0092159179323047
Position 15139: 0.007040335516829491
Position 14715: 0.006965299869834239
Position 14368: 0.006110953130803481
Position 7816: 0.0059595981472491955
Position 9831: 0.005630349492869873
Position 16246: 0.004935403818671318
Position 5658: 0.004675378215597047
Position 10255: 0.0037040342030170955
Position 9035: 0.0025620690310939474
Position 5805: 0.0024384547894550166
Position 6459: 0.0023940208208975723
Position 6972: 0.001758591065149375
Position 7841: 0.0014269366450157443
Position 11466: 0.001264447382865589
Position 11442: 0.0011347282039329194
Position 11435: 0.00028987794877058615
Position 110: 0.00016715164849422329
Position 11286: 0.0001507403631081511
Position 307: 9.177140121434873e-05
Position 15451: 8.549855313314729e-05
Position 37: 7.550732144265333e-05
Position 27: 4.254843477034944e-05
Position 14908: 1.910573033281801e-05
Position 4274: 1.3478862312786106e-05
Position 31: 6.656174804107107e-06
Position 172: 4.346800651430045e-06
Position 14917: 5.681852175874075e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10933: 0.998775111827184
Position 6874: 0.9966588815256385
Position 14258: 0.9920989466774275
Position 14837: 0.9668283621721007
Position 11325: 0.9654428453399116
Position 5414: 0.8527067359546593
Position 10696: 0.7241303614318418
Position 11778: 0.68721875323823
Position 4921: 0.6830631346292115
Position 14513: 0.6716753088827976
Position 4083: 0.6068277293110188
Position 5773: 0.5835833154867296
Position 12764: 0.545185216423615
Position 15929: 0.5126917945833386
Position 234: 0.5037084950544567
Position 11580: 0.4643001620992313
Position 15036: 0.4095891278747806
Position 4154: 0.3915085633741217
Position 14464: 0.3059358348066645
Position 4946: 0.2778950217979605
Position 12798: 0.2505437382249423
Position 11513: 0.14825239491005546
Position 14676: 0.12958763833529238
