Gene = FYTTD1
index = 570
Annotated 5SS: [  325  6808 18838 20495 23750 24461 27252 28715]
Annotated 3SS: [ 6675 18688 20381 23652 24398 27176 28587 32060]
SMsplice 5SS: [  325  2595  6808 18838 20495 23750 24461 27252 28715]
SMsplice 3SS: [ 2517  6675 18688 20381 23652 24398 27176 28587 32060]
top_k =  100
Partition function (log Z): 2.2490950316215783

Sorted 5' Splice Sites (High to Low Probability):
Position 18838: 1.0000000000000016
Position 6808: 1.0000000000000013
Position 28715: 1.0
Position 2595: 0.9698724178547851
Position 20495: 0.9033226130526483
Position 23750: 0.8752114949882087
Position 27252: 0.8202214840249511
Position 24461: 0.7027258152267352
Position 325: 0.5038933839344608
Position 14241: 0.4238252121674414
Position 23479: 0.41549763090746583
Position 499: 0.4011876931581222
Position 134: 0.3811305985982163
Position 1574: 0.2961922382024135
Position 27415: 0.25318151824811846
Position 32525: 0.218953311028268
Position 1073: 0.21263301863380812
Position 3468: 0.19548058120878564
Position 32293: 0.1916458604563409
Position 1927: 0.1560399420646273
Position 27054: 0.09877869402366962
Position 1715: 0.06863174554255555
Position 3364: 0.06163767446210879
Position 1511: 0.053621300542682014
Position 32160: 0.05271222069461102
Position 242: 0.04273710945148423
Position 28898: 0.03395606531285122
Position 1545: 0.03238074167023457
Position 29389: 0.02236649917910124
Position 1589: 0.020341752445641438
Position 29144: 0.01923515785492471
Position 2589: 0.015166391041732846
Position 29359: 0.011320999064453798
Position 3231: 0.008545613956199275
Position 597: 0.007020531442651208
Position 2093: 0.006550278129895272
Position 3108: 0.006257574761663213
Position 705: 0.004059724921316255
Position 235: 0.0026273477924615295
Position 119: 0.0021062589527992134
Position 163: 0.0014777374013011232
Position 2720: 0.0014039770604375858
Position 30707: 0.0010842058045782547
Position 1262: 0.0008880372776417763
Position 230: 0.0004968283258584649
Position 246: 0.0004481467511521193
Position 148: 0.000259792733021253
Position 156: 8.804482508669112e-05
Position 62: 5.488693457930216e-05
Position 212: 5.452896339370872e-05
Position 2728: 1.7504539052919205e-05
Position 93: 3.671873223343693e-06
Position 66: 8.770511324204956e-07
Position 49: 3.598630344426563e-07
Position 60: 3.4137847125837037e-07
Position 188: 2.3438553603094873e-07
Position 27: 6.883782793965147e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 18688: 1.0000000000000013
Position 6675: 1.000000000000001
Position 2517: 0.9864602904960084
Position 28587: 0.9671662830096265
Position 27176: 0.9363303252929874
Position 20381: 0.9033226130526483
Position 23652: 0.8421599312131935
Position 24398: 0.7027258152267353
Position 32060: 0.6949117069368655
Position 1463: 0.5750754851454073
Position 32371: 0.4316426537502844
Position 14146: 0.4238252121674414
Position 23352: 0.35849338649570794
Position 402: 0.2871490856753241
Position 3328: 0.2233161221348569
Position 32625: 0.19392719899539576
Position 27331: 0.13707267698008277
Position 27000: 0.09877869402366962
Position 759: 0.09496906654689068
Position 34356: 0.08662350172387563
Position 219: 0.07342561425434885
Position 28830: 0.050845333926930886
Position 1642: 0.049666867139844945
Position 23392: 0.04485533954303524
Position 841: 0.039699027198163095
Position 29228: 0.03580301714589156
Position 23600: 0.03305156377501503
Position 28639: 0.03283371699037402
Position 994: 0.03218619413795864
Position 3059: 0.027026940176205282
Position 28992: 0.023079487105043116
Position 3231: 0.021578382077694733
Position 32064: 0.013450098090142748
Position 23264: 0.01214890486872265
Position 763: 0.011724560874331111
Position 415: 0.010594225115043992
Position 30672: 0.009290558660399514
Position 418: 0.007889162870367297
Position 2016: 0.006550278129895265
Position 29231: 0.00490945804563138
Position 31757: 0.003331785688960406
Position 281: 0.001740217216044398
Position 29262: 0.0015834216886220507
Position 634: 0.0015619379622517822
Position 430: 0.0014873386667902644
Position 29776: 0.0013270269593440816
Position 804: 0.0010363980598580016
Position 28944: 0.00023328978840582307
Position 29063: 0.00020965156594521012
Position 28788: 0.00010612932339076976
Position 456: 7.68080654026118e-05
Position 289: 2.8723879645081255e-05
Position 312: 2.6936362850973383e-05
Position 474: 1.4603382315130926e-05
Position 469: 1.3593250607304611e-05
Position 461: 1.0603975058929273e-05
Position 252: 4.6930440433506637e-07
Position 377: 2.4871824323739072e-08
