Gene = UROC1
index = 1538
Annotated 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17079 17717
 18437 19723 21736 25356 28498 29576 34405]
Annotated 3SS: [ 6978  8094  9297  9677  9969 11761 11928 13689 16492 16898 17618 18363
 19600 21664 25256 28397 29493 34304 35287]
SMsplice 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17717 18219
 18437 21736 25356 28498 29576 34405]
SMsplice 3SS: [ 6978  8094  9297  9677  9969 11761 11928 13689 16492 17618 18122 18363
 21664 25256 28397 29493 34304 35287]
top_k =  100
Partition function (log Z): 31.87983252676411

Sorted 5' Splice Sites (High to Low Probability):
Position 25356: 0.9999999999999962
Position 12073: 0.9999999999999951
Position 8189: 0.9991020652565946
Position 18437: 0.992906705172669
Position 28498: 0.9906616086649312
Position 17717: 0.9728297351046573
Position 180: 0.9690225056287813
Position 29576: 0.9626165424314451
Position 9358: 0.9433615074669175
Position 10032: 0.9067277396160769
Position 21736: 0.9030133934585066
Position 9807: 0.8981185662058928
Position 16556: 0.8727075110199711
Position 11829: 0.8567561883822219
Position 13779: 0.7100285104370807
Position 7110: 0.6079420203024561
Position 34405: 0.5247450119611354
Position 23361: 0.5073324984068392
Position 416: 0.4781550752946274
Position 18626: 0.31373966520990604
Position 27717: 0.30926745237348147
Position 19015: 0.2995929895134502
Position 19577: 0.28921792426298015
Position 4385: 0.2838995938594451
Position 7062: 0.2557775567109042
Position 28675: 0.25517216591174574
Position 16430: 0.2361166876311209
Position 6733: 0.1818440549379311
Position 19723: 0.1790457163739976
Position 6695: 0.17697474180719044
Position 17079: 0.16577527174874063
Position 20589: 0.14185063930578287
Position 537: 0.14138878099410368
Position 24449: 0.13808860782118013
Position 21795: 0.09698660654148938
Position 929: 0.09639635274266453
Position 19751: 0.06127703382571314
Position 27941: 0.05822363721249829
Position 12700: 0.057856933092460566
Position 13290: 0.057443910915577566
Position 10661: 0.05058497173696623
Position 7123: 0.049932515184170044
Position 472: 0.047510653626335296
Position 9822: 0.041364815671453746
Position 27721: 0.040474116238312006
Position 14323: 0.0369155280485962
Position 24451: 0.027139858432817986
Position 24409: 0.023885141253226883
Position 1067: 0.021779569897416376
Position 8453: 0.019275312573868643
Position 23499: 0.018587980435318993
Position 11782: 0.015534502917698
Position 15973: 0.014490164161962346
Position 16743: 0.013727707451363326
Position 17960: 0.01261329699854924
Position 25928: 0.010896557233646359
Position 9155: 0.008357124607772166
Position 18056: 0.007669248506434414
Position 11762: 0.006823017015585463
Position 4121: 0.005919960231990461
Position 231: 0.004811679953582551
Position 7119: 0.0043865235230704895
Position 9157: 0.0038875846706507367
Position 9513: 0.0036492713135613374
Position 12488: 0.002862000137413349
Position 18670: 0.002765675917072211
Position 241: 0.002756857104723743
Position 654: 0.0006492703431460152
Position 800: 0.0006301408711247482
Position 25649: 0.000569258741220701
Position 12688: 0.00027729928103713573
Position 12674: 0.0002649634808159519
Position 322: 6.107260207953072e-05
Position 316: 4.623158701180209e-05
Position 18385: 4.505369121688607e-05
Position 129: 3.966628205372541e-05
Position 187: 1.8292206018370627e-05
Position 234: 1.0648482452421494e-05
Position 144: 1.0539084680490757e-05
Position 269: 9.168514267601991e-07
Position 23: 3.4328715605345525e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 21664: 0.9999999999999957
Position 25256: 0.9999999999999948
Position 11928: 0.9999964288794095
Position 8094: 0.9961848652908929
Position 17618: 0.9728297351046588
Position 29493: 0.9624250143754727
Position 18363: 0.9591098730198636
Position 6978: 0.9180386157206011
Position 35287: 0.9026556080385651
Position 28397: 0.8927531165606643
Position 11761: 0.8579087022867087
Position 16492: 0.8559672103990488
Position 9677: 0.8156574202778302
Position 13689: 0.7044409580547984
Position 34304: 0.5640442541567507
Position 9297: 0.45248707865011595
Position 9969: 0.44976919576924806
Position 9909: 0.42309051536769193
Position 23274: 0.4227065362634175
Position 6560: 0.3588187967451203
Position 19480: 0.34383029171534907
Position 9252: 0.3322417254573522
Position 27622: 0.3052036473081299
Position 18516: 0.29223626460693086
Position 4210: 0.28389959385944546
Position 16301: 0.2665846957034075
Position 357: 0.2278051665170579
Position 18750: 0.19936118125851396
Position 24340: 0.18911360750722486
Position 19661: 0.18571038274734222
Position 394: 0.1741048127122338
Position 28587: 0.17373476096550125
Position 16898: 0.16577527174874068
Position 20466: 0.14185063930578276
Position 9650: 0.1414012809658983
Position 303: 0.13921220764140002
Position 28336: 0.10707347271962785
Position 23297: 0.10321394257874139
Position 9212: 0.09837186745542456
Position 18840: 0.0944300041558815
Position 745: 0.09005051173560413
Position 28566: 0.07173148399410877
Position 12594: 0.058399195854313565
Position 13235: 0.05744391091557758
Position 269: 0.05405711762895251
Position 27456: 0.05246369801038876
Position 27795: 0.05029786050577286
Position 373: 0.048065671428328745
Position 10489: 0.04577718953871223
Position 18122: 0.0360638197045417
Position 14206: 0.025500634267810973
Position 30061: 0.024514652706411424
Position 928: 0.021528595795263915
Position 11693: 0.021208577149382686
Position 9263: 0.01985877905190873
Position 8350: 0.01927531257386868
Position 18617: 0.017982730043234703
Position 15824: 0.014490164161962346
Position 9306: 0.013381582171166435
Position 9152: 0.012989789335609262
Position 17932: 0.011677729807284204
Position 9276: 0.011519116330220285
Position 9931: 0.010393640731419069
Position 9059: 0.009939590318912575
Position 25816: 0.009165351262183622
Position 14247: 0.00898333306898916
Position 17862: 0.008421195755636102
Position 9023: 0.007220951564345005
Position 28764: 0.007002023002280849
Position 3985: 0.005919960231990478
Position 32660: 0.00560451685900756
Position 13721: 0.00558755238228111
Position 29038: 0.00505641179763166
Position 30265: 0.004995273084402127
Position 10430: 0.004807782198254009
Position 18942: 0.0047236115649108654
Position 18299: 0.004263219101243732
Position 31285: 0.0038441354339532993
Position 672: 0.0034093544336638564
Position 9769: 0.002992294756363362
Position 8113: 0.002886542888447885
Position 863: 0.0028136221188949213
Position 14307: 0.0024315607117960797
Position 30201: 0.0023044119852485977
Position 30465: 0.0020963816256068116
Position 9707: 0.001787701159172994
Position 25853: 0.0017312059714627063
Position 12191: 0.0014537540313586553
Position 29640: 0.0013841356864551834
Position 9766: 0.0011190724657987366
Position 9108: 0.001063259295398931
Position 31087: 0.0008335423607416093
Position 855: 0.000833283236220055
Position 334: 0.0008298124227025084
Position 12363: 0.0007366129606106727
Position 30399: 0.0006011932800538245
Position 18310: 0.000510916454398844
Position 12274: 0.000475285947507319
Position 18583: 0.0003684695947934381
Position 25454: 0.00021746643374861898
Position 536: 0.00020984107092570853
Position 12215: 0.0001963471979367023
Position 17808: 0.00018361994206337776
Position 9423: 0.00018174842844882736
Position 28166: 0.00017341071970362442
Position 25490: 0.00017133108393718543
Position 28663: 0.00014624200393396398
Position 521: 0.00014517515018660926
Position 25575: 0.00011412886926484153
Position 455: 0.0001092891225714646
Position 312: 0.0001045552144692682
Position 28617: 7.039920191539295e-05
Position 28606: 6.793614890099029e-05
Position 25493: 6.633235427005517e-05
Position 28631: 4.892550875872997e-05
Position 28604: 3.402675356182791e-05
Position 7936: 3.065707725448317e-05
Position 283: 9.580610910752607e-06
