Gene = CCDC163P
index = 293
Annotated 5SS: [ 443  630 2676 3419]
Annotated 3SS: [ 530 2590 3350 4807]
SMsplice 5SS: [ 138  443  630  979 2676 3419 4557]
SMsplice 3SS: [ 361  530  755 2590 3350 4428 4807]
top_k =  100
Partition function (log Z): 7.921833335995483

Sorted 5' Splice Sites (High to Low Probability):
Position 443: 0.9918205440702279
Position 4557: 0.9864343785964644
Position 630: 0.962709324735496
Position 3419: 0.9243096268180625
Position 2676: 0.8103818956630554
Position 979: 0.6128450698323967
Position 138: 0.5974815678074546
Position 3678: 0.33154015553001465
Position 44: 0.21577748429547786
Position 3819: 0.2031851989401364
Position 935: 0.1792310432274293
Position 3811: 0.11879224085276503
Position 1532: 0.03574348699626853
Position 93: 0.03566431330754318
Position 3404: 0.03416381931061579
Position 1171: 0.0321981335942532
Position 3858: 0.02957728904550837
Position 82: 0.019278744657508843
Position 2687: 0.018372790622702664
Position 4086: 0.01572376776244387
Position 4194: 0.011686215428349071
Position 3074: 0.008619824130897935
Position 294: 0.007110661771360775
Position 266: 0.006717992210630072
Position 450: 0.006175263784953276
Position 2927: 0.0059842717829422225
Position 206: 0.00508518375793389
Position 4923: 0.004425549597107372
Position 3636: 0.004173792826048802
Position 127: 0.0039634505569944994
Position 65: 0.0018488880925549385
Position 634: 0.0009231363180053808
Position 269: 0.00023329549795944433
Position 460: 0.00016941523666280745
Position 214: 0.00015820310544543726
Position 604: 0.00011967198104200336
Position 54: 9.538391451551581e-05
Position 200: 8.229870040103496e-05
Position 51: 7.461169998153296e-05
Position 431: 6.890330113966862e-05
Position 539: 3.953929356633814e-05
Position 691: 3.1038091354454326e-05
Position 7: 2.769679002981864e-05
Position 28: 3.3781737310991427e-09
Position 31: 9.515276919753693e-10
Position 428: 5.759397030564448e-10
Position 63: 5.17833060263118e-10
Position 454: 4.012816192743253e-10
Position 157: 5.6975820500244604e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4807: 0.9886721681843184
Position 3350: 0.9575092014287144
Position 4428: 0.9379056925373245
Position 361: 0.8093896706138525
Position 2590: 0.7036189150206593
Position 3568: 0.6432335627911859
Position 530: 0.6168107018545573
Position 787: 0.3680752676158893
Position 755: 0.36001641590609473
Position 561: 0.2062028311739851
Position 533: 0.12422464479173316
Position 2615: 0.11673313777769101
Position 837: 0.06778463541666128
Position 307: 0.0676184553933205
Position 4500: 0.050348945093914535
Position 3496: 0.0439896555483757
Position 1332: 0.03574348699626853
Position 4002: 0.027409983190792936
Position 1097: 0.026484711995528605
Position 595: 0.012439144071612717
Position 157: 0.011605184953555994
Position 2779: 0.011185381881577375
Position 2320: 0.00524278913154555
Position 598: 0.0034804535764453707
Position 4643: 0.0034616733623722903
Position 2968: 0.0034187140322627825
Position 2230: 0.0031598443558619243
Position 186: 0.0025758267370791284
Position 3709: 0.0023741667139355726
Position 5018: 0.0020612542051403073
Position 4728: 0.001935153966182082
Position 5021: 0.0018436099243032405
Position 1090: 0.0017270572278476161
Position 3123: 0.000964244699963929
Position 4705: 0.0007402501982005142
Position 4815: 0.0005506326452504095
Position 5045: 0.0005206854676638298
Position 4980: 0.0004911547498779034
Position 232: 0.0004387724040450567
Position 192: 0.0003520187505575656
Position 310: 0.000194115413397537
Position 394: 0.00013324648531459906
Position 972: 6.940597083076439e-05
Position 841: 6.384146782124462e-05
Position 316: 5.77942043728804e-05
Position 381: 5.181168195916948e-05
Position 685: 3.42592860410127e-05
Position 337: 3.3489772390439365e-05
Position 214: 3.133916663852313e-05
Position 166: 2.5748747126171217e-05
Position 629: 1.0020778419996746e-05
