Gene = FCGR2C
index = 550
Annotated 5SS: [  210  7103  8480 10059 10903 14251]
Annotated 3SS: [ 7081  8221  9803 10788 14212 18289]
SMsplice 5SS: [  210  2475  7103  8480 10059 10903]
SMsplice 3SS: [ 2380  7081  8221  9803 10788 14212]
top_k =  100
Partition function (log Z): -7.356494296737248

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9339800727515906
Position 2475: 0.889568684083125
Position 8480: 0.8398538047729155
Position 10059: 0.7856184104111564
Position 10903: 0.6543592297995416
Position 7103: 0.6491389261684473
Position 1193: 0.5225952373913445
Position 14045: 0.3839842772880574
Position 9533: 0.20729577123532922
Position 1854: 0.20292398490700317
Position 596: 0.14034578475831272
Position 7229: 0.07650885153243496
Position 787: 0.05875843638832472
Position 5547: 0.02853287217906164
Position 1869: 0.02633858021069324
Position 14049: 0.012312373968074766
Position 9325: 0.008859823543661936
Position 1845: 0.007306209098065382
Position 4001: 0.00688934566394931
Position 1303: 0.0016655964922868735
Position 603: 0.00024968396484185745
Position 1683: 0.00015805871836749503
Position 1000: 0.00013026086899384307
Position 331: 4.382296851119012e-05
Position 388: 2.2765113962529317e-05
Position 27: 1.0249300662300588e-05
Position 299: 6.120617884432853e-06
Position 370: 5.890382432084649e-06
Position 157: 5.554150361445979e-06
Position 138: 5.421811995357535e-06
Position 395: 4.021123147472954e-06
Position 214: 2.563249360567535e-06
Position 253: 2.134593360238149e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9803: 0.8640793306993433
Position 2380: 0.7973744192709934
Position 7081: 0.7223533367019275
Position 10788: 0.6912543352161821
Position 8221: 0.6354489249112691
Position 13946: 0.5604314869268395
Position 14212: 0.45827810861458895
Position 1069: 0.3431911190120189
Position 14141: 0.23741081947711373
Position 1749: 0.19157601061288468
Position 9368: 0.16542997999743747
Position 8376: 0.1231475543026408
Position 466: 0.10348900786233443
Position 1165: 0.09779082348328602
Position 8224: 0.09195053829731237
Position 2348: 0.07697928043731286
Position 9391: 0.04606414798352661
Position 1116: 0.04007164867969176
Position 1761: 0.03586587573940231
Position 5503: 0.029794780916463263
Position 686: 0.02648999235123715
Position 849: 0.011462127545368265
Position 2271: 0.010421882321665861
Position 1675: 0.009126887863474313
Position 9172: 0.008859823543661952
Position 3803: 0.006889345663949311
Position 1091: 0.006675230254873303
Position 1040: 0.0064086786869709846
Position 10292: 0.006184716224731049
Position 7160: 0.005461640674397246
Position 937: 0.005353616069678854
Position 683: 0.004867339176339622
Position 2245: 0.004793102053153398
Position 723: 0.004122710714102429
Position 312: 0.0022919036726602874
Position 1071: 0.0020182315902397955
Position 710: 0.0010605180608602778
Position 484: 0.0008144822487333517
Position 435: 0.00048034181651565713
Position 2929: 0.0003148164112456007
Position 386: 0.0002800694681486585
Position 1224: 0.00017863630265582244
Position 559: 0.00016656780465740403
Position 370: 0.0001221695339906557
Position 326: 0.00010209195542211047
Position 1529: 9.701840053071568e-05
Position 689: 9.2207175057112e-05
Position 522: 7.612714290418398e-05
Position 1465: 6.104031783677946e-05
Position 404: 5.014473232153226e-05
Position 754: 4.090154514131068e-05
Position 303: 3.424196144500197e-05
Position 479: 3.304213026352669e-05
Position 727: 2.653043659155145e-05
Position 600: 1.842709166189807e-05
Position 295: 1.8049498187721656e-05
Position 817: 4.265794515455734e-06
Position 393: 6.0580304657523e-07
Position 571: 3.8691507267875756e-07
Position 639: 3.6508743604871595e-07
Position 606: 3.224408526443194e-07
Position 322: 2.767566972966257e-07
Position 274: 1.500556213337514e-07
Position 317: 7.614650719546136e-08
Position 524: 5.5693283955289735e-08
Position 489: 4.713928019815559e-08
Position 388: 4.377617423283462e-08
Position 575: 4.2315525975746086e-08
