Gene = ANAPC13
index = 78
Annotated 5SS: [ 704 3218]
Annotated 3SS: [3091 7307]
SMsplice 5SS: [ 323 3218]
SMsplice 3SS: [3091 7307]
top_k =  100
Partition function (log Z): -6.260407345344735

Sorted 5' Splice Sites (High to Low Probability):
Position 3218: 0.9485627405639891
Position 323: 0.6011164311007752
Position 72: 0.3515305683072964
Position 704: 0.24582694875903488
Position 1012: 0.08251637970557948
Position 3252: 0.0495372916087456
Position 4658: 0.04326956457118343
Position 7488: 0.03874682412119547
Position 4255: 0.029367528623514307
Position 1061: 0.02226615177229481
Position 5818: 0.0186630856684995
Position 708: 0.014022008731502684
Position 5906: 0.011283433416818865
Position 1251: 0.01032822092527096
Position 318: 0.009428911309022299
Position 6202: 0.007787910405464927
Position 558: 0.007448078082398256
Position 4587: 0.004985084239051508
Position 5937: 0.004309981642374334
Position 993: 0.003760326536744507
Position 3419: 0.003759023377847419
Position 541: 0.0004788903426926602
Position 746: 0.0003630499135331786
Position 332: 0.00035788814125983163
Position 644: 0.0003569924072661803
Position 562: 0.00034143167059737294
Position 271: 0.0002302285489989697
Position 135: 0.0001886291701694646
Position 5291: 0.00016932435672771211
Position 8: 0.0001568111402238285
Position 753: 0.00011481025725737868
Position 121: 6.055507736981381e-05
Position 66: 5.562531063011704e-05
Position 100: 5.149925034123754e-05
Position 78: 3.588379994574697e-06
Position 210: 2.1931731555874383e-06
Position 133: 1.426050667055393e-06
Position 58: 1.2253175246392223e-06
Position 48: 3.7493611617016335e-07
Position 169: 1.225960486821719e-07
Position 335: 4.277910528008407e-08
Position 208: 1.5975239733595026e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9953299726344064
Position 7307: 0.6238817785611968
Position 8227: 0.202694430997959
Position 834: 0.11472542834382762
Position 5644: 0.10887532959599935
Position 243: 0.09107863246443268
Position 534: 0.06039792821866839
Position 4463: 0.0540061793206369
Position 459: 0.04460569143793932
Position 7762: 0.04326861333106861
Position 4206: 0.03356366010101067
Position 7218: 0.026974563773386764
Position 7066: 0.02263839967888455
Position 502: 0.021513900180051202
Position 5928: 0.012965942551116622
Position 608: 0.012365489795028446
Position 5405: 0.0060548278515977026
Position 5195: 0.0052251273843570015
Position 3690: 0.004240814898753574
Position 2997: 0.0037348656815217847
Position 5043: 0.00345000313003402
Position 3346: 0.003240642034346046
Position 409: 0.0030649038499507976
Position 4757: 0.002608696131744652
Position 1139: 0.0022650271724148118
Position 4116: 0.0019926943303497056
Position 5380: 0.0017357843257859724
Position 3386: 0.0016909175093966322
Position 636: 0.001281203224598829
Position 3870: 0.000591781318779948
Position 3830: 0.0005542642747580653
Position 4521: 0.00017251498727288144
Position 290: 0.00014540377059879357
Position 628: 0.00013427136421684968
Position 478: 0.00012288830528853383
Position 511: 7.674828290714867e-05
Position 222: 6.65881072826691e-05
Position 422: 4.461191620735509e-05
Position 165: 3.0942361212469206e-05
Position 3305: 1.4826506976002981e-05
Position 217: 1.1346980102225047e-05
Position 286: 9.040087266058627e-06
Position 99: 4.121711040351603e-06
Position 294: 1.9078571584446818e-07
Position 133: 1.1281233728088642e-07
Position 85: 5.2437533443192847e-08
Position 300: 4.936584589641184e-08
