Gene = SHQ1
index = 1255
Annotated 5SS: [  283  4122  6201  7436 16112 24057 31251 33131 35810 55565]
Annotated 3SS: [ 4056  6077  7280 15998 23928 31095 33076 35685 55443 97643]
SMsplice 5SS: [  283  4122  7436 16112 24057 30552 31251 39413 40586 40829 55565 65512
 68357 81868]
SMsplice 3SS: [ 4056  7280 15998 23928 30432 31095 39297 40455 40672 55443 65340 68298
 81759 97643]
top_k =  100
Partition function (log Z): -28.265018572180626

Sorted 5' Splice Sites (High to Low Probability):
Position 7436: 0.9999999999999839
Position 24057: 0.9999998807508214
Position 31251: 0.9999991909220243
Position 16112: 0.9980895414261703
Position 4122: 0.9941816191934845
Position 40586: 0.850629882951356
Position 40990: 0.6115814593517772
Position 39413: 0.5786669352047599
Position 132: 0.5236606092583506
Position 40829: 0.4834053774052323
Position 442: 0.3087981466329488
Position 13443: 0.2857344086052992
Position 16287: 0.28000851206688654
Position 4506: 0.270274532450359
Position 6201: 0.22107326935521499
Position 39557: 0.20561679252810938
Position 26235: 0.19507001906664656
Position 6573: 0.19471760151845335
Position 26855: 0.19402716213365326
Position 40780: 0.17822038495217138
Position 4724: 0.16032112155496342
Position 4719: 0.14597120135691735
Position 40574: 0.14146326387318212
Position 1439: 0.06680271347700137
Position 36697: 0.06252368577837614
Position 244: 0.06063659388353946
Position 44790: 0.03559212311826787
Position 2519: 0.030390979356499655
Position 1607: 0.028417739492759126
Position 28180: 0.027660188934253514
Position 44772: 0.018255984181585905
Position 215: 0.014960329960166842
Position 100: 0.010430567650560718
Position 886: 0.008764077291417784
Position 223: 0.008733881407794492
Position 4510: 0.008587805943763018
Position 256: 0.008223673558614005
Position 1028: 0.005674075668625887
Position 16116: 0.0019104585738150236
Position 4092: 0.0017608189558352872
Position 294: 0.00028671100907264995
Position 287: 0.000257247565166729
Position 353: 4.4288020042465145e-05
Position 687: 2.817662207059882e-05
Position 527: 1.301017829655556e-05
Position 691: 9.848060251659628e-06
Position 154: 7.674368045958014e-06
Position 127: 5.30497906979875e-06
Position 59: 4.2925147308238436e-06
Position 230: 3.7603344532731005e-06
Position 74: 8.31928104995157e-07
Position 321: 7.134733610431294e-07
Position 200: 3.0107250133917984e-07
Position 66: 2.255184615748999e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15998: 0.9999999999999866
Position 23928: 0.9999998807508208
Position 31095: 0.9999991909220243
Position 40455: 0.9940191274950745
Position 7280: 0.9925957898733907
Position 4056: 0.880850342297479
Position 40672: 0.7925214035510578
Position 39297: 0.5786669352047599
Position 51667: 0.5218026392277286
Position 46437: 0.30860790185654424
Position 40867: 0.30707000990472166
Position 13264: 0.28573440860529875
Position 4622: 0.26035747273238763
Position 16193: 0.21455328973121537
Position 39468: 0.20561679252810955
Position 40908: 0.20548135486428132
Position 26065: 0.19507070889544584
Position 6517: 0.19471760151845333
Position 26791: 0.19402716213365326
Position 4260: 0.12707277740753326
Position 6077: 0.1256394270131101
Position 4026: 0.11468017110022674
Position 4363: 0.09885103719394557
Position 44702: 0.07809665524375935
Position 16215: 0.0654553415848401
Position 36615: 0.06277642432505433
Position 46393: 0.052773566096775845
Position 5918: 0.05074469179424977
Position 4589: 0.045934850179493884
Position 5944: 0.04468915054785525
Position 4386: 0.03340639307161666
Position 2456: 0.03039097935649971
Position 28047: 0.02766018893425361
Position 47839: 0.020082392530148454
Position 42862: 0.013889133472244554
Position 43179: 0.010434904448360857
Position 4383: 0.009829591484746885
Position 43370: 0.009491900044332407
Position 1340: 0.009379882637001631
Position 1346: 0.008911444459642216
Position 405: 0.008395449325683134
Position 4300: 0.008350378671822978
Position 7231: 0.007404210126593339
Position 1503: 0.006499659146245781
Position 926: 0.005674075668625885
Position 1180: 0.003261754974078548
Position 41075: 0.0032011217615879268
Position 1302: 0.0019025406066505606
Position 3821: 0.0017640853160740097
Position 1070: 0.001739987107496261
Position 41341: 0.000953987331565604
Position 36696: 0.0004546059017067151
Position 32458: 1.4224479030450936e-05
