Gene = CNOT4
index = 386
Annotated 5SS: [   203  71934  87935  94915  95760  96603  99566 111919 114454 116170]
Annotated 3SS: [ 71667  87736  94827  95657  96476  99440 111860 114203 115671 146900]
SMsplice 5SS: [   203   1021  17846  19997  47749  49103  49263  68039  71934  77502
  87935  94915  95760  96603  99575 111972 114454 146234]
SMsplice 3SS: [   933  17724  19886  47663  48982  49186  67976  71667  77375  87778
  94827  95657  96476  99440 111860 114203 146150 146900]
top_k =  100
Partition function (log Z): -74.88429811217905

Sorted 5' Splice Sites (High to Low Probability):
Position 203: 0.9818875381586235
Position 1021: 0.802373900075734
Position 2607: 0.05996891507369449
Position 1794: 0.054561902215161745
Position 4430: 0.03223858445169921
Position 2449: 0.031645173150942174
Position 1016: 0.03155430465064838
Position 75: 0.009058231964593476
Position 2410: 0.005797734174738379
Position 146: 0.004625323393851659
Position 1835: 0.0027258825292130247
Position 1738: 0.0023506613113334317
Position 8: 0.0020038651556409885
Position 491: 0.0013778527597129594
Position 537: 0.000925264790652639
Position 280: 0.0006837947763422684
Position 136: 0.0005422332275144841
Position 1349: 0.0005235259143291403
Position 771: 0.0004423714628606421
Position 103: 0.0003994009911859054
Position 415: 0.0002796368130991225
Position 849: 0.00022726992748306306
Position 749: 0.00020832002793958187
Position 989: 0.0001867263466116471
Position 1007: 0.00011135744109350991
Position 131: 6.251403598271697e-05
Position 728: 3.66416454474959e-05
Position 2486: 1.1413852354744073e-05
Position 139: 7.401887307307067e-08
Position 169: 4.1034271481938916e-08
Position 16: 2.077221325094511e-08
Position 207: 1.3762827448504855e-08
Position 54: 5.603039854497288e-09
Position 164: 1.2562406616092874e-09
Position 69: 1.0255739393264605e-09
Position 23: 5.516460621178431e-11
Position 113: 5.112223130740399e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 933: 0.8954020260493354
Position 2547: 0.2376768489222687
Position 4497: 0.1936715022363908
Position 4337: 0.19362260337363207
Position 9642: 0.13839113580933404
Position 1628: 0.0836761882437094
Position 1136: 0.034711202063209066
Position 2366: 0.03250493702665403
Position 2568: 0.027206970692466012
Position 2132: 0.021997511503987655
Position 1710: 0.02152011336750478
Position 1517: 0.019176589282078216
Position 388: 0.018875298851540812
Position 1216: 0.014744555921845063
Position 2694: 0.014737755265895073
Position 6042: 0.012482392548696722
Position 3252: 0.010429901463319678
Position 4381: 0.010009668046044787
Position 2773: 0.008446829091156276
Position 3248: 0.006091829276145757
Position 2650: 0.00531734633927487
Position 891: 0.004830609715301852
Position 611: 0.004735539727644523
Position 3056: 0.0036799640935194144
Position 1460: 0.0036268764636321806
Position 3940: 0.003293615323694892
Position 2607: 0.0021488156814458204
Position 1410: 0.0016661359293153612
Position 956: 0.0007964161346282337
Position 391: 0.0006873816230718268
Position 837: 0.0002870707710681513
Position 805: 0.00015827638702007511
Position 2485: 0.00014777230512185837
Position 74: 2.115703385163744e-05
Position 786: 7.166234829973493e-06
Position 762: 6.208013022460771e-06
Position 90: 6.162444906091168e-06
Position 97: 6.117231939028214e-06
Position 285: 5.169998226446191e-06
Position 856: 4.3198461349868175e-06
Position 732: 1.3232985176140814e-06
Position 769: 1.1942664206944314e-06
