Gene = PRPF38A
index = 1074
Annotated 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
Annotated 3SS: [ 1115  4004  6550  7949  9314 10056 10197 10773 12083]
SMsplice 5SS: [  316  1276  4127  6637  8061  9428 10084 10296 10823]
SMsplice 3SS: [ 1115  4004  6520  7949  9314 10056 10197 10773 12083]
top_k =  100
Partition function (log Z): 12.10318614253616

Sorted 5' Splice Sites (High to Low Probability):
Position 10296: 0.9992396019634814
Position 4127: 0.9962323544491498
Position 9428: 0.9782809457987631
Position 6637: 0.9694575419389903
Position 8061: 0.9626829711963937
Position 1276: 0.9545133210854905
Position 316: 0.8640892579203197
Position 10823: 0.8438237184356341
Position 10084: 0.7022102946787303
Position 4660: 0.49398592887939086
Position 7013: 0.24478417414928436
Position 7009: 0.222867009598278
Position 7761: 0.21998450630419847
Position 750: 0.18975070246576067
Position 505: 0.059388129559526846
Position 10697: 0.05655974369184895
Position 381: 0.052288234706420925
Position 9953: 0.036518452374618225
Position 5408: 0.03164293282590191
Position 6995: 0.027952110428625998
Position 10709: 0.026275605993486564
Position 12180: 0.016313135842321382
Position 10473: 0.014339354760637822
Position 2311: 0.01346553178152206
Position 7717: 0.012437909252627966
Position 7402: 0.012433368223518683
Position 9697: 0.01162765708403066
Position 284: 0.008029516664477494
Position 117: 0.005324847314294837
Position 8305: 0.005237995330248322
Position 900: 0.004826640163182459
Position 932: 0.004284735519342623
Position 1150: 0.0034101923589812573
Position 423: 0.002535436058811816
Position 543: 0.002484881506356146
Position 138: 0.0019013871007238193
Position 905: 0.0016858480673693859
Position 46: 0.0005806447938266948
Position 10323: 0.0005343729437814556
Position 4005: 0.00014815646799286197
Position 410: 0.00011681567876286159
Position 510: 9.873112191277136e-05
Position 11422: 8.593801473209615e-05
Position 4131: 8.231915466777895e-05
Position 48: 2.392936812313268e-05
Position 4136: 2.190188503845905e-05
Position 66: 2.1715326435016897e-05
Position 78: 6.507763769676491e-06
Position 83: 2.495196266988973e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9314: 0.9698657677159969
Position 7949: 0.9610865445528797
Position 4004: 0.9507924586567487
Position 10773: 0.9367080587937221
Position 1115: 0.8923840723089764
Position 10197: 0.8359213489577787
Position 6520: 0.5068981513749563
Position 6889: 0.4877412115878901
Position 6550: 0.46255939056403417
Position 10056: 0.45621548485903285
Position 12083: 0.4080081661663052
Position 4570: 0.33619875028303514
Position 7671: 0.2324351720606435
Position 9757: 0.2010062219010157
Position 10218: 0.1393344908685434
Position 695: 0.12735544375031582
Position 12468: 0.1243277686058981
Position 11109: 0.11656276453852074
Position 10636: 0.10142927581627847
Position 14073: 0.05335833052802127
Position 11299: 0.05220530959088679
Position 4498: 0.048586681591370175
Position 1213: 0.047785793145516044
Position 635: 0.043479394240185126
Position 9760: 0.04283201422943044
Position 4543: 0.037999059088634345
Position 10016: 0.03798021114572936
Position 4257: 0.03316610100021536
Position 14515: 0.0326048618096819
Position 11765: 0.03203693622850299
Position 11030: 0.027227153187002126
Position 5295: 0.024633809627181917
Position 10915: 0.021175230532417013
Position 10167: 0.020383956528532306
Position 3887: 0.020280361706182106
Position 4349: 0.0190331227335794
Position 3848: 0.018251142272105673
Position 10399: 0.016123212617096268
Position 2256: 0.013465531781522063
Position 10556: 0.012051930467309409
Position 11003: 0.010878703123668922
Position 571: 0.010664298715466352
Position 1069: 0.009775464942272761
Position 7334: 0.009251632003377917
Position 4413: 0.009036525324271044
Position 9617: 0.008336302453079342
Position 4454: 0.007965765897695733
Position 1033: 0.007921653188055005
Position 6894: 0.007862082588298088
Position 9183: 0.00774919442231517
Position 11323: 0.00723766483062724
Position 3801: 0.007149425741389598
Position 5330: 0.007009123198719973
Position 12582: 0.004509771024066144
Position 568: 0.004492200422329956
Position 8132: 0.0036720568990934272
Position 7163: 0.003181736220140773
Position 9787: 0.002770921605184323
Position 728: 0.0024897935897765277
Position 201: 0.0022935404906070855
Position 10214: 0.0022482973094495548
Position 9587: 0.0018676506610210068
Position 7780: 0.0015836701396964073
Position 8187: 0.0015659384311548941
Position 586: 0.001564178544808356
Position 4209: 0.0015381923975715495
Position 9542: 0.0014595036185805807
Position 439: 0.0012388188660045001
Position 712: 0.0007922571379374014
Position 10669: 0.0006681487406123507
Position 9187: 0.0006659836604499976
Position 116: 0.0005833563709888292
Position 644: 0.0005216005507552287
Position 4626: 0.00043725660876499915
Position 384: 0.0003704249309982731
Position 834: 0.0003470531801101654
Position 217: 0.0003231465147749669
Position 736: 0.00030793568212257274
Position 254: 0.00022653446377533888
Position 593: 0.00020469984801490184
Position 375: 0.00010490849542846397
Position 487: 0.00010194393835446059
Position 10432: 3.687612338987786e-05
Position 967: 3.5456422579733894e-05
Position 4463: 2.447395425314399e-05
Position 10373: 2.1308921917691917e-05
Position 3715: 8.904190455485407e-06
Position 3833: 2.4393899666873055e-06
