Gene = NHP2
index = 940
Annotated 5SS: [ 310  477 3080]
Annotated 3SS: [ 406 2973 4128]
SMsplice 5SS: [ 310  477 3080]
SMsplice 3SS: [ 406 2973 4128]
top_k =  100
Partition function (log Z): 0.8370213213607774

Sorted 5' Splice Sites (High to Low Probability):
Position 477: 0.9892578005569774
Position 310: 0.98772788861439
Position 3080: 0.9428848605197253
Position 3678: 0.16045078395282372
Position 2839: 0.0941016646829044
Position 693: 0.08104904539883531
Position 2824: 0.03912967464504466
Position 3730: 0.03191695413269525
Position 3784: 0.018240309816783425
Position 629: 0.014706076351227951
Position 1397: 0.014111836680299868
Position 340: 0.012039664106480078
Position 4051: 0.008748400256860939
Position 3386: 0.00850037671250501
Position 643: 0.00838163463947996
Position 2051: 0.00797830323150214
Position 667: 0.006121449878581573
Position 3011: 0.0060722339329795484
Position 1647: 0.005185458205346468
Position 1448: 0.004432564700032529
Position 1933: 0.004291020408079437
Position 3779: 0.004056560591617878
Position 2576: 0.0033937780514628384
Position 3747: 0.0021515509508452306
Position 4228: 0.0010174543965064788
Position 445: 0.00021123381318458856
Position 108: 5.6706401092014774e-05
Position 84: 5.322556659932139e-05
Position 49: 5.211087856430718e-05
Position 436: 3.741705605175188e-05
Position 234: 3.7215627493321676e-05
Position 132: 3.2753281976195394e-05
Position 604: 1.0912577853424456e-05
Position 516: 5.139722313609962e-07
Position 409: 3.1548775270208944e-07
Position 46: 1.6816447258218508e-07
Position 202: 1.4910459266929522e-07
Position 327: 7.671689447069404e-08
Position 17: 3.4470333363102676e-08
Position 348: 3.8519108128073715e-09
Position 357: 3.2108972642397034e-09
Position 99: 3.881641086718002e-12
Position 200: 4.220680560490696e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.9999970320431941
Position 2973: 0.9508596442731184
Position 4128: 0.9134823243741549
Position 3638: 0.09688817622764764
Position 2658: 0.0837724234317175
Position 3615: 0.06372817961374917
Position 573: 0.05194841568357508
Position 3257: 0.050020441770912756
Position 585: 0.04623900155759081
Position 3635: 0.043226289218830274
Position 2748: 0.043006966981250755
Position 3833: 0.01767335472117718
Position 1388: 0.012517279028737019
Position 2896: 0.009915252563278833
Position 3318: 0.008470264825796662
Position 3655: 0.007548887601195911
Position 2685: 0.007194352956558267
Position 1949: 0.00640328755017322
Position 1044: 0.005184092021196752
Position 2444: 0.005171003279653657
Position 1780: 0.004291020408079437
Position 4084: 0.0032264304608924984
Position 4108: 0.002800585197265238
Position 1270: 0.002618170606937911
Position 1192: 0.002504498450407295
Position 885: 0.0024083576651585544
Position 3220: 0.0023774914581155483
Position 588: 0.002369574052905511
Position 4357: 0.0023194364405700494
Position 1232: 0.0020200713114456445
Position 1437: 0.0016706003167434454
Position 1915: 0.0015750156813289188
Position 4255: 0.0015255977144521566
Position 4383: 0.000917735576767049
Position 770: 0.0003144756455648276
Position 735: 0.00016369099972052094
Position 542: 5.169369508762238e-05
Position 3424: 2.9499436816621187e-05
Position 539: 4.232376749864304e-06
Position 417: 1.915603497498303e-06
Position 597: 1.5290177382381015e-06
Position 609: 4.829214915779661e-07
Position 557: 3.5848563602792745e-07
Position 377: 3.154643254399585e-07
Position 466: 2.0673747753084668e-07
Position 420: 1.5671047442892007e-07
Position 414: 1.5422443889083002e-07
Position 423: 6.96281629091411e-08
Position 469: 4.7789465734691065e-08
Position 475: 3.264780100878146e-08
Position 442: 3.154686453172304e-08
Position 444: 1.5233293359091335e-08
Position 373: 1.4414178993590156e-08
Position 450: 4.247920439661006e-09
Position 257: 3.706710774728687e-09
Position 131: 2.144606967750021e-12
Position 168: 2.5580717632408975e-14
Position 164: 2.4287473159998356e-14
