Gene = SEC61G
index = 1240
Annotated 5SS: [  85 1752 3468]
Annotated 3SS: [1651 3364 6825]
SMsplice 5SS: [ 209 1752 3468]
SMsplice 3SS: [1651 3321 6825]
top_k =  100
Partition function (log Z): -1.410061750667969

Sorted 5' Splice Sites (High to Low Probability):
Position 3468: 0.9318106290421414
Position 1752: 0.9299102232134485
Position 209: 0.6047867120749107
Position 1278: 0.4422698663280185
Position 89: 0.22725087901793922
Position 85: 0.146530406364342
Position 6217: 0.12457941089477326
Position 2957: 0.11805033647422886
Position 983: 0.11142688884533515
Position 954: 0.05012194757178162
Position 1667: 0.038506736051084796
Position 5153: 0.036787397239388016
Position 111: 0.035372882594001814
Position 4004: 0.03396936854079725
Position 6409: 0.02404165221242663
Position 1626: 0.020759849596338253
Position 807: 0.014298990666077621
Position 1318: 0.012155604520826672
Position 491: 0.011706141083061113
Position 1949: 0.010944313403328295
Position 1428: 0.006982928489575042
Position 858: 0.005697546880401701
Position 2130: 0.00288770448768451
Position 2203: 0.0013592035483019106
Position 1100: 0.0008972747284118553
Position 1238: 0.0008503140862247129
Position 107: 0.0006601215729652239
Position 581: 0.0005482297034271512
Position 25: 0.0005465486457167547
Position 76: 0.000421713545244053
Position 567: 0.00041340066960511253
Position 80: 0.0003233323591504712
Position 74: 0.00014251153561352486
Position 3472: 5.2874700149241585e-05
Position 408: 9.163012442900504e-06
Position 530: 7.600946424611257e-06
Position 19: 7.030947401248456e-06
Position 56: 4.772634375985346e-06
Position 562: 4.756786502553754e-06
Position 49: 1.8605101112896383e-07
Position 93: 1.9306708457550706e-08
Position 58: 1.903662724067108e-08
Position 178: 1.0006285297137854e-10
Position 237: 9.557539423271564e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6825: 0.709843025940043
Position 1651: 0.5543384344152166
Position 3321: 0.5060068773837415
Position 3364: 0.4656698145707398
Position 1526: 0.43481963719021977
Position 1162: 0.3830603992864814
Position 717: 0.1791424264791561
Position 3573: 0.12119600949657368
Position 5956: 0.10920216373045744
Position 2754: 0.07433851401735411
Position 5980: 0.058949623318594636
Position 5007: 0.05634634146418414
Position 1123: 0.05395896215881052
Position 2915: 0.03375216978495398
Position 5228: 0.031845175243781575
Position 6341: 0.028206203297609114
Position 156: 0.01690510732851904
Position 6447: 0.014369538756432973
Position 3791: 0.013139513736949895
Position 1831: 0.012196267918851656
Position 1095: 0.011970872762620984
Position 372: 0.011381791039804074
Position 3884: 0.010322512853701279
Position 2620: 0.009959652671920768
Position 1077: 0.008793293219735217
Position 3550: 0.007919258020815563
Position 6552: 0.005231852940499495
Position 3930: 0.005145628400594076
Position 2016: 0.004552065124565554
Position 1374: 0.0036557929445306453
Position 4748: 0.0034298354007512503
Position 3695: 0.0024041597311863965
Position 912: 0.0018737155203526947
Position 821: 0.0015626493657953865
Position 783: 0.0006706087445635954
Position 335: 0.00041979046358105654
Position 3301: 0.00031957516134213865
Position 3887: 8.837832458968823e-05
Position 3260: 4.873325298584183e-05
Position 491: 1.517130006208359e-05
Position 1272: 1.3764120224061355e-05
Position 804: 1.0136902658346112e-05
Position 432: 9.913176248175281e-06
Position 1413: 7.4778671595696364e-06
Position 229: 3.305658851356788e-06
Position 278: 1.349116044787563e-06
