Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  100
Partition function (log Z): -6.114408700568751

Sorted 5' Splice Sites (High to Low Probability):
Position 626: 0.9295593850267849
Position 84: 0.8981796653523901
Position 2702: 0.7122505135381266
Position 7357: 0.2593328815538586
Position 3199: 0.1888260219132613
Position 400: 0.08581232836882735
Position 88: 0.060344984813645385
Position 6299: 0.03525074043344125
Position 6085: 0.031631558660134965
Position 3117: 0.0253518754548433
Position 1377: 0.012452786243088047
Position 6143: 0.011378269766353866
Position 3247: 0.010981340636643133
Position 1165: 0.0061980775078135115
Position 987: 0.004241264723596539
Position 2937: 0.0029046598939353355
Position 354: 0.0015768008686303534
Position 2714: 0.0009558250541682354
Position 123: 0.0009528750009905647
Position 203: 0.00022791554290730822
Position 688: 2.0749851275406456e-05
Position 450: 2.030764437439553e-05
Position 630: 1.3576309250247972e-05
Position 597: 4.776121913473455e-06
Position 121: 4.034570170208961e-06
Position 111: 3.0303405016031873e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2601: 0.71181780160407
Position 7950: 0.69743658705303
Position 548: 0.6543809608843099
Position 7228: 0.2906356411362881
Position 2984: 0.1756899711341504
Position 476: 0.17327253329197395
Position 7198: 0.10633690631880602
Position 3068: 0.09874600530486766
Position 492: 0.09512253963794391
Position 4285: 0.07297569332089125
Position 241: 0.04540466634505011
Position 6037: 0.045307709577268734
Position 6214: 0.03937754338193555
Position 1029: 0.023806135220599225
Position 2607: 0.007210762809190705
Position 748: 0.004388091446306392
Position 1309: 0.004320512398946695
Position 1221: 0.003657156661757357
Position 5139: 0.003606024836223409
Position 260: 0.0035423351387869383
Position 2812: 0.0034960756927464253
Position 5859: 0.003045593786295773
Position 203: 0.002182449782200751
Position 3283: 0.0021727651176831606
Position 2562: 0.0013550035336601846
Position 554: 0.0013124327583792729
Position 255: 0.0010854861899987516
Position 844: 0.0008806624706445023
Position 1196: 0.0007797399670510849
Position 927: 0.0007625399926215478
Position 286: 0.0007312567473353963
Position 2387: 0.0006977575242230519
Position 524: 0.0006759443689841892
Position 1276: 0.000543384195179628
Position 1568: 0.0004810865919957503
Position 2738: 0.00033399712744190533
Position 3093: 0.00020285326558566516
Position 338: 0.00014755919101774775
Position 217: 0.00012859882504137499
Position 301: 0.0001168135588484603
Position 354: 8.946022499527541e-05
Position 149: 6.0178564534482955e-05
Position 313: 4.625075968903768e-05
Position 378: 4.1041582071364634e-05
Position 359: 2.4126264935618873e-05
Position 315: 1.420184295427554e-05
Position 279: 9.427007563423406e-06
Position 407: 6.8450795010312335e-06
Position 404: 6.404766849654638e-06
Position 429: 5.06693478875519e-06
Position 210: 2.2287238233905907e-06
Position 175: 2.1871720260844987e-06
Position 443: 3.8522069254859494e-07
Position 262: 2.6323317628169996e-07
Position 281: 2.400642183010724e-07
Position 290: 2.032211773109417e-07
Position 575: 1.563385958917385e-07
