Gene = ERCC8
index = 504
Annotated 5SS: [  120 16188 22998 26787 40260 41404 42610 45425 46776 54163 57612]
Annotated 3SS: [16091 22895 26662 40177 41334 42542 45323 46650 53964 57530 70367]
SMsplice 5SS: [  120 16188 22998 26787 41485 42610 45425 46776 51508 54163 54799 57612]
SMsplice 3SS: [16091 22895 26662 41334 42505 45323 46650 51407 53964 54649 57530 70367]
top_k =  100
Partition function (log Z): -39.534200684356165

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9052157818470239
Position 5772: 0.2131527629121301
Position 2249: 0.20461490379300995
Position 668: 0.20081818685118238
Position 176: 0.07739477087855426
Position 6190: 0.05381669901531953
Position 6185: 0.017562705618771737
Position 5911: 0.016964228290717004
Position 1716: 0.0030319802332626853
Position 284: 0.002442924946874147
Position 578: 0.0013901035226114356
Position 1686: 0.0008301889623750923
Position 74: 9.575153372207137e-05
Position 363: 7.780736934304429e-05
Position 154: 5.694549641949542e-05
Position 28: 4.641105215869136e-05
Position 314: 2.7106889300080066e-05
Position 30: 7.081134831153091e-08
Position 334: 4.0155633734225964e-08
Position 247: 1.874380587801325e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5669: 0.34186009313462706
Position 6819: 0.33616899442918435
Position 2138: 0.22136989074776706
Position 423: 0.16842501689305278
Position 3580: 0.14920959044673482
Position 3359: 0.1254309769251257
Position 6114: 0.07137940463409063
Position 3679: 0.032021368160405767
Position 1514: 0.030764616665034213
Position 4158: 0.025584949638568312
Position 470: 0.025237338544104197
Position 3441: 0.021350055042927522
Position 3902: 0.02080443813470547
Position 1180: 0.01844786312978574
Position 5849: 0.018445715651522265
Position 3274: 0.016080342947634916
Position 2141: 0.0126645132750651
Position 1947: 0.007728634721189645
Position 2527: 0.007341596235973551
Position 3493: 0.006965257440802989
Position 4809: 0.006670203649944209
Position 496: 0.005792622092322851
Position 483: 0.004832354206792926
Position 1787: 0.004114645015136107
Position 362: 0.004024440221673288
Position 1807: 0.003649553998858653
Position 2964: 0.0030295674394886798
Position 1475: 0.0023908328203720887
Position 2433: 0.0022121779916589204
Position 1537: 0.001957224803316149
Position 2121: 0.000879665131570348
Position 434: 0.0003230324279369383
Position 2173: 0.00022531121001872942
Position 522: 2.7347033252482325e-05
Position 531: 1.928224771009397e-05
Position 388: 1.86607336804581e-05
Position 504: 1.862385034638626e-05
Position 524: 1.856581601979356e-05
Position 508: 1.777189835521341e-05
Position 2026: 1.4421404276925306e-05
Position 646: 9.950247653108791e-06
Position 518: 3.325125395825221e-06
Position 563: 2.902520878697539e-06
Position 297: 2.331007311714983e-06
Position 265: 2.0242925270676313e-06
Position 368: 1.8949387616278314e-06
