Gene = PSMC2
index = 1088
Annotated 5SS: [  223  2868  9045 10036 10880 17175 17845 18526 19394 21250 22702 22896]
Annotated 3SS: [ 2609  9006  9953 10779 17042 17771 18429 19228 21161 22498 22798 22982]
SMsplice 5SS: [  223  2868 10036 10880 17175 17845 18526 19389 21250 22702 22896]
SMsplice 3SS: [ 2771  9953 10779 17042 17771 18429 19193 21161 22498 22798 22982]
top_k =  100
Partition function (log Z): 19.101005434445895

Sorted 5' Splice Sites (High to Low Probability):
Position 10880: 0.999971697250187
Position 18526: 0.9987553410851878
Position 22702: 0.9984785300980153
Position 22896: 0.997824376791071
Position 223: 0.9962882061069633
Position 10036: 0.9802670444054156
Position 21250: 0.9696839815404692
Position 2868: 0.9432227102660621
Position 17175: 0.9229035789871183
Position 17845: 0.7554645760816634
Position 19389: 0.6264233740434606
Position 9045: 0.5811030719499138
Position 17434: 0.4648047781492358
Position 19394: 0.32835179967190914
Position 822: 0.30276618192998533
Position 23084: 0.19411446775324204
Position 10622: 0.1656251537768287
Position 19623: 0.14130942189646428
Position 18868: 0.059276272776394745
Position 19075: 0.03551988439276004
Position 2125: 0.023845954347366194
Position 19947: 0.020321568353748518
Position 19199: 0.013404124866335515
Position 2336: 0.011987730099956653
Position 6490: 0.010927661433225488
Position 19399: 0.00843844734221491
Position 17442: 0.007922474925035856
Position 15756: 0.007838688417803816
Position 22526: 0.005096579954397605
Position 23075: 0.00499028259026483
Position 17137: 0.0035174448990043608
Position 21936: 0.00221792746365372
Position 23016: 0.0020817870774934967
Position 18719: 0.001929204479335429
Position 13814: 0.0018508192985370786
Position 632: 0.0017076517304755584
Position 13185: 0.0014503561804388287
Position 18676: 0.0014372384229957844
Position 578: 0.0007990819122088371
Position 12791: 0.00044821389813538837
Position 19293: 0.0004415643664258793
Position 186: 0.0003828834527880598
Position 10369: 0.0003616346745728585
Position 14788: 0.0003167194794094632
Position 229: 0.0003021238386158654
Position 542: 0.0002900055751990594
Position 13173: 0.00019580795721526765
Position 13698: 0.00014794815394187846
Position 13832: 0.00011091020270668818
Position 11579: 0.00010775174537799982
Position 22603: 0.00010330188169765253
Position 227: 7.190870654160374e-05
Position 199: 6.673993917159569e-05
Position 538: 5.237842239564071e-05
Position 176: 3.902031564630344e-05
Position 22577: 3.336024202701955e-05
Position 22900: 7.271096639343085e-06
Position 22867: 4.252857250930611e-06
Position 22879: 4.197245134241818e-06
Position 22881: 2.3133397718653385e-08
Position 22907: 1.7465603119957985e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10779: 0.9998602048941804
Position 18429: 0.9986992248808152
Position 22798: 0.9973864978927799
Position 22982: 0.9812143879551468
Position 9953: 0.9802670444054176
Position 22498: 0.9798456224405133
Position 21161: 0.9696839815404685
Position 17042: 0.9264210238861208
Position 2771: 0.5404035109212144
Position 9006: 0.4948640722260474
Position 17250: 0.472727253074272
Position 17771: 0.46012455391236806
Position 19193: 0.4573210609396418
Position 2609: 0.30738991818686506
Position 726: 0.26540571364704363
Position 19298: 0.26064824036551687
Position 19228: 0.22764355601762018
Position 10545: 0.16434905578022113
Position 17685: 0.16356236593187135
Position 19519: 0.1586899159261923
Position 17560: 0.13177765623742374
Position 8967: 0.08623899972386678
Position 2824: 0.07470973008084011
Position 18803: 0.07302806559731573
Position 23524: 0.06849761917592466
Position 23356: 0.04649003130403057
Position 732: 0.03128314397671209
Position 23994: 0.023570400816810257
Position 1985: 0.023116845269698313
Position 22589: 0.023012907958872387
Position 18953: 0.02275407230415683
Position 23751: 0.019877518352130114
Position 23299: 0.015693975449806694
Position 23402: 0.01535118220066297
Position 19130: 0.015219498286321307
Position 19168: 0.013731373764242135
Position 24185: 0.010150281085748105
Position 6356: 0.008836870818570455
Position 15430: 0.007838688417803821
Position 2539: 0.00737273153940197
Position 2211: 0.007341118819028476
Position 2473: 0.006813307357350259
Position 2573: 0.006533512180388745
Position 23031: 0.005547742781330734
Position 24362: 0.003986624766427397
Position 2172: 0.003670863989408008
Position 19680: 0.0029410743240203454
Position 23469: 0.002535786727960672
Position 728: 0.0024559966090789385
Position 753: 0.0023266963380332677
Position 22819: 0.0023263282369305727
Position 24475: 0.0022206427630855623
Position 21856: 0.00221792746365372
Position 23465: 0.0021186894987235637
Position 13681: 0.0021096776551856426
Position 6231: 0.002090790614655066
Position 23279: 0.0019608725445893855
Position 18608: 0.0018794519972826916
Position 18752: 0.0014901530011605932
Position 501: 0.0012946313591170639
Position 10488: 0.0012773220016813042
Position 18348: 0.0011810306800627956
Position 2175: 0.0009757472915201674
Position 13014: 0.0008754414438249072
Position 22436: 0.0007931527867974821
Position 13054: 0.0007707226938291897
Position 1895: 0.000728077870462751
Position 10213: 0.0003616346745728585
Position 14593: 0.0003167194794094632
Position 12596: 0.0002225972437391248
Position 18637: 0.00021256599233565013
Position 18635: 0.00016895762054625735
Position 22365: 0.00013263916825157716
Position 11449: 0.00010775174537799982
Position 12602: 9.746128970611158e-05
Position 12573: 7.751030011577875e-05
Position 10836: 5.747170065832623e-05
Position 10815: 5.279665027239451e-05
Position 12510: 5.0645064574373233e-05
Position 23009: 1.360696145788839e-05
Position 22890: 6.585857812528159e-06
Position 22871: 5.351460444319722e-06
Position 1755: 1.0312072051704603e-06
