Gene = PSAT1
index = 1084
Annotated 5SS: [  128  3520  4881  7798  9344 11441 20662 31046]
Annotated 3SS: [ 3458  4810  7591  9170 11270 20532 30907 31837]
SMsplice 5SS: [  128  4881 11441 19814 20662 30658]
SMsplice 3SS: [ 4810 11270 19670 20532 30497 30907]
top_k =  100
Partition function (log Z): -15.007950081340459

Sorted 5' Splice Sites (High to Low Probability):
Position 4881: 0.9996087146970334
Position 11441: 0.997658990455053
Position 128: 0.9389616063581414
Position 20662: 0.8254138536214395
Position 4522: 0.350335590246036
Position 9344: 0.3310933470668004
Position 20947: 0.15346250332335876
Position 661: 0.13120691339231566
Position 3277: 0.07390226255052784
Position 3520: 0.0475526877854644
Position 184: 0.045671218459287406
Position 669: 0.045123816010262024
Position 17031: 0.008193026917565138
Position 313: 0.006737071863704741
Position 367: 0.0031521145140006035
Position 86: 0.0026832166531842415
Position 160: 0.0011094756021157585
Position 155: 0.000905525989450588
Position 415: 0.00048098457085687517
Position 188: 0.00031582552002287783
Position 609: 3.3507053624799265e-06
Position 105: 1.0874568388037096e-09
Position 89: 1.0800316535591735e-09
Position 30: 2.903255592749184e-10
Position 132: 2.5724717763686304e-10
Position 25: 2.2534657847854348e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4810: 0.9997532562492403
Position 11270: 0.9987581290524462
Position 20532: 0.863418043109748
Position 4471: 0.350335590246036
Position 9170: 0.3310933470668004
Position 21811: 0.26208929476926146
Position 24203: 0.23972075306291651
Position 522: 0.17637371436979954
Position 20860: 0.14718294137995913
Position 21092: 0.10905294954745157
Position 20881: 0.09436220104475052
Position 3153: 0.07390226255052784
Position 21424: 0.06407797497452258
Position 21683: 0.062390242165933696
Position 14928: 0.04984286851778964
Position 3458: 0.04758302505397714
Position 16908: 0.04602634670339438
Position 17463: 0.028561745411425032
Position 17545: 0.010344243352651808
Position 12241: 0.002306198215977569
Position 12026: 0.0018285627428363473
Position 13250: 0.0012971033986592325
Position 13215: 0.0011437031010730688
Position 13304: 0.0010832028190665428
Position 8768: 0.00032376490121826363
Position 5125: 0.00025986698052034806
Position 7176: 0.000133852338802822
Position 6219: 0.00011137915550204522
Position 1000: 9.059924246127934e-05
Position 2876: 2.7305581014590406e-05
Position 5104: 2.1722268546680495e-05
Position 788: 2.1195645487168286e-05
Position 243: 1.8539837810286906e-05
Position 1637: 1.3234958086349186e-05
Position 855: 1.0147437304921742e-05
Position 235: 5.327594504695575e-06
Position 431: 3.3130708362589843e-06
Position 257: 2.09613255099639e-06
Position 210: 1.3443119122682723e-06
Position 266: 6.189534999789e-07
Position 543: 3.9626679400677714e-08
Position 278: 2.615342245215894e-08
Position 623: 1.2139650479618654e-08
Position 275: 8.400554443927728e-09
Position 344: 3.752179969982276e-09
Position 309: 1.8536058366775625e-09
