Gene = SRM
index = 1332
Annotated 5SS: [ 248  800 1225 3421 4014 4244 5063]
Annotated 3SS: [ 678 1131 3266 3929 4097 4939 5138]
SMsplice 5SS: [ 248  800 1225 3421 4014 4244 5063]
SMsplice 3SS: [ 678 1131 3266 3929 4097 4939 5138]
top_k =  100
Partition function (log Z): 19.171289756220116

Sorted 5' Splice Sites (High to Low Probability):
Position 4014: 0.9989649608174344
Position 248: 0.9983855179577554
Position 4244: 0.9944130930461491
Position 5063: 0.9770627249635824
Position 800: 0.916924515702778
Position 3421: 0.7426796398530943
Position 1225: 0.7036074578056287
Position 1315: 0.20158208242547818
Position 1042: 0.12409081852436256
Position 1247: 0.09138227710158023
Position 847: 0.07676943798634192
Position 1046: 0.07636970768326816
Position 1055: 0.03793041839362305
Position 1023: 0.037145821850000454
Position 3470: 0.017621266217468654
Position 2015: 0.017218188771021443
Position 3462: 0.01481701998646267
Position 3342: 0.012527163895211996
Position 1063: 0.005955409114028548
Position 4622: 0.005207737652957699
Position 4871: 0.0037698707257670387
Position 4569: 0.0035775753116378643
Position 624: 0.002237713970665641
Position 4685: 0.001155993769777627
Position 189: 0.001115147564149835
Position 4283: 0.0009055599527176958
Position 4377: 0.0007882853411859979
Position 4534: 0.0007710728084518798
Position 4667: 0.0006570687284242209
Position 4831: 0.0006398180549361672
Position 3346: 0.0006057986731604927
Position 4409: 0.0005117233631284509
Position 1726: 0.00039257778605892446
Position 1211: 0.00029641563593105604
Position 550: 0.0002904474232871674
Position 428: 0.0002652754247313912
Position 4985: 0.0002146772072352688
Position 3996: 0.00013220240584714194
Position 5151: 9.076771345604466e-05
Position 140: 3.2872528811302764e-05
Position 502: 2.3542895048402994e-05
Position 479: 1.4614846878432139e-05
Position 552: 1.3306572016426597e-05
Position 462: 3.1468702108887947e-06
Position 10: 1.3656889992566767e-06
Position 678: 1.1798001229040704e-06
Position 43: 4.803092983421101e-07
Position 1398: 3.8594103869814926e-07
Position 711: 1.780423202412724e-07
Position 18: 6.554404189829776e-08
Position 161: 5.5139059305871694e-08
Position 5005: 8.8296990645233e-09
Position 5067: 7.3870251772221425e-09
Position 5050: 6.306277540998932e-09
Position 15: 4.562006084553307e-10
Position 179: 9.45746130680902e-12
Position 237: 1.543315291313222e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9995662073826757
Position 1131: 0.9958759386357848
Position 4939: 0.9631471649371579
Position 678: 0.9225577988003293
Position 5138: 0.8828476216340806
Position 3266: 0.6753682988298366
Position 4097: 0.6416718377737185
Position 964: 0.25336543850774973
Position 4087: 0.19132253478646544
Position 4132: 0.14196554256371377
Position 5188: 0.0797013277278847
Position 3322: 0.06847039489017377
Position 643: 0.06619897822454478
Position 3220: 0.0444121949053875
Position 868: 0.01704250565650707
Position 5231: 0.014467688402273644
Position 1912: 0.014160674790378983
Position 4343: 0.01190353167414495
Position 4954: 0.011830553510650021
Position 4108: 0.009608974664295613
Position 4649: 0.007109669173869692
Position 4981: 0.006573134132479566
Position 890: 0.006062898264889225
Position 4144: 0.004793790665394965
Position 4978: 0.004335226950668638
Position 4984: 0.0040360384820239716
Position 4941: 0.003404433294171131
Position 682: 0.0025743505974000825
Position 5431: 0.0024005700500881457
Position 652: 0.002363579099255776
Position 466: 0.002167729781716866
Position 1857: 0.0019548299614805652
Position 4153: 0.001551313072173938
Position 721: 0.001441997796782265
Position 4206: 0.0014080442482467402
Position 4135: 0.0012573534815248672
Position 1880: 0.001102684019161893
Position 645: 0.0009931326663558608
Position 473: 0.0009777867365764422
Position 5155: 0.0009060713686236442
Position 4102: 0.0009038096593366341
Position 969: 0.0007268870545155954
Position 4966: 0.000694276806724816
Position 988: 0.0006199203161321438
Position 896: 0.0005948732621967197
Position 926: 0.0004941288532107506
Position 5273: 0.0004848403785428955
Position 5357: 0.0004251872267473633
Position 1469: 0.0003925777860589253
Position 3952: 0.00019629211673711703
Position 780: 0.00019472612671228042
Position 5165: 0.00018000241341464373
Position 751: 0.00012172910905339998
Position 3942: 8.845228348914477e-05
Position 3823: 6.639447476565716e-05
Position 338: 2.0132311530806048e-05
Position 584: 1.5676777141137725e-05
Position 4012: 8.699753565326617e-06
Position 1159: 8.381678880399318e-06
Position 483: 6.344007448550367e-06
Position 3581: 6.267737955669012e-06
Position 612: 5.191144436464773e-06
Position 227: 3.538670783057691e-06
Position 799: 2.3050394072497975e-06
Position 188: 1.8798255837063416e-06
Position 266: 8.28396018860677e-07
Position 4233: 3.0155808650385347e-07
Position 494: 2.97096674663552e-07
Position 442: 1.7165386042530496e-07
Position 491: 1.5479834470337945e-07
Position 1153: 6.938205278440898e-08
Position 436: 5.60896177041805e-08
Position 754: 5.060483226832889e-08
Position 1091: 4.0273816854796436e-08
Position 1100: 2.7895941693149803e-08
Position 1197: 2.7866068808639622e-08
Position 485: 2.7050061289815983e-08
Position 281: 2.5068769453826347e-08
Position 1073: 1.74744404223323e-08
Position 1268: 1.0985082340421119e-08
Position 247: 5.626628495868299e-09
