Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  100
Partition function (log Z): -5.193980226145232

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9900707306375082
Position 9867: 0.980514625858587
Position 9660: 0.979337797710577
Position 3254: 0.9245404604106137
Position 1487: 0.857471662630449
Position 1243: 0.7051630961442023
Position 102: 0.5886450971538052
Position 188: 0.2953654400825948
Position 7340: 0.24599637854434125
Position 7587: 0.20919764484026845
Position 639: 0.19649452118955416
Position 1237: 0.06814807815670604
Position 7596: 0.06732091506957232
Position 1493: 0.053827347400725534
Position 12950: 0.053246510602183265
Position 1127: 0.04785323246673673
Position 5827: 0.04172843440304081
Position 630: 0.04137156607535408
Position 334: 0.03470550846091374
Position 324: 0.02812311831957931
Position 1471: 0.0269191291124016
Position 1434: 0.025584748027344693
Position 5202: 0.024877597020842756
Position 14524: 0.012139671261613773
Position 14974: 0.010960280287265894
Position 1499: 0.010935875266942974
Position 529: 0.00884766741819514
Position 4867: 0.008572742711188783
Position 36: 0.006844449683084313
Position 1919: 0.006389998980225605
Position 255: 0.0057966219787712586
Position 390: 0.0048853458056053725
Position 621: 0.003417897258792199
Position 1218: 0.0019334109502425565
Position 284: 0.0016043751099094384
Position 1247: 0.0013575321656616758
Position 7197: 0.0009818921564567471
Position 201: 0.00026286178594264
Position 21: 6.974233084281771e-07
Position 142: 4.855316913585093e-07
Position 192: 3.0987851797159047e-08
Position 218: 1.1991999788693358e-10
Position 160: 5.458023611407067e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9735: 0.9606371614770892
Position 1328: 0.925865028879266
Position 3134: 0.9245404604106131
Position 1088: 0.8180736123303807
Position 9571: 0.6724034248690572
Position 6097: 0.6650253694890541
Position 6163: 0.31363442079948983
Position 9595: 0.280082894756268
Position 15349: 0.26084613518976124
Position 7452: 0.2275997436306708
Position 13776: 0.21606835871326915
Position 7180: 0.21048889518612457
Position 437: 0.16843954386868848
Position 17956: 0.13819053999358016
Position 13742: 0.09568723543254798
Position 14739: 0.07144607348734201
Position 12836: 0.04979619355622668
Position 7370: 0.048918816279169774
Position 1344: 0.04887373355859725
Position 11336: 0.04726627005644977
Position 16115: 0.04499947405243217
Position 15945: 0.043697573185128596
Position 14445: 0.04255774490937307
Position 5735: 0.041728434403040846
Position 9480: 0.0376227714406892
Position 7132: 0.03501612058033606
Position 5062: 0.01909864190137248
Position 10598: 0.018096491764555092
Position 12247: 0.01799938457760181
Position 216: 0.013832669323771743
Position 12780: 0.01274524534839893
Position 620: 0.011167314071207633
Position 6256: 0.011054323110933384
Position 9288: 0.009890908933987147
Position 12979: 0.009012707828451351
Position 538: 0.005118839731066272
Position 573: 0.004830420822632303
Position 4765: 0.004240030182741521
Position 254: 0.004211338324036913
Position 472: 0.003858769409666542
Position 5097: 0.0034215573802271987
Position 12464: 0.0032402620273268225
Position 1851: 0.00305753954230875
Position 1200: 0.002864214671364507
Position 10746: 0.0027404359406553403
Position 417: 0.002540805770690575
Position 4691: 0.0025249277896662505
Position 1747: 0.0024572994235164984
Position 269: 0.0024075801927740483
Position 5137: 0.002357397739243081
Position 4648: 0.0018077847387810136
Position 464: 0.0017780626138495668
Position 502: 0.0013130701914601103
Position 10255: 0.001171598180037302
Position 1765: 0.0008751600144003527
Position 7031: 0.000846486285836004
Position 7103: 0.0006267686485014638
Position 5987: 0.0003566172380309235
Position 333: 0.00018537161201025916
Position 363: 0.00017487186446305366
Position 276: 1.1798488839075248e-05
Position 314: 8.045156554121734e-06
Position 283: 2.350575739644863e-06
Position 188: 1.8107534848278677e-06
Position 192: 5.445012032602165e-07
