Gene = CPT2
index = 405
Annotated 5SS: [  667  4371  6001 14891]
Annotated 3SS: [ 4289  5893 13585 16834]
SMsplice 5SS: [ 667 4371 6001 7645 8167]
SMsplice 3SS: [ 4289  5893  7520  8093 13585]
top_k =  100
Partition function (log Z): -0.34191761917438424

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9609761121126795
Position 6001: 0.9363927422419098
Position 8167: 0.8780237595167913
Position 4371: 0.7951943144255018
Position 7645: 0.7020385631812559
Position 13848: 0.3463939135943913
Position 1723: 0.2850239366637302
Position 57: 0.2488590043612225
Position 1079: 0.2420201143853643
Position 4391: 0.20211368724331585
Position 22: 0.2011895362425372
Position 6142: 0.1547718570993284
Position 5414: 0.14801257341501559
Position 1385: 0.1372389460213849
Position 4731: 0.07645312461788278
Position 5283: 0.0738671436468849
Position 2139: 0.07050122405674364
Position 6005: 0.06315278175022253
Position 7677: 0.025181884418588523
Position 8288: 0.018673651077790853
Position 7711: 0.015800584946836917
Position 8456: 0.012102200702902927
Position 7539: 0.009832049336692648
Position 317: 0.008440835198034437
Position 1039: 0.005544012568346915
Position 13872: 0.004039000010422167
Position 71: 0.0015857456494869332
Position 313: 0.0010719248834824854
Position 401: 0.0010679331430830633
Position 224: 0.0009558802573170872
Position 412: 0.0006469498376828305
Position 560: 0.00047178273575913327
Position 6021: 0.00045447600786719864
Position 382: 0.0003369815748192724
Position 124: 0.00021466884346865077
Position 300: 0.0001767776576347169
Position 345: 1.5727489999449564e-08
Position 90: 8.407654160971925e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4289: 0.9973080016688176
Position 5893: 0.967495577853312
Position 8093: 0.803407770060802
Position 13585: 0.5679955195444218
Position 7520: 0.48620501294823765
Position 502: 0.404483227135803
Position 1586: 0.2845893523417281
Position 16181: 0.2557923421975885
Position 16834: 0.24086334566541984
Position 7488: 0.197381363895695
Position 16351: 0.1739964594927012
Position 873: 0.15807294057421004
Position 6086: 0.15498137958743463
Position 5282: 0.14801257341501556
Position 8038: 0.10015459453270256
Position 14445: 0.09746170650956844
Position 1956: 0.06635551331502841
Position 5154: 0.0654209942165474
Position 7628: 0.06404501418280832
Position 1183: 0.048612251942606904
Position 1153: 0.04266190969875645
Position 4627: 0.03798474137313454
Position 5778: 0.032504422146687785
Position 4624: 0.031346069576705105
Position 894: 0.02964352454477591
Position 947: 0.02450986160949403
Position 1296: 0.02258395001979455
Position 919: 0.019379658645924155
Position 462: 0.01277986709926763
Position 1328: 0.01152900193141028
Position 8019: 0.009274550693224127
Position 5126: 0.008446149430337474
Position 591: 0.007011257952380645
Position 1002: 0.006826321801958151
Position 4479: 0.006429070167633129
Position 1376: 0.006133464721001619
Position 838: 0.005945346679451077
Position 7374: 0.005515327366154752
Position 1871: 0.0041457107417152165
Position 8419: 0.003880225615186176
Position 11735: 0.0030013559322454595
Position 10330: 0.0022009205167938264
Position 1341: 0.0020417001490138143
Position 372: 0.0018242955785657202
Position 338: 0.001687037609423157
Position 1128: 0.0016070435366503254
Position 986: 0.0015254427568609753
Position 4665: 0.0006932435004099909
Position 579: 0.0006574351301840692
Position 1603: 0.000434584322002087
Position 9799: 0.00042665154053093165
Position 613: 0.00036081375536817256
Position 7064: 0.00027392360348583
Position 239: 0.00020307262375619838
Position 469: 0.00017716922215550766
Position 177: 0.00016112692386367403
Position 951: 0.00015278033430739238
Position 341: 5.610934663481554e-05
Position 622: 5.483031760153482e-05
Position 843: 3.843620989672942e-05
Position 652: 3.468949569035253e-05
Position 199: 3.231298694534874e-05
Position 300: 5.155625898257248e-06
Position 345: 5.11584053519569e-06
Position 151: 4.1206800626645425e-08
Position 317: 3.6600462568186795e-08
