Gene = EPO
index = 501
Annotated 5SS: [ 194  904 1249 2044]
Annotated 3SS: [ 757 1161 1863 2177]
SMsplice 5SS: [ 194  904 1249 2044]
SMsplice 3SS: [ 817 1161 1956 2177]
top_k =  100
Partition function (log Z): -3.909083407664598

Sorted 5' Splice Sites (High to Low Probability):
Position 2044: 0.9547165332072668
Position 194: 0.9519090823167631
Position 1249: 0.7034541532902234
Position 904: 0.6684742433782104
Position 2338: 0.0890031833283023
Position 1340: 0.016421509980095717
Position 569: 0.015172109727911798
Position 867: 0.014249446101503565
Position 151: 0.010303782568017238
Position 127: 0.005052917742653211
Position 2079: 0.0022048643019607615
Position 434: 0.0010674667775949034
Position 331: 0.0008478501661636905
Position 277: 0.0005162434878758708
Position 584: 0.0003695519746080236
Position 579: 0.00032957824023144197
Position 1993: 2.2235668687627994e-05
Position 198: 2.607077725372621e-06
Position 285: 1.5561406021005127e-06
Position 187: 1.392210871977653e-06
Position 80: 9.25124638319164e-07
Position 231: 5.807704117780181e-07
Position 369: 4.583052133635763e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.6892315624974701
Position 1161: 0.6134881318377075
Position 817: 0.46139734660494186
Position 1956: 0.38434663909381667
Position 1863: 0.35339829809772894
Position 2152: 0.2433897593926372
Position 1932: 0.14367616751077053
Position 851: 0.1123133395218273
Position 1915: 0.06975158312647343
Position 1071: 0.06447255750755387
Position 2465: 0.044694958627843374
Position 757: 0.042214990426049814
Position 2180: 0.03272091368533236
Position 2199: 0.023221804679908985
Position 2433: 0.018186794536040888
Position 1033: 0.016727387903443615
Position 655: 0.016445962803511262
Position 1184: 0.01580006873732119
Position 456: 0.013594060407821249
Position 2697: 0.013266367032463632
Position 739: 0.011388732355249167
Position 708: 0.010298802147286373
Position 1784: 0.007734554491087931
Position 2745: 0.007231099689345985
Position 1112: 0.007186245191629878
Position 2652: 0.0038460427747051885
Position 2485: 0.002391362515126977
Position 1847: 0.0022757145221561706
Position 2596: 0.002253803715956893
Position 2590: 0.0022192507788277756
Position 1210: 0.0010138427170879368
Position 2885: 0.0008402883713813918
Position 514: 0.0007975051602757594
Position 601: 0.0007320212290337322
Position 1286: 0.0006234153018233614
Position 537: 0.0006164130883486073
Position 598: 0.0001676893749056068
Position 433: 6.310304720979844e-05
Position 496: 2.6985908851022324e-05
Position 402: 2.6384133991041336e-05
Position 411: 1.826658617847405e-05
Position 273: 1.6702368085587526e-05
Position 463: 1.2618849175684351e-05
Position 430: 1.4184779071968507e-06
Position 467: 4.110314352945082e-07
Position 353: 2.4283296942992696e-07
Position 309: 2.3052175227138785e-07
Position 424: 2.2357460764501783e-07
Position 276: 2.0710047550885014e-07
