Gene = ATP5J2
index = 112
Annotated 5SS: [  33 6076 7015]
Annotated 3SS: [5967 6897 7805]
SMsplice 5SS: [  51 6183]
SMsplice 3SS: [5967 6897]
top_k =  100
Partition function (log Z): -4.720745571101012

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8267873354471196
Position 6183: 0.49964528407514275
Position 6076: 0.44422079852275415
Position 7015: 0.3568321633539738
Position 5312: 0.35497531359763684
Position 33: 0.16675624817754287
Position 6671: 0.13319500524833303
Position 3044: 0.10376734046892419
Position 578: 0.07011047626668038
Position 514: 0.043927078587141795
Position 2288: 0.03001979862757007
Position 480: 0.02809681487547587
Position 6692: 0.020433440672499668
Position 2035: 0.014256021171874264
Position 4193: 0.012165873531083213
Position 245: 0.007443103626524294
Position 475: 0.006382398713962594
Position 7247: 0.004513657412918358
Position 6307: 0.003916294454139463
Position 555: 0.002678371164692019
Position 6097: 0.002144780734701913
Position 528: 0.0021338363247507346
Position 1419: 0.0016423963895434554
Position 7617: 0.0015769030282947489
Position 259: 0.00010804088031371986
Position 25: 4.53054857576176e-05
Position 29: 1.108911951049977e-05
Position 39: 6.824379877331091e-06
Position 91: 5.491446239430977e-06
Position 98: 1.004916788764176e-06
Position 37: 2.988227751720281e-08
Position 59: 2.8937424652035665e-08
Position 73: 1.9961479157585136e-08
Position 70: 1.1448015631691284e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5967: 0.9953902628821506
Position 6897: 0.8370510754487882
Position 5029: 0.2884851342989854
Position 6413: 0.1734490293147294
Position 7805: 0.17207180458065724
Position 415: 0.14253002388574088
Position 7517: 0.1358474227428812
Position 2894: 0.07412656098802749
Position 5126: 0.0673368546920398
Position 6327: 0.03817137580286356
Position 7150: 0.03327601494408937
Position 7665: 0.0311622663554941
Position 7775: 0.023545065755119877
Position 2944: 0.023381810467275423
Position 7283: 0.01881267948984026
Position 2090: 0.01596814251629164
Position 4099: 0.012165873531083213
Position 2180: 0.00912540667409943
Position 1951: 0.0081541994011666
Position 388: 0.007622609679538683
Position 1956: 0.006101821770707663
Position 2828: 0.005186315874279124
Position 153: 0.004597071771829385
Position 7315: 0.004274006406863412
Position 2122: 0.003974697478651119
Position 6254: 0.0018167781347255738
Position 1270: 0.001642396389543457
Position 2808: 0.0010726531393421273
Position 2162: 0.0009515519585278748
Position 6183: 0.0005076745556319532
