Gene = PERM1
index = 1012
Annotated 5SS: [2149 4531]
Annotated 3SS: [4404 4759]
SMsplice 5SS: [ 268 2149]
SMsplice 3SS: [2048 4759]
top_k =  100
Partition function (log Z): -6.875039652404422

Sorted 5' Splice Sites (High to Low Probability):
Position 2149: 0.9788965965413405
Position 268: 0.5291339985084065
Position 451: 0.5155712591957703
Position 4813: 0.4044919505633157
Position 4531: 0.25822746338129354
Position 252: 0.10187065311587541
Position 691: 0.04165316985090474
Position 1810: 0.03241050612049408
Position 754: 0.023294461398451257
Position 260: 0.023228722339887643
Position 295: 0.020015478979801285
Position 722: 0.019677969795840487
Position 561: 0.007049152822421867
Position 1844: 0.006512005907981457
Position 1509: 0.005583389890619657
Position 5074: 0.0053920137401569715
Position 388: 0.0035771963834708206
Position 71: 1.1538911671024023e-05
Position 121: 9.775628916747753e-06
Position 73: 7.546390520779324e-06
Position 14: 4.474528014145888e-06
Position 116: 2.474338590146584e-06
Position 21: 9.912365706910133e-07
Position 31: 9.590017225692254e-07
Position 314: 5.148018305293941e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2048: 0.9855180720971759
Position 4759: 0.549960343687478
Position 4643: 0.3450138604109489
Position 358: 0.17427494700359575
Position 5246: 0.16856570215518338
Position 4441: 0.13546542546968002
Position 5433: 0.12491502094826336
Position 4470: 0.1018933750418824
Position 608: 0.06921941772463584
Position 5155: 0.05136064873089885
Position 4972: 0.04777865519405864
Position 4404: 0.0336015747102157
Position 1655: 0.029962100029765994
Position 5499: 0.027366480375735393
Position 5382: 0.022175323304597844
Position 4812: 0.017121779180591185
Position 4373: 0.011718494847353782
Position 367: 0.011491024765093921
Position 1745: 0.008960411998709563
Position 637: 0.008480551615658824
Position 4445: 0.007724575780327347
Position 4707: 0.007519183799958186
Position 330: 0.006384692198635844
Position 1390: 0.0055833898906196625
Position 327: 0.00530155594887027
Position 371: 0.005034787793192443
Position 2537: 0.004123013938731692
Position 487: 0.0033994906968866125
Position 4688: 0.002360074647060311
Position 410: 0.0018530008228152014
Position 2263: 0.0012476421715526553
Position 2565: 0.0012278960910117444
Position 405: 1.5711596584231373e-05
Position 428: 2.2467447761090862e-06
Position 416: 1.6984425950338715e-06
Position 500: 7.169477463090705e-07
Position 514: 7.105296699903194e-07
Position 473: 6.660413109162842e-07
