Gene = EDF1
index = 480
Annotated 5SS: [ 106 2467 2999 3381]
Annotated 3SS: [2414 2837 3286 3940]
SMsplice 5SS: [ 106 2524 2999]
SMsplice 3SS: [2414 2837 3109]
top_k =  100
Partition function (log Z): -2.323024171626052

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.8801486080138708
Position 2999: 0.8764542649095058
Position 3381: 0.6641020402850062
Position 2697: 0.34637772328681343
Position 2471: 0.2847111452692025
Position 2270: 0.2735981736936495
Position 2524: 0.2709956886021237
Position 2467: 0.20671475918100696
Position 3178: 0.1447290114967454
Position 1047: 0.1357437789417745
Position 1054: 0.10887059086728189
Position 2958: 0.06593916381135809
Position 2936: 0.03375198446759401
Position 3130: 0.030626557254586406
Position 287: 0.024725211692395742
Position 2945: 0.01797486836227268
Position 3761: 0.016213629548994437
Position 320: 0.016007127348631776
Position 52: 0.01095796777443343
Position 699: 0.010799325574976305
Position 784: 0.010725544848567914
Position 58: 0.009703909675077404
Position 1856: 0.008851197554907129
Position 1431: 0.005152121481068704
Position 3448: 0.004199170672603154
Position 2259: 0.0034837764960931926
Position 445: 0.0031046809869964198
Position 2252: 0.0024964976002338603
Position 817: 0.0014209527552448502
Position 1630: 0.000981177153900406
Position 1305: 0.0007348033261992364
Position 1065: 0.00044565138323107907
Position 260: 0.00040385016036128066
Position 1116: 0.00040306746894839065
Position 1419: 0.0003774959185129399
Position 2924: 7.907903439510888e-05
Position 1051: 2.860352831364245e-06
Position 1172: 2.5483777691886365e-06
Position 511: 7.818409439706838e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.9624117757777196
Position 3109: 0.9003845593589348
Position 2837: 0.6610061782015508
Position 2790: 0.33319318238357476
Position 3612: 0.28187024800011595
Position 2146: 0.2435189128984964
Position 2563: 0.13775428895351552
Position 3241: 0.13122723261524918
Position 3286: 0.11452952452630591
Position 3789: 0.1048135874009932
Position 3524: 0.10359610574011835
Position 977: 0.09217032410585059
Position 3559: 0.09090863643363141
Position 3940: 0.08719763585893306
Position 920: 0.07535846480096506
Position 2172: 0.031181129004606612
Position 959: 0.02669171764251426
Position 3760: 0.0200843449509956
Position 885: 0.016932028364774216
Position 4067: 0.012667689133830541
Position 1774: 0.008851197554907118
Position 3190: 0.008630469184409878
Position 1250: 0.0072455978796812925
Position 2626: 0.007154254258782472
Position 3680: 0.00396037605441766
Position 2152: 0.003777840403415099
Position 2148: 0.0025795628325876226
Position 1003: 0.0022164579195453693
Position 943: 9.080735413246417e-05
Position 896: 4.109497785351866e-06
Position 1115: 2.5483777691886344e-06
