Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  100
Partition function (log Z): 3.2216283622634116

Sorted 5' Splice Sites (High to Low Probability):
Position 8738: 0.9999999999999982
Position 1925: 0.9999999999999981
Position 14724: 0.9974441062564793
Position 23247: 0.9766915231677967
Position 11432: 0.971826827071992
Position 10878: 0.8687635178786818
Position 19891: 0.8468493739920018
Position 60: 0.7419674183638936
Position 14438: 0.6065609357503288
Position 283: 0.5950921683799664
Position 1643: 0.4063940101045468
Position 13496: 0.3902264499816773
Position 24540: 0.30138504671766786
Position 1521: 0.25224282775029877
Position 13549: 0.21771241083077675
Position 22981: 0.16417425411259162
Position 14323: 0.14763820186762
Position 23968: 0.1425904966651182
Position 18889: 0.11421426597885444
Position 19992: 0.10988283338632787
Position 18680: 0.06089698791145666
Position 22139: 0.04657032554277813
Position 24192: 0.04439966336207916
Position 23005: 0.0349333484688813
Position 25216: 0.028500104328163828
Position 23799: 0.021324990290490058
Position 19957: 0.02015896012946776
Position 11964: 0.013347128797251834
Position 12583: 0.012053592709128369
Position 23238: 0.009741035495726717
Position 19967: 0.007690995990906727
Position 302: 0.007257509852570193
Position 11954: 0.005882610365770645
Position 25983: 0.004506419707238731
Position 12960: 0.004447570532585365
Position 24521: 0.0036779344385864114
Position 18012: 0.001693886040696968
Position 76: 4.0093948223195984e-05
Position 188: 7.553928852104912e-06
Position 181: 6.7889601382532745e-06
Position 151: 1.326390557619103e-06
Position 171: 8.26838936658903e-07
Position 109: 3.3176569629557746e-07
Position 125: 2.512819641462584e-07
Position 15: 2.3222352877465637e-07
Position 123: 7.95170940541962e-08
Position 156: 6.958003384511673e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 23134: 0.9880264446439384
Position 11346: 0.9717976014086959
Position 19816: 0.9093841445181918
Position 10801: 0.8687635178786819
Position 1840: 0.776043771168517
Position 14264: 0.7617305893668119
Position 26438: 0.7367044488473292
Position 8539: 0.6870873704792504
Position 14549: 0.6040050420068095
Position 14437: 0.38590761250080674
Position 1455: 0.37680159625847726
Position 13308: 0.3486621030744138
Position 24408: 0.33346578775145236
Position 8507: 0.3129126295207477
Position 135: 0.2815263154539772
Position 23749: 0.22005968232044787
Position 1844: 0.1989161533200318
Position 22885: 0.17333633924381986
Position 1435: 0.1462616212434889
Position 25121: 0.14582231441001317
Position 18706: 0.11421426597885444
Position 13323: 0.10623392056151018
Position 13363: 0.10153629558990639
Position 1404: 0.08640174874091325
Position 19750: 0.07519801898051275
Position 18457: 0.06089698791145666
Position 1400: 0.04917187161196603
Position 22045: 0.04657032554277813
Position 170: 0.04432566959087
Position 13333: 0.0338678257963278
Position 23952: 0.026855204600562087
Position 22719: 0.025771263337653068
Position 1874: 0.025040075511449593
Position 25889: 0.022023497200257258
Position 24030: 0.020972268546415748
Position 24309: 0.01781431079519817
Position 13367: 0.017638715790295776
Position 12496: 0.012053592709128369
Position 23139: 0.010468247081997527
Position 176: 0.010404408862887262
Position 11833: 0.009856983214741507
Position 11808: 0.00855507811143516
Position 26276: 0.00733414558575146
Position 180: 0.005943733153795117
Position 12766: 0.004447570532585365
Position 23882: 0.002041265373611445
Position 17879: 0.001693886040696968
Position 263: 0.0014853472567164334
Position 23798: 0.0008345126482330683
Position 11857: 0.000817677836845815
Position 231: 0.0005410491230420302
Position 24339: 0.0003950843676597911
Position 150: 0.00014812759016852897
Position 11044: 2.922566329597906e-05
