Gene = MZB1
index = 904
Annotated 5SS: [ 235 1454 1894]
Annotated 3SS: [1328 1782 1992]
SMsplice 5SS: [ 235  588 1454 1894]
SMsplice 3SS: [ 493 1328 1782 1992]
top_k =  100
Partition function (log Z): -4.726928180399549

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9900214611721215
Position 1454: 0.7651604793658786
Position 588: 0.7013237338685178
Position 1894: 0.39731431513182947
Position 1503: 0.053313014807183666
Position 658: 0.04276612949961878
Position 653: 0.011453841642483791
Position 2123: 0.006436505167648659
Position 592: 0.005788322318674447
Position 574: 0.003641991198586778
Position 598: 0.0007467304859930966
Position 885: 0.0006782788239712955
Position 1642: 0.00046479980521453796
Position 1202: 0.00041180308777471195
Position 844: 0.00012679122856863053
Position 1015: 0.00012267559733645744
Position 174: 2.2017396600930543e-05
Position 239: 2.1457635753389604e-05
Position 206: 2.037489870575974e-05
Position 390: 1.423985086394179e-05
Position 1862: 8.257587096928655e-06
Position 223: 1.0486551131391814e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1328: 0.7957533695633001
Position 1782: 0.6236675531137129
Position 493: 0.6154877288558952
Position 1992: 0.5868512772258447
Position 477: 0.1385684809632279
Position 1246: 0.06457527618708997
Position 2216: 0.043283988457382905
Position 1553: 0.03896935031001167
Position 2104: 0.015423115074148725
Position 1312: 0.009300452612823732
Position 2274: 0.008076758338842803
Position 2001: 0.00702760231173552
Position 414: 0.004436701721807845
Position 1288: 0.003844035930845018
Position 2178: 0.0028263792149398645
Position 1893: 0.0022394586522050224
Position 1664: 0.0022054062790559793
Position 417: 0.002053681681821007
Position 1349: 0.002002995358978653
Position 776: 0.001975082255633405
Position 2175: 0.0018519887417826242
Position 1157: 0.0016677007737935438
Position 390: 0.0013853101947600584
Position 1567: 0.0013156438694325696
Position 455: 0.0012022552810921096
Position 1074: 0.0009787530232104914
Position 1719: 0.0006726123577620455
Position 1291: 0.000656841111941769
Position 1353: 0.0003097978292820882
Position 1823: 0.0002908591445823643
Position 1698: 0.00025203437268176326
Position 1248: 0.00014203561056358398
Position 506: 0.00011921799253472548
Position 439: 0.00011188630739154012
Position 354: 8.930358397135876e-05
Position 1201: 7.951623683034115e-05
Position 448: 7.112960010413418e-05
Position 360: 5.4310491909207825e-05
Position 701: 3.180343608423376e-05
Position 564: 3.967898448778093e-06
Position 1451: 2.5900749655802126e-06
Position 366: 1.7183109066570798e-08
