Gene = ZBTB11
index = 1589
Annotated 5SS: [  891  5518  6366 12532 12958 17713 21392 22792 24716 25000]
Annotated 3SS: [ 5281  6133 11686 12780 17466 21246 22673 24556 24823 25811]
SMsplice 5SS: [  517  5518  6366 12532 12958 17713 21392 22792 24716 25000]
SMsplice 3SS: [ 5281  6133 12451 12780 17466 21246 22673 24556 24823 27811]
top_k =  100
Partition function (log Z): 6.116756874582997

Sorted 5' Splice Sites (High to Low Probability):
Position 21392: 1.0000000000000018
Position 6366: 1.0000000000000016
Position 22792: 0.9411690375840327
Position 25000: 0.9201282447791788
Position 5518: 0.899318390849219
Position 24716: 0.8663782264108834
Position 12958: 0.7924894203537123
Position 17713: 0.7364292369841244
Position 517: 0.5909786616399214
Position 5828: 0.41206620658438736
Position 11924: 0.37873692828977057
Position 891: 0.23026892565598214
Position 12984: 0.20751057964628947
Position 23748: 0.15581318402780503
Position 521: 0.11640797555094651
Position 23126: 0.09247852346679326
Position 5494: 0.08882202698983743
Position 7243: 0.07635914659449258
Position 12046: 0.05872183223632938
Position 23423: 0.05659786107525746
Position 24930: 0.05587450743494131
Position 5940: 0.04995592926643045
Position 27330: 0.04763877751745221
Position 27210: 0.041241302999611124
Position 490: 0.038749668596399965
Position 1778: 0.03580541292413092
Position 291: 0.03398432978930997
Position 6045: 0.032705647296334836
Position 640: 0.025337066997579673
Position 11464: 0.02257749922360061
Position 704: 0.01796721135006292
Position 24674: 0.01732715495028176
Position 17826: 0.015850656031253095
Position 1179: 0.015468341550132561
Position 22769: 0.012488282092278704
Position 4668: 0.01025294901187587
Position 4954: 0.00978199491895319
Position 4652: 0.008128257930806036
Position 2215: 0.005930113445670821
Position 49: 0.005755257421343811
Position 24293: 0.005273405771295759
Position 22589: 0.004522348713508699
Position 5945: 0.00397474675476035
Position 5847: 0.003399972821169759
Position 2682: 0.0032031057923721643
Position 5525: 0.0026006971696930074
Position 5417: 0.002491398512830681
Position 22807: 0.0019236931921967646
Position 5898: 0.0018654968407089607
Position 23295: 0.0017585279745280392
Position 5918: 0.0016921829961589608
Position 360: 0.0001374918345017804
Position 341: 0.0001007795142203724
Position 22796: 9.133962585363933e-05
Position 22819: 8.924475479157019e-05
Position 181: 4.044205067794924e-05
Position 77: 3.637987912259284e-05
Position 216: 2.6365627942012565e-05
Position 22955: 2.4077252563095695e-05
Position 33: 1.7394152290493103e-05
Position 344: 1.5633717693281823e-05
Position 136: 9.693223619684678e-06
Position 393: 6.161809142226235e-06
Position 209: 4.979449011332186e-06
Position 408: 4.473202199373176e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12780: 1.0000000000000016
Position 24823: 0.9993691606851207
Position 21246: 0.9959065345113027
Position 6133: 0.954203871670042
Position 5281: 0.917603734537795
Position 22673: 0.8643510500271256
Position 24556: 0.8250662460369819
Position 27811: 0.6059562051802908
Position 5701: 0.4780069520599563
Position 11686: 0.43745876052610005
Position 17466: 0.4166125412578804
Position 17528: 0.33566735175749723
Position 23639: 0.15581318402780495
Position 23091: 0.12060818091859511
Position 22719: 0.09138646609642341
Position 27897: 0.08777420334960495
Position 25811: 0.08201556814760362
Position 7077: 0.07607374607626433
Position 730: 0.06712309075264294
Position 5362: 0.0593578544352872
Position 24516: 0.058647928932386933
Position 27135: 0.05381103248250219
Position 25312: 0.03910970118701119
Position 28505: 0.03731477676173152
Position 27112: 0.032678460134919436
Position 22927: 0.03073753270667249
Position 27060: 0.023044119561538675
Position 1597: 0.022725097068286904
Position 11224: 0.02257749922360061
Position 28384: 0.021712957204854354
Position 27971: 0.020681450382529276
Position 4558: 0.0183812069426819
Position 6287: 0.016328428442765754
Position 5371: 0.01546344565241721
Position 25926: 0.015059372356400199
Position 5870: 0.015018890711086644
Position 6181: 0.011786542973006627
Position 6072: 0.009859628167951804
Position 4785: 0.009781994918953188
Position 25095: 0.008810292383886014
Position 26849: 0.008787434560173259
Position 554: 0.007764398936492757
Position 6251: 0.007578231947469734
Position 25071: 0.006333183046973514
Position 739: 0.006066271517139793
Position 2002: 0.005930113445670818
Position 1067: 0.005683025117934761
Position 24220: 0.005273405771295758
Position 25247: 0.005272840230189631
Position 26919: 0.005161443023069197
Position 22320: 0.004546429839113421
Position 21194: 0.004093465488699298
Position 5607: 0.0039231812575723874
Position 26701: 0.0037429644169660343
Position 5806: 0.003734203672926127
Position 2541: 0.0032031057923721648
Position 5827: 0.002744204016066613
Position 5846: 0.002232750842342703
Position 26075: 0.0021966103431725896
Position 25884: 0.002094774254996318
Position 1660: 0.0017260186371220647
Position 25443: 0.0017081577653888277
Position 25170: 0.001617285957381926
Position 5240: 0.000807478896080802
Position 6949: 0.0002854005182282535
Position 6196: 0.00024329679876554692
Position 22998: 0.000135321850551034
Position 769: 1.5001776934458247e-05
Position 658: 8.32293400597655e-06
Position 751: 6.0468341042255025e-06
Position 781: 5.372361565492978e-06
