Gene = SWT1
index = 1363
Annotated 5SS: [    85   3846   9573  11319  18034  23371  24978  27265  27852  33563
  45720  47784  49684  57576  64957  74629 114310 119589]
Annotated 3SS: [  3752   9491  11259  17291  23310  24865  27162  27662  33468  45573
  47619  49544  57426  64768  74496 114242 119523 133593]
SMsplice 5SS: [    85   3846   9573  11319  17569  18034  23371  27265  27852  33563
  38094  57576  64957  72616  74629 114310]
SMsplice 3SS: [  3752   9491  11259  17291  17935  23310  27162  27662  33468  37944
  57426  64768  72542  74496 114242 133593]
top_k =  100
Partition function (log Z): -50.03208663099726

Sorted 5' Splice Sites (High to Low Probability):
Position 9573: 0.9999986790988773
Position 11319: 0.9990531421396002
Position 3846: 0.9957349777178045
Position 18034: 0.9612336242642636
Position 85: 0.8794417751829552
Position 23371: 0.4702204489016909
Position 4096: 0.31826706356712575
Position 27852: 0.20009536608766526
Position 10298: 0.1119652485708027
Position 20842: 0.11095021413744077
Position 1252: 0.10977876043862847
Position 9106: 0.09310518825134118
Position 235: 0.06325531625185671
Position 23415: 0.0548818265711865
Position 10765: 0.05383976382957809
Position 230: 0.05301319157741143
Position 24978: 0.04620445063143973
Position 2407: 0.038513586060423925
Position 4032: 0.0312410060328059
Position 18039: 0.02411903178054934
Position 18428: 0.023321634070712485
Position 2566: 0.02197182639331961
Position 4879: 0.020939645483204466
Position 4443: 0.016491793834428444
Position 5885: 0.013995572152234667
Position 10384: 0.011136540770073537
Position 10305: 0.011024322172631242
Position 10114: 0.006943840357829442
Position 12818: 0.0032750857079481095
Position 10852: 0.003272654070876179
Position 249: 0.0018421420165309617
Position 547: 0.0016600898568559122
Position 89: 0.0007739352198936025
Position 20311: 0.0006403587353400963
Position 11622: 7.643431049927701e-05
Position 153: 7.516674422292103e-06
Position 11954: 7.070080481256456e-06
Position 93: 6.0332200652526855e-06
Position 9677: 2.2844591126998743e-06
Position 11909: 1.2996840327435193e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9491: 0.9997789428652962
Position 17935: 0.9848694713416809
Position 11259: 0.9824587522844634
Position 3752: 0.7393662591427609
Position 23310: 0.6291868164922808
Position 3956: 0.33677745840633844
Position 3760: 0.2563687185750441
Position 27662: 0.23917462736980905
Position 26235: 0.23499441470679275
Position 18167: 0.15679728804083468
Position 24865: 0.14774259025752978
Position 20672: 0.13770114971592526
Position 10147: 0.13401404148842502
Position 8975: 0.09310518825134118
Position 29223: 0.087469158073878
Position 1091: 0.07431726326009304
Position 28485: 0.05632852143866461
Position 28037: 0.056297686575122505
Position 10644: 0.05386033944458516
Position 23572: 0.05249283719507978
Position 2357: 0.036322079675430906
Position 23286: 0.030047380278222943
Position 22735: 0.028573269753758894
Position 1217: 0.02225679906861782
Position 4763: 0.020939645483204466
Position 11084: 0.016594185598286834
Position 4318: 0.016491793834428423
Position 17291: 0.014996787166700233
Position 5768: 0.013995572152234733
Position 18163: 0.013857514600436787
Position 2339: 0.01368373033536453
Position 3965: 0.012687548231275337
Position 1165: 0.010944010806294507
Position 20090: 0.0072348046103656045
Position 9851: 0.006338281299972802
Position 2360: 0.006282219418870725
Position 20287: 0.0058436764954332135
Position 23670: 0.0054288661661415615
Position 12719: 0.003089812105489813
Position 18558: 0.0024107862756624593
Position 833: 0.002260687303623263
Position 2102: 0.0021123054008144126
Position 2128: 0.0020850776232629914
Position 10764: 0.00175144084901257
Position 10622: 0.0015006376068564709
Position 9872: 0.0006427193113994085
Position 20136: 0.00021930862597444468
Position 9190: 0.00021894280264362584
Position 12669: 0.00018527360245830068
Position 10113: 4.429864965819963e-05
Position 4058: 4.306296231728194e-05
Position 11461: 4.1070862504547226e-05
Position 10117: 3.061112188162026e-05
Position 11489: 1.2827471366656373e-05
Position 11408: 9.822769859446815e-06
Position 11563: 7.014499122300001e-06
Position 11846: 6.575759346054165e-06
Position 11437: 5.69870764632651e-06
Position 9088: 2.114332056023318e-06
Position 11830: 1.7940051679458342e-06
Position 9666: 9.63557992529787e-07
Position 10974: 1.043056540703332e-07
Position 11039: 9.995119535817894e-08
