Gene = AMT
index = 77
Annotated 5SS: [ 393  650 1262 2543 3044 3494 3783 4936]
Annotated 3SS: [ 481 1180 2410 2964 3347 3601 4779 5034]
SMsplice 5SS: [ 315  650 1262 3044 3494 3783 4936 5139]
SMsplice 3SS: [ 495 1180 2964 3347 3601 4779 5034 5523]
top_k =  100
Partition function (log Z): -0.8362821207836697

Sorted 5' Splice Sites (High to Low Probability):
Position 3044: 0.9012068200419278
Position 650: 0.8195377617550579
Position 315: 0.8067075099855426
Position 3494: 0.7649465619221925
Position 1262: 0.7199408046490623
Position 3783: 0.6806319844318227
Position 4936: 0.5979787662931773
Position 5139: 0.5723226981453785
Position 2543: 0.27144408353677835
Position 393: 0.1275593214424589
Position 1062: 0.08429409845626314
Position 3139: 0.07683705798548847
Position 3662: 0.057400485630224506
Position 4016: 0.048274565092964794
Position 2098: 0.03446386728880038
Position 5265: 0.03158683665189227
Position 3365: 0.028612318486204304
Position 2707: 0.02750310576862455
Position 3486: 0.011006076877208105
Position 2491: 0.007161533256119934
Position 1012: 0.006319509266421089
Position 2092: 0.004952572401547247
Position 794: 0.0031390611620834468
Position 4821: 0.002635837072417917
Position 3820: 0.0020922695715828348
Position 1028: 0.0015496034701650099
Position 90: 0.0011743552674472087
Position 956: 0.0009731113421647503
Position 1076: 0.0008061210930815524
Position 131: 0.0008048826234501976
Position 121: 0.000775768069704611
Position 124: 0.0007374243925540822
Position 273: 0.0005431489900436016
Position 10: 0.0004537243895198165
Position 405: 0.00019658197709548664
Position 421: 0.0001788011640745227
Position 772: 0.00016169193789009146
Position 382: 6.319939160257078e-05
Position 25: 7.880229526187428e-06
Position 552: 1.807737450093129e-06
Position 216: 9.66272710751094e-07
Position 42: 6.268102993098304e-07
Position 261: 4.399644650355219e-08
Position 264: 4.170041934031806e-08
Position 259: 2.4588123737506675e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2964: 0.9780438780274171
Position 3601: 0.7581747798285212
Position 5034: 0.6363013166794692
Position 1180: 0.6287428000856523
Position 495: 0.621995401653881
Position 4779: 0.6085360421520484
Position 3347: 0.5559776600019989
Position 5523: 0.5086973744435538
Position 2410: 0.27860561679289847
Position 5072: 0.27046856086663923
Position 3243: 0.16382473039711637
Position 481: 0.11512472985361935
Position 5385: 0.10443659147903409
Position 1142: 0.07407479511997754
Position 892: 0.07309337302892155
Position 3417: 0.05763965744076992
Position 5075: 0.04205614503807688
Position 3934: 0.03307378954220975
Position 1969: 0.032763433555129055
Position 3909: 0.017471868662981907
Position 3359: 0.015716823902527412
Position 2588: 0.014905349491912656
Position 1127: 0.01235460024341067
Position 484: 0.012060102560210242
Position 5244: 0.011989787657529338
Position 951: 0.011586802451787328
Position 3283: 0.011406085543192713
Position 847: 0.008543046875038977
Position 2564: 0.008327768295889488
Position 1952: 0.006627452432149202
Position 466: 0.005433198640119019
Position 2614: 0.004269987980822406
Position 703: 0.003669945634721997
Position 191: 0.0030059379639419013
Position 3617: 0.0017171865393973927
Position 649: 0.0006620846696378787
Position 448: 0.0006149523255374493
Position 1048: 0.0005918676052849159
Position 939: 0.0005628701861305132
Position 984: 0.0005549346102915731
Position 997: 0.0005229884630916153
Position 382: 0.00031361420470585273
Position 1103: 0.0002997247326560794
Position 613: 0.0002891318368977507
Position 225: 0.0002676604069116357
Position 973: 0.00025983941360459083
Position 1186: 0.0002510405507245666
Position 471: 0.00023953953293118712
Position 571: 0.00023373230566949618
Position 566: 0.00016157523548378746
Position 259: 0.00011689569949873721
Position 296: 0.00010380008053429537
Position 211: 8.262435332425554e-05
Position 392: 2.9172067481896174e-05
Position 1924: 2.5553703069366043e-05
Position 793: 2.440620038495626e-05
Position 207: 1.6865192993096956e-05
Position 159: 1.530118824338391e-05
Position 683: 8.117577100653707e-06
Position 558: 7.926353577222192e-06
Position 434: 4.187665604917108e-06
Position 350: 3.7746565781082816e-06
Position 227: 3.0441191402921097e-06
Position 209: 1.441847435900388e-06
Position 222: 2.496791829330415e-08
