Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  100
Partition function (log Z): 29.70190115491149

Sorted 5' Splice Sites (High to Low Probability):
Position 12673: 0.9981318266130909
Position 5691: 0.9947923651534603
Position 12155: 0.9893782991159072
Position 8750: 0.9872800838935548
Position 13330: 0.9782397775858477
Position 14308: 0.976779443692821
Position 11051: 0.9632684748376887
Position 135: 0.9561561396636671
Position 8177: 0.9515463527443342
Position 10807: 0.8163988456231434
Position 14970: 0.7197947675953236
Position 10063: 0.710309814447138
Position 13695: 0.707665899877474
Position 9427: 0.6502018719751879
Position 9831: 0.6015786184824314
Position 15266: 0.5802994467670696
Position 7839: 0.5723583602187645
Position 6133: 0.32318622367747835
Position 9999: 0.2887329517393279
Position 7344: 0.14935009879195218
Position 7076: 0.14320812079137152
Position 13044: 0.14006257840579753
Position 274: 0.09623985040834235
Position 15188: 0.09510385248944297
Position 10322: 0.08548335658706556
Position 10503: 0.08243767951211269
Position 302: 0.06803914750001877
Position 365: 0.05093784967390511
Position 10846: 0.037727681669132214
Position 15153: 0.0334102475281011
Position 7805: 0.024913060172768474
Position 15201: 0.024649439942342685
Position 8427: 0.02416942699151792
Position 14287: 0.023147046247957652
Position 13881: 0.0210300052565236
Position 12430: 0.01786081528417067
Position 326: 0.01569546883007882
Position 15719: 0.012510526264457414
Position 13105: 0.012345546459860902
Position 15273: 0.011763832184807772
Position 14538: 0.011194926939140641
Position 2045: 0.011128625095483388
Position 8316: 0.008207844325285025
Position 65: 0.008193883220718224
Position 310: 0.007273832529529903
Position 2545: 0.006983021743047084
Position 2773: 0.006616459043157103
Position 14670: 0.006172861027004931
