Gene = G0S2
index = 571
Annotated 5SS: [130]
Annotated 3SS: [232]
SMsplice 5SS: [130 342]
SMsplice 3SS: [232 425]
top_k =  100
Partition function (log Z): -2.5002307852302934

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9919175908699639
Position 342: 0.5921817194388241
Position 334: 0.01748362629734811
Position 53: 0.00572468960534666
Position 170: 0.0017277588543862616
Position 57: 0.00042079182113437523
Position 532: 0.00016777650906193254
Position 133: 0.00012477147904651586
Position 5: 1.5481965805533228e-07
Position 119: 1.0595349589670336e-07
Position 379: 9.763079143757988e-09
Position 346: 8.382192631062009e-09
Position 233: 4.051557356000882e-09
Position 180: 2.558450728994473e-09
Position 274: 2.069827217217063e-09
Position 376: 1.1620525287019285e-09
Position 400: 2.0380434942230505e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.9994310944742034
Position 425: 0.4150996855220023
Position 441: 0.07805557013579169
Position 564: 0.02661409496575073
Position 731: 0.017806985572317018
Position 444: 0.01688999567218316
Position 750: 0.011363432040293756
Position 465: 0.009325624457035758
Position 576: 0.008697898300801343
Position 407: 0.0061772599421751955
Position 483: 0.00556407387336112
Position 877: 0.0050967922607308225
Position 810: 0.002613607430139334
Position 695: 0.0013816145967661313
Position 668: 0.0012870853698594017
Position 495: 0.0009342329795226538
Position 448: 0.0005321163150482163
Position 767: 0.0005193539720571066
Position 779: 0.0004287057434757661
Position 733: 0.00035477832398358837
Position 206: 0.00023744061691458314
Position 492: 0.00023168054067393166
Position 507: 0.00021379902806298735
Position 782: 0.00012698449875224124
Position 477: 0.00012020978275512205
Position 671: 0.00011647559412340524
Position 688: 0.00010853044426799757
Position 499: 9.262686803026814e-05
Position 514: 9.080513303046526e-05
Position 593: 4.1725319324103385e-05
Position 510: 4.093346197621902e-05
Position 794: 3.112356079626508e-05
Position 300: 3.0775886126489754e-05
Position 690: 2.8247017053803162e-05
Position 257: 2.0758811866357606e-05
Position 252: 1.761660152781873e-05
Position 250: 1.655709452389734e-05
Position 279: 4.06627107535092e-06
Position 259: 2.80258229488341e-06
Position 303: 1.6306140805797175e-06
Position 318: 6.512833336065807e-08
Position 315: 6.346416271237108e-08
Position 282: 6.274662767433958e-08
Position 160: 1.2428492110737658e-08
Position 324: 9.302532009615685e-09
Position 165: 9.014112705542347e-09
Position 264: 8.0213554016815e-11
