Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  100
Partition function (log Z): -19.485727455067547

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9025920140943076
Position 2369: 0.8801238512703249
Position 2174: 0.6270799678397588
Position 8083: 0.5745181036161018
Position 473: 0.46976860085776795
Position 3904: 0.04165816182500498
Position 3689: 0.029395800766190493
Position 2446: 0.009055323792884332
Position 715: 0.0011829770549299046
Position 1452: 0.0009112301623982236
Position 159: 0.0003720419290211812
Position 330: 0.00030250818579927066
Position 44: 0.00012769267319342946
Position 163: 5.722862890022016e-05
Position 232: 2.7943521672877205e-05
Position 269: 1.9056213431216584e-05
Position 30: 1.633009681371392e-05
Position 319: 1.1519017937622312e-05
Position 364: 1.0368878813970925e-05
Position 347: 7.570983615884502e-06
Position 105: 6.695341800923829e-06
Position 298: 5.587649375637961e-06
Position 26: 3.1058031200901818e-06
Position 450: 2.8653510388612387e-06
Position 271: 1.5909692821829748e-06
Position 333: 7.536723479635089e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2035: 0.5293366685111719
Position 2289: 0.5139023397541918
Position 2260: 0.3550229098083705
Position 424: 0.33144711778518404
Position 7971: 0.3265538090907369
Position 6109: 0.28332784368073083
Position 8010: 0.2651632566961709
Position 11786: 0.13091481022677298
Position 11766: 0.12275777222803705
Position 2081: 0.10479647314654136
Position 8359: 0.09045210684253992
Position 9534: 0.08731665271931989
Position 2893: 0.060816253399227936
Position 10767: 0.05916703469088584
Position 8866: 0.04016350158282692
Position 2200: 0.03888109076699987
Position 3625: 0.0372928144938871
Position 3571: 0.032522634693162564
Position 362: 0.02924323759257015
Position 8481: 0.025590591571317902
Position 8308: 0.018155633754400883
Position 3679: 0.013242638081006206
Position 465: 0.013133978716821489
Position 1199: 0.009271840278916355
Position 4942: 0.006047946707600624
Position 2759: 0.0038692388419903478
Position 446: 0.002090749890861883
Position 1662: 0.001511045544013065
Position 602: 0.0012409435641693922
Position 2265: 0.0011622155907172142
Position 438: 0.0009827436701878006
Position 2222: 0.0008862175243155155
Position 397: 0.0006469167289516624
Position 1268: 0.0001253227200173896
Position 403: 0.00012079502906842057
Position 556: 9.33007489552823e-05
Position 2331: 6.76006998983577e-06
Position 311: 1.4467842226376178e-06
Position 326: 1.0102055816903925e-07
Position 319: 6.480974411388445e-08
Position 330: 4.010902225495994e-08
Position 333: 3.072965108604782e-08
