Gene = MAPKAP1
index = 816
Annotated 5SS: [   328   2826  14993  87089 113011 129585 166334 188201 204672 228143]
Annotated 3SS: [  2735  14843  86915 112833 129474 166225 188059 204533 228044 233630]
SMsplice 5SS: [   328   2826  14993  22948  86314  87089 107667 113011 129585 151292
 151755 166334 188201 190325 194564 204672 212070 228143 233542]
SMsplice 3SS: [  2735  14843  22847  86160  86915 107595 112833 129474 151195 151624
 166225 188059 190190 194460 204533 211972 228044 233449 233630]
top_k =  100
Partition function (log Z): -111.15198402597869

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9999330193446598
Position 328: 0.7615489568908662
Position 14993: 0.6034898952217959
Position 244: 0.19697410490371287
Position 217: 0.012784234786316082
Position 4: 0.012633788518620685
Position 221: 0.006577836619544463
Position 11216: 0.005729274823445591
Position 148: 0.004544906378699478
Position 465: 0.0032612544055818527
Position 5374: 0.003043246015162471
Position 4522: 0.0027780743712259403
Position 2665: 0.00273708812632541
Position 1181: 0.0026864914801613153
Position 1690: 0.0014183241404646784
Position 6431: 0.0011009326536490524
Position 5661: 0.0002931566841131686
Position 657: 0.00016845634747873853
Position 558: 0.0001394349970129631
Position 123: 3.2295554569915738e-06
Position 146: 1.785556792322915e-06
Position 130: 8.490879935399371e-07
Position 272: 4.286676505987503e-07
Position 304: 3.6556084186739957e-07
Position 370: 1.1798534607343646e-07
Position 292: 6.806858682442701e-08
Position 261: 1.7340668389982538e-08
Position 156: 4.375713691250212e-09
Position 12: 2.1585169197933116e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2735: 0.8846420777162001
Position 19426: 0.7682327239854437
Position 14690: 0.6209083015826404
Position 15730: 0.1142763852151451
Position 2715: 0.0626483019462931
Position 2593: 0.05221179994107594
Position 7338: 0.017828881343275697
Position 11724: 0.017779568907688822
Position 6212: 0.008112160481016747
Position 5485: 0.0070761900431913416
Position 11166: 0.0065230920856500394
Position 5579: 0.0061725164860728125
Position 11699: 0.005782815092206103
Position 3190: 0.004483624134408649
Position 5786: 0.0034315423540185303
Position 11051: 0.003225117742338187
Position 2742: 0.0030959944976744454
Position 5192: 0.003043246015162471
Position 10268: 0.002931782753266555
Position 9963: 0.002810728945090739
Position 4294: 0.002518784955669827
Position 4265: 0.0022959037272287223
Position 8298: 0.001956732583124061
Position 6043: 0.00158870593080699
Position 7678: 0.001532777198855236
Position 3169: 0.0013486080416039905
Position 4334: 0.0013329663344887326
Position 4091: 0.0012876651211713936
Position 1491: 0.0010592981999183724
Position 8794: 0.0009889525473032296
Position 6233: 0.0009622780788748102
Position 7334: 0.0008636904916939635
Position 2928: 0.0007050699622366889
Position 4649: 0.0006970473646608717
Position 5549: 0.0006759607252990551
Position 6016: 0.0006317364883816998
Position 4125: 0.0006286957198626047
Position 102: 0.0005671413817831135
Position 4063: 0.0004847168504766526
Position 440: 0.00043599704931647173
Position 3466: 0.00041171663604768746
Position 6215: 0.0003276672622753665
Position 3926: 0.0003043727031284838
Position 4900: 0.0002776675308306715
Position 5449: 0.000259937008121644
Position 4798: 0.00024131577134170872
Position 3165: 0.00023137215232179649
Position 1519: 0.00022725923929848083
Position 4801: 0.00022658369400199946
Position 4420: 0.00021466080348178787
Position 3870: 0.0002134257116134834
Position 4868: 0.000201639000597947
Position 3226: 0.00016016181986694712
Position 2664: 0.00013247227001378777
Position 1020: 0.00012551461560120377
Position 2986: 0.00010341552634619428
Position 217: 8.57367887661586e-05
Position 1535: 8.406717562879839e-05
Position 3039: 7.367762968237519e-05
Position 1058: 6.0017685264908875e-05
Position 1462: 4.769952561903266e-05
Position 1099: 2.5584947193956225e-05
Position 183: 2.4632812975519753e-05
Position 2522: 4.745874712423252e-06
Position 4306: 1.0165760340421221e-06
Position 116: 8.87913874768476e-07
Position 213: 8.18548126176066e-07
Position 2390: 7.640291059399279e-07
Position 2418: 5.680271979115568e-07
Position 2463: 3.6382405870592794e-07
