Gene = UBIAD1
index = 1520
Annotated 5SS: [855]
Annotated 3SS: [12437]
SMsplice 5SS: [  116  2107 12527]
SMsplice 3SS: [ 2043 12437 14357]
top_k =  100
Partition function (log Z): -11.61564706981371

Sorted 5' Splice Sites (High to Low Probability):
Position 2107: 0.9610014138071735
Position 12527: 0.645586188684645
Position 855: 0.5113732362405942
Position 116: 0.4126263584918366
Position 230: 0.2869135461574672
Position 944: 0.11753759291860094
Position 618: 0.10536312622263964
Position 280: 0.06440916619320115
Position 578: 0.03428677900665484
Position 123: 0.01053200862155048
Position 724: 0.01019867405390632
Position 341: 0.00794934290695806
Position 5533: 0.003481510147282719
Position 157: 0.002618662698975638
Position 555: 0.0007580340075524332
Position 755: 0.00030505263018731823
Position 2574: 4.439971458935526e-05
Position 126: 5.9534797843416e-07
Position 70: 4.991004358796654e-07
Position 460: 3.709111153146374e-07
Position 150: 1.435431497776857e-09
Position 155: 1.3144165169230847e-09
Position 173: 7.223934566885138e-11
Position 206: 4.2400774357322545e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2043: 0.9613598226442025
Position 12437: 0.7526050381797447
Position 14357: 0.38834527464114416
Position 652: 0.3299608026631947
Position 13354: 0.21668223634072412
Position 851: 0.1337743586078896
Position 5431: 0.09775576384844824
Position 884: 0.052699278901643144
Position 12612: 0.04055867770277731
Position 712: 0.04008950626861769
Position 8799: 0.03756638928661884
Position 5650: 0.021851348013544308
Position 4465: 0.020466851635961292
Position 7897: 0.013462835472007818
Position 7795: 0.010595125429652026
Position 5683: 0.009871125323478667
Position 6242: 0.008963347604698774
Position 546: 0.008846789916771949
Position 7381: 0.008030374101339223
Position 4486: 0.004530178984205598
Position 7361: 0.0032967589246044
Position 5470: 0.0030644609091946984
Position 570: 0.0025988108975154626
Position 3165: 0.0024114109530512483
Position 340: 0.0015175008970609242
Position 1012: 0.0009975303081380378
Position 3209: 0.0009945651653488422
Position 298: 0.0006627837996287495
Position 1428: 0.0003294486866306585
Position 531: 0.00031187115710305634
Position 428: 0.0002849332508259582
Position 201: 0.00017338240428414238
Position 457: 0.00011714199697329977
Position 486: 9.161990278727784e-05
Position 2424: 4.439971458935526e-05
Position 432: 3.0316232353556825e-05
Position 453: 2.1930404096229557e-05
Position 355: 1.2398405492108871e-05
Position 501: 8.374163674976712e-06
Position 670: 1.7969878146838783e-06
