Gene = DTL
index = 473
Annotated 5SS: [  366  7542  9182 11636 11841 27373 29453 31309 32751 33127 36637 42686
 45174 65508]
Annotated 3SS: [ 7415  9082 11573 11719 27306 29339 31234 32646 33021 36523 42595 45037
 64674 67264]
SMsplice 5SS: [  366  1892  3966  7296  7542  9182 11636 11841 29453 31309 32751 33127
 36637 42686 65508 67192 67376]
SMsplice 3SS: [ 1775  3887  7247  7415  9082 11573 11719 29339 31234 32646 32972 36523
 42595 65415 67012 67264 67496]
top_k =  100
Partition function (log Z): -19.613080349648314

Sorted 5' Splice Sites (High to Low Probability):
Position 1892: 0.9999999999999988
Position 9182: 0.9999965215017256
Position 7542: 0.9787421647937528
Position 11841: 0.9746981847761901
Position 3966: 0.9439501231530175
Position 7296: 0.8018037379862059
Position 11636: 0.7988738042327329
Position 366: 0.7294815801927657
Position 995: 0.49332656514572043
Position 489: 0.1694718419259068
Position 6476: 0.1416376046089109
Position 158: 0.12314295403915582
Position 1171: 0.11689846691581403
Position 5387: 0.06899114590762996
Position 1052: 0.06708518467716525
Position 6833: 0.0540136207744437
Position 7100: 0.048306453463334315
Position 7967: 0.0415016751183352
Position 12398: 0.01629475771183824
Position 2130: 0.010353955565387755
Position 11812: 0.010069974847137871
Position 62: 0.008594381308152776
Position 11845: 0.008271348559978417
Position 12261: 0.0030827491576031762
Position 5239: 0.0023300521414823003
Position 5245: 0.0018321971590090924
Position 4: 0.0010959435854456143
Position 777: 0.0009368868297309482
Position 9504: 0.0008702898858532962
Position 581: 0.0006949563313272253
Position 691: 0.0004979806907039124
Position 174: 0.00037560171601541594
Position 162: 0.0003623024487115475
Position 153: 0.00023492368394353278
Position 229: 0.00012144607400078898
Position 204: 6.512406298156112e-05
Position 195: 4.2622539701554524e-05
Position 226: 1.7130294314193148e-05
Position 329: 4.09086555672575e-06
Position 370: 2.1522585653569046e-06
Position 8: 1.5086307362490797e-06
Position 128: 4.7472364217121324e-07
Position 576: 3.2824385709608477e-07
Position 499: 1.543063496276968e-07
Position 224: 1.3238425852357768e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9082: 0.9999965215017256
Position 1775: 0.9951822387841088
Position 11719: 0.9708340759471987
Position 7415: 0.9034725643177055
Position 11573: 0.7240487610532008
Position 7247: 0.7140806657634834
Position 3887: 0.4595447076366077
Position 3841: 0.41872869934975276
Position 18468: 0.3349659962137518
Position 12637: 0.2430080193981496
Position 906: 0.20414146409969935
Position 6364: 0.14163760460891087
Position 18035: 0.13352819609886327
Position 746: 0.13131549447959712
Position 956: 0.08486286306333952
Position 290: 0.08324056615196054
Position 7103: 0.07985878345351388
Position 776: 0.07794692592833538
Position 6909: 0.07546433705090802
Position 18775: 0.06054053275196132
Position 7462: 0.05597600565768327
Position 11269: 0.0541456933059905
Position 6746: 0.0540136207744437
Position 5355: 0.04809704578161275
Position 976: 0.045893966326431335
Position 14086: 0.04306063908611472
Position 16114: 0.04213048145457032
Position 3822: 0.040316044916886395
Position 16783: 0.035663477299591656
Position 11726: 0.027915572459310548
Position 851: 0.026038470648531226
Position 15460: 0.02405159581678854
Position 7837: 0.023165594788244454
Position 11360: 0.02192970146703395
Position 12000: 0.021153375686652223
Position 5324: 0.020563328786188828
Position 3768: 0.019270602596272533
Position 625: 0.014851602703638504
Position 12053: 0.012755305562805751
Position 11954: 0.012348919396348999
Position 15375: 0.011713130733152815
Position 1014: 0.010873795925729287
Position 1086: 0.010029955998558956
Position 1977: 0.009928520638146147
Position 7746: 0.009877923220284843
Position 12341: 0.0077597014116794465
Position 12314: 0.006983144460400062
Position 14679: 0.006694799043624809
Position 3746: 0.00609006865349709
Position 808: 0.005928355672583617
Position 15599: 0.005472087104314456
Position 937: 0.005328181976287848
Position 7834: 0.004785209411678246
Position 1753: 0.004778717429673387
Position 13366: 0.004544066572308139
Position 5155: 0.004493020640319751
Position 992: 0.004306302552646725
Position 12657: 0.0029556587447140607
Position 584: 0.002553029293732699
Position 7751: 0.002466713605551606
Position 233: 0.0024045557761703485
Position 11982: 0.00219497256804641
Position 7900: 0.00120623409257604
Position 340: 0.001044476481041237
Position 346: 0.0010112204807529565
Position 11934: 0.0008929156489066032
Position 9404: 0.0006350795444930983
Position 2007: 0.0004254349272416107
Position 440: 0.00030610138591968887
Position 9356: 0.0002352103413601984
Position 266: 0.0001857008866815483
Position 464: 7.86109246031751e-05
Position 614: 4.5481420237783435e-05
Position 700: 2.1452778909710802e-05
Position 754: 1.5673603511004633e-05
Position 195: 1.5573087865495033e-05
Position 242: 1.3547510737427705e-05
Position 1692: 1.2109540674447229e-05
Position 1716: 1.1724290344019258e-05
Position 1635: 8.397186988102937e-06
Position 1510: 6.8127682090217615e-06
Position 395: 5.407458622194028e-07
Position 295: 2.415231667694357e-07
Position 235: 2.1783406929257524e-07
Position 360: 2.0211722337918504e-07
Position 139: 1.6249669860008276e-07
