Gene = MECR
index = 827
Annotated 5SS: [  202 14345 14928 24171 27802 28990 30417 34735 34992]
Annotated 3SS: [14246 14795 24026 27698 28886 30342 34673 34918 36752]
SMsplice 5SS: [  202   623 10099 14345 14928 24171 27802 28990 29559 30417 34992]
SMsplice 3SS: [  525  9989 14246 14795 24026 27698 28886 29413 30342 34918 36752]
top_k =  100
Partition function (log Z): -21.187882802715354

Sorted 5' Splice Sites (High to Low Probability):
Position 623: 0.8041597792849544
Position 202: 0.45108802347211796
Position 371: 0.229326456151638
Position 345: 0.22262167051547782
Position 10099: 0.21467016274092066
Position 578: 0.1816221365614382
Position 7793: 0.12888829969222695
Position 8090: 0.12535118999283168
Position 6257: 0.027999588622499592
Position 194: 0.027298196489904118
Position 349: 0.024199404056077234
Position 402: 0.02337507920929713
Position 6237: 0.020812013136938985
Position 4529: 0.010779498218198435
Position 152: 0.008368399339434325
Position 289: 0.0068594695620291125
Position 6247: 0.005855623151795615
Position 3223: 0.004441854257601677
Position 53: 0.004371963619223217
Position 709: 0.002401988733521198
Position 4495: 0.00193687494830414
Position 28: 0.0016439375108278434
Position 437: 0.00041267439091128633
Position 239: 0.00020863430145872652
Position 32: 0.0001340838591628778
Position 39: 2.8478666659787897e-05
Position 14: 2.422044334322705e-05
Position 10: 1.96886801624698e-05
Position 435: 1.825901431462838e-05
Position 417: 1.360717960238561e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 525: 0.9962332267250512
Position 9989: 0.3392984414280126
Position 8247: 0.29211961736072267
Position 14418: 0.21467016274092143
Position 7990: 0.13785620423110992
Position 7619: 0.12888829969222695
Position 4616: 0.11775337879853527
Position 6342: 0.06607680959777645
Position 6142: 0.05996323925950581
Position 4193: 0.03131061912682823
Position 7987: 0.02950158298136876
Position 9270: 0.02644700586887204
Position 8120: 0.026090379791443314
Position 6279: 0.013056047774679148
Position 5394: 0.011436583612091064
Position 8172: 0.009300901844528309
Position 2940: 0.005083881767981526
Position 2999: 0.003675795915489359
Position 5889: 0.003196345171439452
Position 1968: 0.0029253373915335223
Position 3061: 0.0026679419866064515
Position 3035: 0.0022827337369818084
Position 4032: 0.002070347982684611
Position 2725: 0.001709234390581838
Position 886: 0.0011845116653941472
Position 2230: 0.001114373755123471
Position 500: 0.0007000437415938687
Position 2965: 0.0006533966123644874
Position 733: 0.0006486704335495414
Position 1358: 0.0006240643995501467
Position 3123: 0.0003736491274342827
Position 348: 5.868650261595854e-06
Position 441: 2.1653495325169435e-07
Position 565: 9.524403756333895e-08
