Gene = NFIL3
index = 938
Annotated 5SS: [223]
Annotated 3SS: [12955]
SMsplice 5SS: [  223 13013 13252]
SMsplice 3SS: [12955 13133 13701]
top_k =  100
Partition function (log Z): -11.210612530083273

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9999119243773869
Position 13252: 0.3470915709967044
Position 4972: 0.19471530177301005
Position 1798: 0.1839728513445147
Position 1432: 0.028117535644771343
Position 6108: 0.004800590100727137
Position 1863: 0.003193289162337175
Position 921: 0.0009137671314568995
Position 539: 0.00023539216345898472
Position 1288: 0.00018975286889224815
Position 1344: 0.0001172233731217841
Position 834: 0.00011462697173765773
Position 940: 0.00011458600562938893
Position 1463: 9.842044114615922e-05
Position 333: 2.968565420326299e-05
Position 694: 1.3237392692094097e-05
Position 639: 8.082583386684475e-06
Position 877: 7.209185744581961e-06
Position 475: 4.730267368655149e-06
Position 302: 3.3367527077321895e-07
Position 360: 1.3270173331614415e-07
Position 426: 1.108387645743789e-07
Position 318: 2.4348468416292855e-08
Position 325: 1.992389014289564e-08
Position 316: 1.5687812381124162e-09
Position 400: 2.070293686770472e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12955: 0.8305795716395816
Position 13701: 0.3470915709967044
Position 4849: 0.1476868604126893
Position 1564: 0.09714758258975405
Position 1711: 0.07992639408627158
Position 6314: 0.07852683407922369
Position 4896: 0.05237080915236681
Position 1217: 0.028241579799931322
Position 5897: 0.021495380296112192
Position 1650: 0.02145249572686529
Position 4216: 0.011260985086279977
Position 1401: 0.010480794679549228
Position 3662: 0.006114318911188899
Position 2699: 0.005549062872957599
Position 5970: 0.005217180917953279
Position 522: 0.0034295426830543534
Position 4038: 0.003022977782125325
Position 404: 0.002595634421364908
Position 1101: 0.0015196125040056096
Position 444: 0.0013956626000732142
Position 1831: 0.0013542224184219
Position 1415: 0.0013394173209821591
Position 3250: 0.0012774534580139029
Position 766: 0.0012713428164365236
Position 1507: 0.0007350190979592405
Position 2078: 0.0006351182398128726
Position 601: 0.0004881184388882736
Position 2103: 0.0004412976841105498
Position 783: 0.0004333418138910502
Position 704: 0.0003003758069078037
Position 809: 0.00014902919688655075
Position 1288: 6.667581907335147e-05
Position 1382: 2.5982626113247772e-05
Position 1540: 1.9437930440387298e-05
Position 425: 7.233448211597479e-06
Position 465: 8.075147023542284e-07
Position 1182: 6.585645350798532e-07
Position 833: 1.708246419885377e-08
