Gene = ALDH4A1
index = 70
Annotated 5SS: [   92 12542 13192 16090 17081 19275 19430 20854 23254 25138 25346 26239
 27172 28091 29750]
Annotated 3SS: [12447 13098 16041 16924 19124 19354 20665 23179 24940 25297 26085 27049
 27971 29595 30762]
SMsplice 5SS: [   92 12542 13192 16213 17081 19275 19430 20854 23254 25138 25346 27172
 28091]
SMsplice 3SS: [12447 13098 16041 16924 19124 19354 20665 23179 24940 25262 27049 27971
 28963]
top_k =  100
Partition function (log Z): 37.997413823663116

Sorted 5' Splice Sites (High to Low Probability):
Position 23254: 1.0000000000000029
Position 25346: 0.9999799035774967
Position 28091: 0.9998290307646301
Position 92: 0.9971861317245585
Position 17081: 0.9919732365586013
Position 27172: 0.9899097942411258
Position 25138: 0.9817133860771506
Position 13192: 0.9794006664757818
Position 12542: 0.9603043206141941
Position 19275: 0.8928761513945195
Position 20854: 0.8188092909344049
Position 4828: 0.7401662104366815
Position 26239: 0.5973775646018957
Position 19430: 0.5245076107235305
Position 3453: 0.5032900047155239
Position 7178: 0.4801783205710486
Position 20351: 0.449806647903488
Position 19447: 0.40842896047431176
Position 7116: 0.3612792294897844
Position 16213: 0.34521997610936145
Position 16090: 0.2943163832291598
Position 1679: 0.2582266993877541
Position 13636: 0.24632519467935257
Position 12761: 0.2411012279432534
Position 26011: 0.21423926696716897
Position 18225: 0.19234335920064788
Position 16209: 0.19070058520582553
Position 26965: 0.14717999129963405
Position 15844: 0.13141249158923007
Position 20574: 0.12215857021777904
Position 22540: 0.11843711493456613
Position 21227: 0.09783693295399429
Position 19196: 0.0949232731798644
Position 15853: 0.08958571884360719
Position 28442: 0.08421356145545464
Position 27631: 0.07796505219247113
Position 26719: 0.07467757268848121
Position 27481: 0.05374174259234586
Position 27358: 0.04947808474017946
Position 1037: 0.04680461750865148
Position 21135: 0.046761119044189524
Position 24997: 0.04380662420731532
Position 26788: 0.042704800006489047
Position 6901: 0.0417232953817967
Position 25026: 0.04165045487105094
Position 18254: 0.04051080254509762
Position 13610: 0.0337137154612027
Position 16217: 0.03152706543641689
Position 23687: 0.029949352662533225
Position 24138: 0.028260540087361247
Position 6968: 0.028040051743736714
Position 24864: 0.02043242981046618
Position 2664: 0.018028614710177953
Position 13205: 0.01746023490158714
Position 17863: 0.01579047337050761
Position 26248: 0.013614022344351228
Position 24245: 0.013375951539644833
Position 27476: 0.011246649175931437
Position 18150: 0.009420095388176175
Position 17072: 0.00802676344139856
Position 23878: 0.007775798246313335
Position 25605: 0.007258925165659589
Position 7224: 0.0057351585398565715
Position 29085: 0.005565943017261412
Position 19267: 0.005270778745218109
Position 27076: 0.00496134172992573
Position 25995: 0.004395629315953658
Position 25129: 0.004350774492950109
Position 19126: 0.0029323478255025926
Position 13259: 0.002303149427433986
Position 19259: 0.0012377361173458118
Position 19257: 0.0009380096112622628
Position 13188: 0.0008912732198669807
Position 19184: 0.0008691699835449285
Position 96: 0.0002466109893291897
Position 28574: 0.00020013293566185792
Position 28095: 0.00017096923537219605
Position 19203: 0.0001228114569829208
Position 13159: 0.0001210372057857179
Position 27196: 0.00011159963427244369
Position 13186: 9.614223459386307e-05
Position 1123: 5.7067929994207194e-05
Position 293: 9.708957813403958e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 27971: 0.9999936488369727
Position 19124: 0.9990255774247035
Position 13098: 0.9987939769418216
Position 27049: 0.994645387327982
Position 25262: 0.9909255623610299
Position 23179: 0.976152709082278
Position 24940: 0.9678769073975017
Position 12447: 0.960304320614197
Position 16924: 0.9486045754235941
Position 19354: 0.9329365711978439
Position 16041: 0.8424628844211566
Position 20665: 0.8188092909344058
Position 7034: 0.5060759426000256
Position 3374: 0.503290004715524
Position 20246: 0.4939797471848817
Position 4617: 0.4267919389343262
Position 26085: 0.3864793127644058
Position 4582: 0.3133742715023531
Position 28963: 0.31054597311109916
Position 7104: 0.2741579975403878
Position 26596: 0.2645623639946039
Position 28282: 0.2590282976429962
Position 12631: 0.2411012279432534
Position 18107: 0.20541495544766547
Position 15756: 0.1930269907867235
Position 27298: 0.19243152870092797
Position 26135: 0.17518957705393648
Position 25978: 0.17427879825040804
Position 13319: 0.1574961197586856
Position 29595: 0.1311596522805691
Position 13457: 0.12178050787307979
Position 21059: 0.11932341813025432
Position 1394: 0.10924170181720841
Position 25089: 0.10364710676616981
Position 30762: 0.10112690921425369
Position 20487: 0.07798547093638464
Position 22372: 0.07597720490167958
Position 28633: 0.07532498390250617
Position 25927: 0.07222342128400512
Position 6821: 0.0697633471255337
Position 6992: 0.06695876846027649
Position 16891: 0.04995450246754289
Position 29651: 0.0475195831370467
Position 1592: 0.04590210422399325
Position 22341: 0.04245991003288654
Position 29550: 0.04069835756400598
Position 30860: 0.04020913548882485
Position 17990: 0.036859301686256445
Position 29875: 0.03447845870597538
Position 870: 0.03372306876858538
Position 15705: 0.027971219646113692
Position 1589: 0.026808148985712897
Position 23585: 0.025395650255882106
Position 30542: 0.02370626935948452
Position 23030: 0.023613036904576713
Position 23823: 0.02329689492622133
Position 21093: 0.021311876429985315
Position 24734: 0.02043242981046618
Position 1343: 0.019860233770037417
Position 1554: 0.019683225449697424
Position 16153: 0.019301125559605312
Position 26103: 0.018951580270679367
Position 17802: 0.015470424886929835
Position 28364: 0.015270918347922866
Position 1491: 0.014268864399994783
Position 24180: 0.013375951539644833
Position 1614: 0.013152223313350067
Position 2590: 0.012647721374247054
Position 29343: 0.009213788473132038
Position 1220: 0.008293340545328301
Position 24026: 0.006698872134917181
Position 667: 0.0061254834014404175
Position 23871: 0.00604057127253605
Position 25297: 0.0058958855190703804
Position 25466: 0.004787229209468597
Position 23533: 0.004553702406651125
Position 21035: 0.003962757437944401
Position 2627: 0.003518485824058044
Position 25331: 0.0031501142109287977
Position 964: 0.002315622695368532
Position 892: 0.0021399622449548667
Position 2405: 0.0018624075118729448
Position 26106: 0.001524665900074938
Position 16874: 0.0014409221088615097
Position 25496: 0.0012243465657803942
Position 12904: 0.0012046983568771855
Position 1646: 0.0010168568824312774
Position 26037: 0.0009791277058594301
Position 25470: 0.000957582992499983
Position 28344: 0.0009020917465870002
Position 28341: 0.0007952184339744613
Position 13523: 0.0007622825087907655
Position 27052: 0.0003373482773409252
Position 25435: 0.0002897663979106111
Position 13255: 0.00027382816635460446
Position 22890: 0.0002342540131489245
Position 17702: 0.00022365605891971172
Position 19054: 0.00014470088953427772
Position 17725: 9.639242465806152e-05
Position 27738: 6.351163029830342e-06
Position 25304: 5.566971263126094e-06
