Gene = MOCS2
index = 854
Annotated 5SS: [ 509 1238 2683 7663 8401 9349]
Annotated 3SS: [ 1115  2537  7534  8249  9224 11091]
SMsplice 5SS: [  48 2683 4894 7663 8401 9349]
SMsplice 3SS: [ 2537  4692  7534  8249  9224 11091]
top_k =  100
Partition function (log Z): 3.7691618254235686

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.9897345358732305
Position 9349: 0.987951834233265
Position 48: 0.9730144397632668
Position 7663: 0.940747174689751
Position 8401: 0.7923775556694223
Position 4894: 0.6266865967225793
Position 2873: 0.39641430773282393
Position 10734: 0.153871516095329
Position 2984: 0.14623026262024866
Position 2432: 0.13547396048013147
Position 8013: 0.11547850780912705
Position 1238: 0.10416269679062855
Position 10882: 0.09092614172018942
Position 10613: 0.0898002905129732
Position 10326: 0.08047965243949166
Position 10448: 0.07390177188282228
Position 9537: 0.052299575715557683
Position 7788: 0.041108642676577434
Position 2420: 0.03353487583412646
Position 6080: 0.033212415586667765
Position 2365: 0.032536897597722214
Position 11153: 0.03164996372455726
Position 2038: 0.022709224366931985
Position 6161: 0.022312371242961912
Position 509: 0.018995831503315342
Position 9560: 0.011662534149253586
Position 137: 0.0104053877183718
Position 702: 0.009228941203794106
Position 713: 0.00881625953792422
Position 2687: 0.00825965378068396
Position 7924: 0.008096412769418682
Position 7659: 0.0070312552267507876
Position 3279: 0.0060211900750484935
Position 3148: 0.0058809091054512425
Position 79: 0.005385316452107863
Position 1779: 0.0045620720685425895
Position 1116: 0.003699214102227756
Position 1352: 0.0031908371252288956
Position 1078: 0.0027551529529208315
Position 63: 0.0012611238138436139
Position 1241: 0.0012441944746858548
Position 9791: 0.0012200177224536085
Position 61: 0.0009999577462004405
Position 2744: 0.0009620520683556008
Position 470: 0.0009491295733769753
Position 9331: 0.0009370364875947363
Position 688: 0.0002877234792935222
Position 965: 0.00022928902523757113
Position 9684: 0.0001260431663751992
Position 6233: 0.00010084179240198053
Position 6165: 9.973012402675384e-05
Position 961: 3.6179628171547053e-05
Position 800: 3.163035333176685e-05
Position 183: 2.556336301702695e-05
Position 33: 3.986274714251113e-06
Position 280: 3.3349101157694392e-06
Position 261: 1.6693000286776295e-07
Position 67: 1.3192019234203732e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2537: 0.9894983232448968
Position 7534: 0.9723585704135826
Position 11091: 0.9233083754382371
Position 8249: 0.7680636620434292
Position 9224: 0.6551519683943523
Position 4692: 0.6266865967225794
Position 10532: 0.35812190485631396
Position 2809: 0.20570365697343207
Position 2307: 0.20177435996684048
Position 9163: 0.19894938590925001
Position 2832: 0.1814970796647326
Position 10098: 0.15836015613625448
Position 2779: 0.15438626432720667
Position 1115: 0.09874761136687593
Position 7734: 0.08778179915064128
Position 9160: 0.08044680417820309
Position 9488: 0.07104314404895735
Position 5938: 0.05572535874605839
Position 9271: 0.05182441901635115
Position 11242: 0.04166254458093361
Position 7972: 0.03402596658530114
Position 8198: 0.024313893625992598
Position 10592: 0.023272057153577146
Position 7824: 0.018295657022099978
Position 1025: 0.01403927729917817
Position 350: 0.012306981857577861
Position 1909: 0.011026496931132761
Position 1591: 0.010622600534983604
Position 2983: 0.00794784640593765
Position 2581: 0.007167810195504265
Position 651: 0.006207559586610848
Position 10180: 0.005856946937623326
Position 1921: 0.0056221989693582075
Position 9448: 0.004312377977106345
Position 621: 0.0041756704259718076
Position 508: 0.0028888045778996748
Position 3130: 0.0025686259340386617
Position 1155: 0.0022652067796378036
Position 253: 0.0021556375952627325
Position 8914: 0.0020413787142114295
Position 2476: 0.0018558226370584375
Position 369: 0.0016599288465558438
Position 3147: 0.001385626840523419
Position 2559: 0.0009386434402934392
Position 8990: 0.00047491450849127616
Position 2431: 0.0003107744273867883
Position 545: 6.437427295490639e-05
Position 824: 6.0093002421318106e-05
Position 847: 4.434793490999615e-05
Position 486: 3.676016662491436e-05
Position 284: 2.4655794336100318e-05
Position 250: 1.7790196346615664e-05
Position 2848: 1.3811109971182765e-05
Position 390: 1.2853586626699535e-05
Position 131: 9.757202264111005e-06
Position 420: 9.17814991443619e-06
