Gene = CIART
index = 372
Annotated 5SS: [  76 1091 1338 1962 2166]
Annotated 3SS: [ 664 1261 1882 2053 3888]
SMsplice 5SS: [  76 1091 1338 1962]
SMsplice 3SS: [ 918 1239 1882 3888]
top_k =  100
Partition function (log Z): 4.109077951360935

Sorted 5' Splice Sites (High to Low Probability):
Position 1962: 0.9744336518669829
Position 76: 0.9675423362119204
Position 1338: 0.9610210730243149
Position 1091: 0.9125818152500069
Position 2166: 0.6827065090617058
Position 4079: 0.2527161910915245
Position 2627: 0.11909522613854179
Position 4223: 0.08968727663943035
Position 281: 0.047660592286964766
Position 2193: 0.03948507983573857
Position 2559: 0.034543275919322575
Position 3286: 0.026857328158932298
Position 825: 0.02536154401940371
Position 1756: 0.023653194456468442
Position 1105: 0.01924643851524571
Position 1053: 0.015226428126379327
Position 1023: 0.011256290760088383
Position 181: 0.00797071357812795
Position 939: 0.007046212720536937
Position 671: 0.0027786027308044437
Position 975: 0.0021086038434145363
Position 2082: 0.0019696480619819596
Position 801: 0.0019289837125932303
Position 512: 0.0016579236489507898
Position 1712: 0.0016549386721832714
Position 1191: 0.0014958970543227795
Position 685: 0.0014823712964346393
Position 409: 0.0014575952280614208
Position 105: 0.0014381713913015136
Position 3290: 0.0009326835578826601
Position 1933: 0.0008112440355558725
Position 2935: 0.0006784489446140372
Position 1160: 0.00037403290766022736
Position 1323: 0.00014136689914045429
Position 1369: 0.0001267427293216302
Position 552: 0.00010692539581017158
Position 5: 5.771697502619928e-05
Position 518: 4.9229407166686034e-05
Position 152: 3.183099834364064e-05
Position 329: 2.666254860769381e-05
Position 268: 1.7166351873321148e-05
Position 163: 1.6376112840840798e-05
Position 113: 3.756274571479761e-06
Position 285: 1.2560860510365942e-06
Position 394: 1.2226391606654485e-06
Position 9: 2.06484586879357e-07
Position 123: 5.988359993705157e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1882: 0.9988442109256342
Position 3888: 0.8680880732529984
Position 918: 0.7533664049196671
Position 1239: 0.540209064719848
Position 1261: 0.41690413871826215
Position 2053: 0.30332901043398114
Position 2036: 0.22467364394798814
Position 2433: 0.19343849196927335
Position 4316: 0.1561846811995663
Position 4146: 0.1262193012784676
Position 995: 0.11305651383344041
Position 2118: 0.108882779350905
Position 4189: 0.09543607322707227
Position 970: 0.06395932200117622
Position 2081: 0.05973673032952462
Position 664: 0.037516985919634246
Position 1519: 0.02208548791376173
Position 3186: 0.02172424402335564
Position 180: 0.020862272020807232
Position 946: 0.01595931240181262
Position 2413: 0.014152861683194776
Position 2067: 0.01268579085884571
Position 4265: 0.010286641360520286
Position 2585: 0.009557350171370394
Position 3037: 0.008395329102188874
Position 4533: 0.006725391033105158
Position 794: 0.005449302168598707
Position 145: 0.004471959325244397
Position 670: 0.0034369870294582855
Position 271: 0.0030613314911771836
Position 2283: 0.002413807653446259
Position 4070: 0.0019218355399718903
Position 1298: 0.0017102751353590732
Position 1494: 0.0017039583689741902
Position 693: 0.0013676539696392135
Position 897: 0.001317378000739426
Position 1221: 0.0012923766110846174
Position 592: 0.001127325570928362
Position 825: 0.0010978703188413996
Position 328: 0.0008488554592197175
Position 1657: 0.000837369774360631
Position 1052: 0.0007418294094466857
Position 1182: 0.0007172818617352437
Position 2746: 0.0006784489446140366
Position 1660: 0.00047535692114738034
Position 610: 0.0004337887371380481
Position 1087: 0.0003888011071863118
Position 1416: 0.00031247246830558257
Position 405: 0.00026486750726592497
Position 741: 0.0002462290226190048
Position 1169: 0.00022817136169942743
Position 1090: 0.00017012535378846462
Position 2126: 0.00010851519682162465
Position 1792: 0.00010444313530223494
Position 2085: 5.1418421734821376e-05
Position 2150: 5.026298779783519e-05
Position 1889: 4.0490775150021414e-05
Position 1892: 3.2080066896006656e-05
Position 1947: 2.2833587490639737e-05
Position 1902: 1.7568062132180503e-05
Position 1711: 7.742474965524508e-06
Position 393: 3.3464810792816623e-06
Position 353: 2.501720615417501e-06
Position 298: 2.3258524238171182e-06
Position 224: 9.20698711005678e-07
Position 161: 5.670792275953306e-07
