Gene = THOC7
index = 1398
Annotated 5SS: [  132 24248 25532 25928 27603 28580 28750]
Annotated 3SS: [24129 25403 25840 27544 28512 28679 29703]
SMsplice 5SS: [  132  2388 10878 24248 25532 25928 27603 28580 28750]
SMsplice 3SS: [ 2250 10759 24129 25403 25840 27544 28512 28679 29703]
top_k =  100
Partition function (log Z): -16.77490221959251

Sorted 5' Splice Sites (High to Low Probability):
Position 10878: 0.9579839834817321
Position 132: 0.8409480823302405
Position 2388: 0.7384435691513292
Position 2436: 0.2541390537756609
Position 577: 0.03924572579502109
Position 758: 0.036397069790156666
Position 513: 0.03635305647062748
Position 1080: 0.016750090402373238
Position 913: 0.011710139638026775
Position 420: 0.010863386342496622
Position 854: 0.008218670445305176
Position 1298: 0.0002923791360673802
Position 2484: 0.00010927470729789297
Position 1524: 0.00010507590670650574
Position 496: 3.3454667365028873e-06
Position 1027: 3.0004701319063126e-06
Position 809: 1.946639168558092e-06
Position 437: 1.043296019855907e-06
Position 400: 9.121750000309754e-07
Position 587: 8.314512463094893e-07
Position 122: 1.075358522724602e-09
Position 35: 2.5391729699903116e-11
Position 41: 3.746008747901986e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2250: 0.9791301807669884
Position 10759: 0.9716354978334696
Position 24129: 0.9336904348754546
Position 16173: 0.019323517101291036
Position 2379: 0.008931655502275739
Position 11674: 0.007367191015748834
Position 10421: 0.006942808428987484
Position 2927: 0.005313191610033473
Position 2146: 0.005001875535392603
Position 2954: 0.0024465737322743393
Position 9763: 0.0017623276510308958
Position 3012: 0.0017279714603201048
Position 9436: 0.0016345909202893803
Position 9954: 0.0012736024232609638
Position 9998: 0.000958311468867877
Position 4658: 0.0005902634614710288
Position 1153: 0.0005128282346784236
Position 7849: 0.00040164137524099073
Position 2713: 0.00032046339428147677
Position 4019: 0.00029498656484647527
Position 5895: 0.00028269534054063775
Position 3997: 0.0002770318340278682
Position 5944: 0.0002660132529290908
Position 3461: 0.00026311714893144627
Position 5314: 0.000254191719900753
Position 5588: 0.00015518309211786323
Position 249: 0.00013904872669922915
Position 1396: 0.00010456664244233966
Position 4160: 9.947600597102122e-05
Position 645: 9.769806850517287e-05
Position 329: 8.913444474877775e-05
Position 654: 6.508679369668964e-05
Position 385: 5.8007244103197415e-05
Position 929: 5.386955853847875e-05
Position 1357: 4.725453618797874e-05
Position 987: 3.134112210589316e-05
Position 381: 1.989347385745868e-05
Position 661: 7.115614332973567e-06
