Gene = SREK1IP1
index = 1330
Annotated 5SS: [  181 14371 27629 40579]
Annotated 3SS: [14322 27484 40505 44111]
SMsplice 5SS: [  181  3641 14371 14856 17159 27629 40579 44704]
SMsplice 3SS: [ 3563 14322 14701 16971 27484 40505 44586 44833]
top_k =  100
Partition function (log Z): -17.41024579118153

Sorted 5' Splice Sites (High to Low Probability):
Position 14371: 0.9999705743678773
Position 181: 0.9182005265595451
Position 17159: 0.8732160452695411
Position 3641: 0.677619695821891
Position 14856: 0.5950136876421916
Position 2183: 0.36101597074059977
Position 3711: 0.3223803041781053
Position 9323: 0.2867224356863934
Position 9319: 0.21685708455833635
Position 553: 0.21214709175358046
Position 2015: 0.192312158446459
Position 1286: 0.17833076791330849
Position 17881: 0.15862766400615233
Position 14844: 0.15378708075746386
Position 1950: 0.1383184240926688
Position 1295: 0.1343002689985423
Position 2224: 0.09509246744205255
Position 13076: 0.08254753200766819
Position 1262: 0.08028132689972217
Position 14615: 0.04176043593255676
Position 2057: 0.04119780970068526
Position 1407: 0.037421581937561704
Position 237: 0.0222431189683721
Position 1731: 0.014158453474379133
Position 1210: 0.013267598431361022
Position 2302: 0.012914630450806734
Position 306: 0.0125776128369311
Position 242: 0.012129589986838859
Position 1913: 0.008442598676397642
Position 505: 0.0025053103548366286
Position 17090: 0.002419501190661972
Position 17715: 0.001997865727022645
Position 1457: 0.0012428669200423023
Position 247: 0.0011748692051965555
Position 1636: 0.0011700797504025785
Position 1224: 0.0006596730230534645
Position 256: 0.00018216483039656524
Position 50: 6.722043190454991e-06
Position 847: 2.3399988274015886e-06
Position 207: 3.1139872792330175e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3563: 0.9999999999999977
Position 14322: 0.9999705743678758
Position 16971: 0.8985247265338783
Position 1883: 0.7406464720581908
Position 14701: 0.6455466787953634
Position 9204: 0.5035795202447287
Position 17788: 0.48546596948871845
Position 1143: 0.39854942713977365
Position 20608: 0.3875449089827426
Position 383: 0.16049631742210244
Position 14554: 0.1547443024717898
Position 2075: 0.0960166030593451
Position 12994: 0.0825475320076679
Position 22917: 0.06250326614549476
Position 17266: 0.06097328975134612
Position 19793: 0.05588113952684245
Position 1120: 0.0479885814227283
Position 20462: 0.02233682287980726
Position 413: 0.020337141373099797
Position 15614: 0.01706465156214222
Position 15364: 0.014847964543085295
Position 2001: 0.01263098443213455
Position 17567: 0.009348057107662636
Position 1101: 0.004989615996889754
Position 15430: 0.0046923006830298835
Position 17286: 0.004328591063845939
Position 1319: 0.0034220601162576556
Position 16197: 0.0029901853577204885
Position 329: 0.0016969004219040107
Position 1240: 0.0010462015924300688
Position 386: 0.001020173113407815
Position 530: 0.001005162625223857
Position 305: 0.0006814393507698458
Position 356: 0.0005977684836648798
Position 283: 0.00016886596887806166
Position 3877: 2.942563212077475e-05
Position 757: 1.3659097069934008e-06
Position 790: 9.740891204081867e-07
