Gene = NDOR1
index = 922
Annotated 5SS: [  243   640  6930  8209  8399  8744  9022  9349  9533  9852 10136 10348
 10519]
Annotated 3SS: [  561  6831  8109  8296  8533  8899  9127  9424  9736  9988 10228 10423
 10601]
SMsplice 5SS: [  640  8209  8775  9022  9349  9533  9852 10136 10348 10519]
SMsplice 3SS: [ 8109  8699  8876  9127  9449  9757  9988 10228 10423 10601]
top_k =  100
Partition function (log Z): 11.544913708137122

Sorted 5' Splice Sites (High to Low Probability):
Position 9022: 0.9856129028335902
Position 9349: 0.9781709761681208
Position 8209: 0.9734282365262406
Position 640: 0.956407835411551
Position 9533: 0.9222005532682692
Position 10519: 0.8870079673169483
Position 9852: 0.866519241095651
Position 8775: 0.8240070322816926
Position 10348: 0.8069150717582021
Position 10136: 0.4670940233603947
Position 8399: 0.27881387741464664
Position 1979: 0.21743229948770484
Position 7959: 0.16771776134318694
Position 243: 0.14264072890176951
Position 9662: 0.11470890434682757
Position 2155: 0.11129954819719161
Position 4696: 0.1084333952147868
Position 4038: 0.10036787412923598
Position 7541: 0.06877515165089534
Position 8780: 0.06676629325118424
Position 8744: 0.06072191678165979
Position 377: 0.042415261348403524
Position 9690: 0.04118936735979321
Position 10692: 0.030246795658692947
Position 775: 0.025973526139509664
Position 7545: 0.024180424109012312
Position 9627: 0.014335406101609915
Position 8601: 0.013376389591318216
Position 8970: 0.011805048815714625
Position 216: 0.009902884347216758
Position 9870: 0.00834991513897129
Position 10352: 0.006959393978567632
Position 9601: 0.004812011958311139
Position 1727: 0.003964512043154461
Position 437: 0.0037407943135732247
Position 562: 0.0035808999827208494
Position 10497: 0.0034263056664923224
Position 414: 0.0016503831598113888
Position 9279: 0.0015938225383115587
Position 478: 0.0013757003363320272
Position 181: 0.0013644663245502336
Position 1205: 0.0012000801464274007
Position 533: 0.0010386475254489723
Position 240: 0.000986474985451698
Position 540: 0.0009410250224986806
Position 345: 0.0008769338714085819
Position 167: 0.000784400266687169
Position 542: 0.0007695171037478094
Position 165: 0.00037895651224356246
Position 9284: 0.0003513330548288744
Position 10012: 0.00032482601452183416
Position 10066: 0.0003089879189548374
Position 544: 0.0002797756819808455
Position 129: 0.0002751394346392189
Position 517: 9.735814747286276e-05
Position 391: 3.669883332769297e-05
Position 498: 3.4543962495655616e-05
Position 493: 3.417469382400149e-05
Position 8911: 1.513805425426761e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8109: 1.0
Position 10423: 0.990335803832595
Position 9127: 0.942400983982158
Position 10228: 0.8049095476868938
Position 8876: 0.7643118076138171
Position 8699: 0.7476008640955483
Position 9449: 0.7282599393659226
Position 10601: 0.6443239051715024
Position 9757: 0.47207732289216336
Position 9988: 0.4552670018329239
Position 9736: 0.3970781046738572
Position 1883: 0.31579911323436255
Position 9424: 0.2652424807648132
Position 8296: 0.252242113940888
Position 8899: 0.21696125920810044
Position 8533: 0.20741917159315423
Position 7860: 0.16771776134318697
Position 10656: 0.14408610075080752
Position 3996: 0.10036787412923596
Position 561: 0.09942163118888832
Position 7405: 0.09295557575990764
Position 9626: 0.08966759983385122
Position 11015: 0.08866927847593017
Position 4596: 0.06433243504805194
Position 4575: 0.044100960166734884
Position 610: 0.04164564722205968
Position 526: 0.02987314881303272
Position 10777: 0.02457913342002634
Position 9146: 0.01875203879592392
Position 472: 0.01676238253892045
Position 10039: 0.01507697714187537
Position 10980: 0.014534492556108787
Position 2071: 0.012932734450533912
Position 9608: 0.01033315830389743
Position 8568: 0.00828064618862926
Position 8930: 0.007369305591481723
Position 9156: 0.0069088936920711
Position 9641: 0.00655695131716481
Position 9335: 0.005190266459944961
Position 11301: 0.004988142434846619
Position 11205: 0.0048927233613776655
Position 8969: 0.004792736125756459
Position 713: 0.004487942389864986
Position 9085: 0.0043231586711112565
Position 9203: 0.003579813971298195
Position 8957: 0.0033252801906731807
Position 10160: 0.003014415241151572
Position 1501: 0.002596466279578564
Position 752: 0.0022262713197315634
Position 9605: 0.0020170974377330822
Position 10611: 0.0019792379494694267
Position 9773: 0.0016137899161950877
Position 8621: 0.0015208848725224717
Position 1646: 0.0013680457635758974
Position 10429: 0.0012001742248196362
Position 9098: 0.0011759925941647502
Position 8672: 0.0007077794560187804
Position 368: 0.0006338264788400031
Position 10426: 0.0005704453086775596
Position 1044: 0.0005427764963755883
Position 9689: 0.00042680508300769706
Position 9778: 0.0004019564271832845
Position 990: 0.000349085148977807
Position 967: 0.00030821850107400534
Position 639: 0.00028660226773510677
Position 667: 0.00024867408759131213
Position 9504: 8.116913200264316e-05
