Gene = RIOK2
index = 1144
Annotated 5SS: [  135  4206  5529  6145 10086 12055 14501 15794 18210]
Annotated 3SS: [ 4066  5411  5968  9996 11862 14407 15268 18112 20034]
SMsplice 5SS: [  135  4206  5529  6145 10086 12055 14501 18210]
SMsplice 3SS: [ 4066  5411  5968  9996 11862 14407 18112 20034]
top_k =  100
Partition function (log Z): 1.4053790344190928

Sorted 5' Splice Sites (High to Low Probability):
Position 10086: 0.9899044083314206
Position 6145: 0.969876761085567
Position 135: 0.9599908988030946
Position 18210: 0.9342746942803831
Position 14501: 0.9081521599317126
Position 12055: 0.8552803642250186
Position 4206: 0.7316685911931314
Position 5529: 0.6240810227561617
Position 12682: 0.488852560777824
Position 15794: 0.35814477636136094
Position 15355: 0.19091517715976572
Position 2828: 0.16569393243570904
Position 16994: 0.1265891901082634
Position 18657: 0.11439113523735973
Position 1490: 0.11371528304942093
Position 8044: 0.09188328918334294
Position 20138: 0.08605139844246848
Position 981: 0.06735232623816349
Position 6438: 0.06385328444964979
Position 6337: 0.057998082770252105
Position 18303: 0.0508960233353871
Position 15443: 0.04985601292007845
Position 10876: 0.044499991094367884
Position 11203: 0.03726595608428851
Position 4241: 0.03488521466266427
Position 10968: 0.03249376771469688
Position 460: 0.029350252939966105
Position 1222: 0.026645852164580937
Position 299: 0.02595213548895894
Position 11653: 0.025142470099601667
Position 10429: 0.02348970451307993
Position 2247: 0.01630521019864838
Position 18449: 0.012749474878509177
Position 14844: 0.008263331789243331
Position 1477: 0.006136169733532954
Position 14470: 0.0060699298729398775
Position 4390: 0.00567134998707256
Position 19526: 0.005319805848679818
Position 4442: 0.004963532827698921
Position 339: 0.004955935417816986
Position 4567: 0.004949537251066557
Position 1564: 0.004473732555695038
Position 4421: 0.0022447198320988686
Position 4589: 0.0020404924285594163
Position 870: 0.001485116508301343
Position 2618: 0.0014716086469975106
Position 18186: 0.0007702088210465556
Position 1017: 0.0004933820653720016
Position 1158: 0.00025845542211595286
Position 92: 8.593166010780207e-05
Position 51: 5.6326481111281615e-05
Position 78: 4.179616323860662e-05
Position 123: 1.4757611996024046e-06
Position 84: 1.4330092303207048e-06
Position 282: 6.905910015159348e-07
Position 34: 1.7455247437749456e-09
Position 155: 8.736678649393783e-10
Position 31: 1.9482012683209576e-10
Position 149: 1.5398434836832127e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9996: 0.9899044083314208
Position 18112: 0.9859409264368172
Position 5968: 0.9797045872534501
Position 14407: 0.9142220898046527
Position 11862: 0.8032015351974584
Position 20034: 0.7717882516351334
Position 4066: 0.7665538058557957
Position 5411: 0.5070866455483025
Position 12600: 0.45304408463770274
Position 15268: 0.38408219395994403
Position 15408: 0.2288928460444447
Position 2748: 0.15056939436674696
Position 16888: 0.1265891901082634
Position 18745: 0.1260445250806826
Position 1367: 0.122482551364105
Position 5478: 0.11699437720785932
Position 10807: 0.10711628051584558
Position 7944: 0.07559514302282677
Position 18564: 0.07126347697440163
Position 18302: 0.06876056370982164
Position 6253: 0.058784931892005544
Position 6336: 0.05323860916001321
Position 12022: 0.052078829027560246
Position 21383: 0.050167432743856974
Position 22014: 0.03424084843785214
Position 12543: 0.030924383053139153
Position 221: 0.026654083254732355
Position 11523: 0.025142470099601667
Position 18585: 0.02203203982469159
Position 18491: 0.02102841173384838
Position 4240: 0.019869632326496318
Position 1141: 0.016819006368563056
Position 1992: 0.016305210198648393
Position 8040: 0.016288146160516166
Position 751: 0.015742150302642602
Position 20655: 0.0157277032487302
Position 202: 0.013738774316187075
Position 18770: 0.01065867483320017
Position 2697: 0.010472238018051272
Position 10335: 0.00970220366939209
Position 800: 0.009396412089934102
Position 327: 0.009010576434776327
Position 1088: 0.008319073702032585
Position 10332: 0.007956815089030664
Position 393: 0.007909336229759152
Position 20938: 0.007421006772934787
Position 11079: 0.007143434377507591
Position 14707: 0.005797688879027156
Position 10207: 0.005629331883762193
Position 19386: 0.005319805848679818
Position 12482: 0.0048840930869819615
Position 2501: 0.003856790068562959
Position 14687: 0.00246564291021618
Position 2751: 0.0022671186293453435
Position 780: 0.00221595333001309
Position 1381: 0.0018286159993288484
Position 816: 0.0016580894072431073
Position 608: 0.0016466986967735196
Position 331: 0.0013812611224460409
Position 1056: 0.0005113950325666154
Position 1101: 0.0004756542305659403
Position 1115: 0.0003641275825003806
Position 575: 0.0003111894362512147
Position 578: 0.00030714414538982553
Position 10165: 0.00020135387089498266
Position 549: 0.00010265310028208745
Position 1162: 5.1982768149696105e-05
Position 514: 3.6743159773840876e-05
Position 298: 1.970697167392774e-05
Position 1291: 8.231559192168615e-06
Position 1446: 5.786416022923481e-06
