Gene = IQCC
index = 713
Annotated 5SS: [  63  637 1101 1460]
Annotated 3SS: [ 492  847 1340 1578]
SMsplice 5SS: [  63  637 1101 1460]
SMsplice 3SS: [ 492  847 1340 1578]
top_k =  100
Partition function (log Z): -1.7604572149574322

Sorted 5' Splice Sites (High to Low Probability):
Position 63: 0.9329845296695246
Position 1101: 0.9292140040077238
Position 1460: 0.8268135105327549
Position 637: 0.732789045838179
Position 1452: 0.14985122168706985
Position 48: 0.02053571786331546
Position 559: 0.018570415210425305
Position 568: 0.013784091766475543
Position 546: 0.008278236001279637
Position 389: 0.006043336337088495
Position 39: 0.0026451410639008106
Position 927: 0.0007174948622333372
Position 514: 0.0004031582198665704
Position 82: 0.0001676429817818889
Position 965: 0.00011982957335943891
Position 152: 8.83742593913378e-05
Position 50: 4.143994061921611e-05
Position 384: 3.7029992147324984e-05
Position 976: 1.4386678583824576e-05
Position 887: 1.2744056281424017e-05
Position 116: 4.5026711762062294e-07
Position 11: 7.546646063748526e-10
Position 320: 6.370202744348018e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9786118230392786
Position 1578: 0.8347201858488291
Position 847: 0.5912171258647843
Position 492: 0.5616532128271174
Position 1036: 0.1651818421006425
Position 388: 0.12183789683408773
Position 850: 0.112455478924775
Position 1651: 0.06628162445187996
Position 525: 0.039067372055340256
Position 1014: 0.03417518941087959
Position 1541: 0.021606331155227095
Position 531: 0.02025166811959545
Position 1343: 0.01375130333781654
Position 1968: 0.01017970286770939
Position 782: 0.009403340475685296
Position 2631: 0.005565948658945254
Position 932: 0.004743805645364138
Position 462: 0.004604141709885573
Position 2510: 0.004536012648124371
Position 2012: 0.0039918811102787255
Position 1787: 0.003882676787221081
Position 1892: 0.003331417247394311
Position 2233: 0.0032214625648562863
Position 2358: 0.0031200571087939832
Position 1910: 0.0031128180292283934
Position 1538: 0.0028013655964833767
Position 2549: 0.00270974162902568
Position 1308: 0.0026432116235171202
Position 1368: 0.002460065562624459
Position 2216: 0.002133725009408107
Position 2252: 0.0019163154507398181
Position 2689: 0.0016129624076675056
Position 2027: 0.0009333497750829078
Position 2362: 0.000824863776625762
Position 423: 0.0006631260277656277
Position 878: 0.0005777480755932899
Position 2191: 0.0005151005738214061
Position 2098: 0.0004975436768891617
Position 1349: 0.0004648577428407732
Position 2090: 0.00045541960449202467
Position 1795: 0.0003915298306556437
Position 865: 0.00024868208325090754
Position 281: 0.00019532533825410888
Position 1292: 7.631501751864184e-05
Position 700: 7.456045034955214e-05
Position 157: 6.815290349886118e-05
Position 723: 6.555265046045161e-05
Position 1378: 6.226271957785697e-05
Position 428: 6.160465583999378e-05
Position 137: 5.349198907927484e-05
Position 355: 4.7933682535186074e-05
Position 1225: 3.282974810127678e-05
Position 339: 5.5363721675197195e-06
Position 212: 5.468275196141948e-06
Position 217: 3.346514892634536e-06
Position 141: 2.5611767983472704e-06
Position 185: 1.1089190962681862e-06
Position 103: 8.83625778865994e-07
Position 362: 6.364600253343893e-07
Position 617: 3.0443140823422574e-07
