Gene = NDUFA5
index = 924
Annotated 5SS: [  481   852  7786 12645]
Annotated 3SS: [  806  7668 12578 16034]
SMsplice 5SS: [  481  7786 12645]
SMsplice 3SS: [ 7668 12578 16034]
top_k =  100
Partition function (log Z): -9.350280697116442

Sorted 5' Splice Sites (High to Low Probability):
Position 7786: 0.9899779979439318
Position 12645: 0.9097887729648336
Position 481: 0.7451092794411212
Position 852: 0.5510634036528014
Position 4812: 0.3647889698502135
Position 10900: 0.24127764905250743
Position 4586: 0.16442570164401005
Position 631: 0.10982210561637282
Position 622: 0.04440088228479323
Position 408: 0.020076472254195565
Position 1186: 0.0129394905790844
Position 1475: 0.008401508714391931
Position 109: 0.006773686856175903
Position 1221: 0.00607821082764869
Position 496: 0.0055545865605159854
Position 2371: 0.003903866082923801
Position 467: 0.003689204471738882
Position 151: 0.002577684916722708
Position 523: 0.0025522882632858174
Position 268: 0.0025446794120951646
Position 90: 0.0017609805351450185
Position 433: 0.0014120419198109628
Position 125: 0.0013613439192010355
Position 970: 7.018989026425219e-07
Position 287: 7.077226482004329e-09
Position 188: 5.2977208560249545e-09
Position 20: 5.0528850934594585e-09
Position 163: 3.90569414737305e-09
Position 154: 1.1589019600020841e-09
Position 758: 4.0741513825875905e-10
Position 119: 2.659334326442569e-11
Position 161: 5.809472313864559e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7668: 0.9899779979439318
Position 12578: 0.9528195816326892
Position 16034: 0.7569819612848608
Position 747: 0.3151187480228925
Position 4710: 0.29029460610782165
Position 10696: 0.26467840621338834
Position 4498: 0.23952403459795235
Position 806: 0.18395599115666758
Position 14765: 0.04285414382306385
Position 14220: 0.026762768198324446
Position 15493: 0.02421932354368811
Position 15282: 0.01853458875384759
Position 13759: 0.014741178919859139
Position 13784: 0.012700566004912178
Position 925: 0.012297164594055745
Position 8891: 0.011232355959417297
Position 11437: 0.01067327328073265
Position 12829: 0.010038552273828178
Position 1354: 0.007427689865944068
Position 1122: 0.006485345300383731
Position 2163: 0.003903866082923802
Position 13493: 0.002955690162449094
Position 1246: 0.0012604095547338952
Position 8121: 0.0007677154010959556
Position 3040: 7.068647618482606e-05
Position 625: 1.6577277555118896e-06
Position 306: 1.1292867987453184e-06
Position 772: 6.058290442496129e-07
Position 630: 3.8813880215270747e-07
Position 407: 3.1182477051781346e-07
Position 252: 2.3584885621254337e-07
Position 428: 1.884527233398951e-07
Position 650: 1.7846967283342236e-07
Position 656: 7.523936478056938e-08
Position 347: 5.860551732330742e-08
Position 378: 4.2686479390998415e-08
Position 404: 8.32664626960123e-09
Position 370: 7.002591360168677e-09
