Gene = THG1L
index = 1397
Annotated 5SS: [ 435 1848 3549 4738 6798]
Annotated 3SS: [1670 3378 4648 6689 8123]
SMsplice 5SS: [ 435 1848 3378 3549 4738 6798]
SMsplice 3SS: [1670 3302 3473 4648 6689 8123]
top_k =  100
Partition function (log Z): -1.1382051960083261

Sorted 5' Splice Sites (High to Low Probability):
Position 3549: 0.9650217074572404
Position 1848: 0.9625616009848513
Position 4738: 0.9185135478188068
Position 3378: 0.9060673545274047
Position 6798: 0.7565245390467906
Position 435: 0.7221167459399856
Position 7538: 0.33042848937467195
Position 351: 0.10980805464969189
Position 5656: 0.10058034947387759
Position 538: 0.07473382016604295
Position 86: 0.057900984337898316
Position 2540: 0.04811018290743108
Position 8307: 0.028938533032426807
Position 130: 0.02585466811989018
Position 3361: 0.023303450620174342
Position 5879: 0.022457556507491677
Position 3604: 0.02193928276077924
Position 5926: 0.02100359480262094
Position 5726: 0.018446270036586592
Position 4565: 0.016801451740711345
Position 1419: 0.016109670625530093
Position 6114: 0.01326354592892604
Position 1779: 0.0074743884042207265
Position 2594: 0.005559843844555392
Position 355: 0.004081136800543857
Position 309: 0.003124746348385937
Position 1797: 0.002199511414674048
Position 557: 0.001901097991873622
Position 262: 0.0017688853231098813
Position 36: 0.0017165666379315805
Position 3573: 0.001684378021893375
Position 546: 0.001654813009653158
Position 813: 0.001641670702646556
Position 3496: 0.0013417024363190236
Position 3977: 0.0013101354167589156
Position 1371: 0.001250958160644001
Position 529: 0.0010571185721614386
Position 403: 0.001030522978554649
Position 4405: 0.0007564672616362852
Position 1534: 0.0007472998878821966
Position 4021: 0.00048791780995624203
Position 182: 0.000306437596859915
Position 1736: 0.0002161676762867014
Position 239: 2.6642565325103357e-05
Position 79: 7.5003440601065866e-06
Position 268: 1.8528984127606132e-07
Position 246: 1.501602648456641e-07
Position 237: 1.3565849964322884e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3473: 0.987721959664401
Position 4648: 0.9209027736014022
Position 3302: 0.8786359666209426
Position 8123: 0.8148516073365878
Position 1670: 0.754636526047706
Position 6689: 0.7544971450585581
Position 7384: 0.16626970900936755
Position 7337: 0.14121810330538448
Position 1722: 0.10421800545169121
Position 1709: 0.09719153639164457
Position 10176: 0.09142514892363061
Position 5549: 0.08592626494409912
Position 3275: 0.05314893037008669
Position 5811: 0.03366721469703049
Position 2318: 0.02848774150323298
Position 2344: 0.023937200935407157
Position 5787: 0.021537600241240042
Position 5459: 0.02057628869549094
Position 7508: 0.018281068898888128
Position 8473: 0.017875986864022867
Position 305: 0.014535569213902842
Position 7652: 0.014013766998044182
Position 6610: 0.013048762702970168
Position 4836: 0.012219360851724629
Position 10060: 0.011796856355983251
Position 4507: 0.011158752198436069
Position 7648: 0.010481844259510348
Position 6045: 0.009403078086682604
Position 1743: 0.008343190888778648
Position 5594: 0.007880663632666755
Position 1404: 0.0076644850346972195
Position 6471: 0.0074276053355140995
Position 4319: 0.0061861312975837425
Position 7530: 0.006024191501823829
Position 5559: 0.004643402238207384
Position 9195: 0.004608151415959006
Position 1631: 0.0039032682347103407
Position 7605: 0.003785564860284452
Position 242: 0.003757474310987863
Position 4458: 0.0033888582110572253
Position 8683: 0.003271871037986527
Position 8746: 0.003246396440755329
Position 4675: 0.0028510916150619415
Position 4955: 0.0024796501678337694
Position 3785: 0.001987178563345762
Position 1495: 0.0018024195502891556
Position 7046: 0.0014005189568821012
Position 2397: 0.0012450843133463483
Position 1592: 0.0010343180534015811
Position 1606: 0.0008264061668061595
Position 3764: 0.0007474141301154107
Position 1116: 0.0005291214710412705
Position 523: 0.00041991176506198883
Position 1363: 0.0004140430153366934
Position 3417: 0.0002826595973714696
Position 1447: 1.5070449338104744e-05
Position 3486: 6.651966973052898e-07
Position 3504: 7.019144337376688e-08
