Gene = SMCO1
index = 1278
Annotated 5SS: [ 207 5847]
Annotated 3SS: [5696 7034]
SMsplice 5SS: [ 263 5847]
SMsplice 3SS: [5696 7034]
top_k =  100
Partition function (log Z): -8.39703036819549

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9855472946706106
Position 263: 0.7895944415621289
Position 7129: 0.32337905027431135
Position 6872: 0.24477038494816766
Position 207: 0.0726532774844923
Position 333: 0.05222539180369115
Position 6840: 0.04301312627928976
Position 5241: 0.03853365193764942
Position 694: 0.03147759052949239
Position 4542: 0.030361153225259393
Position 1313: 0.025019941033215497
Position 378: 0.021437638418602353
Position 6730: 0.009254801376844972
Position 7136: 0.006818493881179046
Position 7396: 0.006778488335385599
Position 961: 0.005663907591117594
Position 426: 0.005487753516485593
Position 1568: 0.0040348136493934495
Position 1863: 0.003651412970001136
Position 5786: 0.003559533611344358
Position 714: 0.002889877495734275
Position 661: 0.0027788906115075577
Position 2473: 0.0026615543080840322
Position 6070: 0.0006489850518273888
Position 5927: 0.00035973366043174726
Position 5887: 0.00028667799704097896
Position 5851: 0.000258489255643338
Position 241: 1.075096743526436e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.9952832481806212
Position 7034: 0.8951745591846827
Position 7816: 0.2051282937149544
Position 6675: 0.1371769822723125
Position 6772: 0.13473731332267747
Position 7636: 0.12522569059870986
Position 5093: 0.03853365193764942
Position 4444: 0.023909036426081418
Position 6432: 0.02300909070564844
Position 8378: 0.02070923384136711
Position 7573: 0.017362051668602475
Position 6647: 0.01415105701387678
Position 7621: 0.011112152621442984
Position 7395: 0.006397301485809208
Position 7067: 0.006262240744268751
Position 1095: 0.0058470302586784385
Position 6014: 0.005548648218331406
Position 6036: 0.004908300056968829
Position 5994: 0.004575221939367862
Position 6941: 0.004119626798190277
Position 6928: 0.004104602406467827
Position 4390: 0.00404856788174386
Position 1745: 0.0038117084444822162
Position 6593: 0.0026915092802796124
Position 4367: 0.0024035489174341175
Position 6596: 0.0023225284441718654
Position 1255: 0.0019610073392345648
Position 1225: 0.0019441947124043443
Position 2344: 0.0018934907832500142
Position 860: 0.0018506248725274521
Position 5970: 0.0014754662832915657
Position 6730: 0.001291836912577261
Position 7012: 0.001008114554013431
Position 774: 0.0008419408984168387
Position 1258: 0.0008294765820319617
Position 2204: 0.0007680635248340178
Position 6456: 0.0007396936189624224
